ml;pH;sec;°C
0.000;8.252;0.0;22.1
0.000;8.272;0.4;22.1
0.000;8.296;0.8;22.1
0.007;8.216;1.9;22.1
0.015;8.143;3.0;22.1
0.022;8.071;4.2;22.1
0.030;8.012;5.3;22.1
0.038;8.069;6.5;22.1
0.045;8.144;7.6;22.1
0.053;8.150;8.8;22.1
0.060;8.183;9.9;22.1
0.068;8.122;11.0;22.1
0.076;7.953;12.2;22.1
0.083;7.880;13.3;22.1
0.091;7.882;14.5;22.1
0.098;7.905;15.6;22.1
0.106;7.927;16.7;22.1
0.114;7.943;17.9;22.1
0.121;7.866;19.0;22.1
0.129;7.708;20.2;22.1
0.137;7.615;21.3;22.1
0.144;7.568;22.4;22.1
0.152;7.549;23.6;22.1
0.159;7.567;24.7;22.1
0.167;7.567;25.9;22.1
0.175;7.557;27.0;22.1
0.182;7.445;28.2;22.1
0.190;7.288;29.3;22.1
0.197;7.227;30.4;22.1
0.205;7.196;31.6;22.1
0.213;7.275;32.7;22.1
0.220;7.304;33.9;22.1
0.228;7.248;35.0;22.1
0.236;7.136;36.1;22.1
0.243;7.073;37.3;22.1
0.251;7.001;38.4;22.1
0.258;7.003;39.6;22.1
0.266;7.022;40.7;22.1
0.274;7.076;41.8;22.1
0.281;7.080;43.0;22.1
0.289;7.053;44.1;22.1
0.296;6.999;45.3;22.1
0.304;6.879;46.4;22.1
0.312;6.808;47.6;22.1
0.319;6.846;48.7;22.1
0.327;6.901;49.8;22.1
0.335;6.946;51.0;22.1
0.342;6.893;52.1;22.1
0.350;6.827;53.3;22.1
0.357;6.718;54.4;22.1
0.365;6.676;55.5;22.1
0.373;6.680;56.7;22.1
0.380;6.710;57.8;22.1
0.388;6.759;59.0;22.1
0.395;6.785;60.1;22.1
0.403;6.777;61.2;22.1
0.411;6.693;62.4;22.1
0.418;6.615;63.5;22.1
0.426;6.531;64.7;22.1
0.433;6.532;65.8;22.1
0.441;6.528;67.0;22.1
0.449;6.611;68.1;22.1
0.456;6.623;69.2;22.1
0.464;6.635;70.4;22.1
0.472;6.614;71.5;22.1
0.479;6.564;72.7;22.1
0.487;6.513;73.8;22.1
0.494;6.456;74.9;22.1
0.502;6.422;76.1;22.1
0.510;6.373;77.2;22.1
0.517;6.352;78.4;22.1
0.525;6.366;79.5;22.1
0.532;6.393;80.6;22.1
0.540;6.463;81.8;22.1
0.548;6.466;82.9;22.1
0.555;6.427;84.1;22.1
0.563;6.337;85.2;22.1
0.571;6.306;86.4;22.1
0.578;6.249;87.5;22.1
0.586;6.210;88.6;22.1
0.593;6.213;89.8;22.1
0.601;6.243;90.9;22.1
0.609;6.252;92.1;22.1
0.616;6.278;93.2;22.1
0.624;6.309;94.3;22.1
0.631;6.297;95.5;22.1
0.639;6.200;96.6;22.1
0.647;6.134;97.8;22.1
0.654;6.098;98.9;22.1
0.662;6.100;100.0;22.1
0.670;6.153;101.2;22.1
0.677;6.190;102.3;22.1
0.685;6.197;103.5;22.1
0.692;6.145;104.6;22.1
0.700;6.082;105.8;22.1
0.708;6.026;106.9;22.1
0.715;5.986;108.0;22.1
0.723;5.990;109.2;22.1
0.730;6.045;110.3;22.1
0.738;6.062;111.5;22.1
0.746;6.085;112.6;22.1
0.753;6.047;113.7;22.1
0.761;5.982;114.9;22.1
0.768;5.923;116.0;22.1
0.776;5.877;117.2;22.1
0.784;5.849;118.3;22.1
0.791;5.851;119.4;22.1
0.799;5.870;120.6;22.1
0.807;5.945;121.7;22.1
0.814;5.912;122.9;22.1
0.822;5.898;124.0;22.1
0.829;5.868;125.2;22.1
0.837;5.839;126.3;22.1
0.845;5.752;127.4;22.1
0.852;5.709;128.6;22.1
0.860;5.757;129.7;22.1
0.867;5.766;130.9;22.1
0.875;5.805;132.0;22.1
0.883;5.747;133.1;22.1
0.890;5.665;134.3;22.1
0.898;5.625;135.4;22.1
0.906;5.617;136.6;22.1
0.913;5.611;137.7;22.1
0.921;5.621;138.8;22.1
0.928;5.654;140.0;22.1
0.936;5.668;141.1;22.1
0.944;5.663;142.3;22.1
0.951;5.603;143.4;22.1
0.959;5.516;144.6;22.1
0.966;5.468;145.7;22.1
0.974;5.484;146.8;22.1
0.982;5.524;148.0;22.1
0.989;5.531;149.1;22.1
0.997;5.514;150.3;22.1
1.005;5.489;151.4;22.1
1.012;5.443;152.5;22.1
1.020;5.328;153.7;22.1
1.027;5.287;154.8;22.1
1.035;5.315;156.0;22.1
1.043;5.358;157.1;22.1
1.050;5.339;158.2;22.1
1.058;5.301;159.4;22.1
1.065;5.228;160.5;22.1
1.073;5.129;161.7;22.1
1.081;5.099;162.8;22.1
1.088;5.140;164.0;22.1
1.096;5.153;165.1;22.1
1.104;5.124;166.2;22.1
1.111;5.085;167.4;22.1
1.119;5.002;168.5;22.1
1.125;4.993;169.5;22.1
1.127;4.985;169.8;22.1
1.127;4.985;169.9;22.1
1.129;4.980;170.2;22.1
1.131;4.971;170.6;22.1
1.133;4.959;171.0;22.1
1.133;4.959;171.0;22.1
1.135;4.941;171.4;22.1
1.145;4.683;193.0;22.5
1.155;4.691;204.6;22.4
1.165;4.514;216.2;22.5
1.175;4.501;227.8;22.5
1.185;4.399;239.4;22.5
1.195;4.256;251.0;22.5
1.205;4.228;262.6;22.5
1.215;4.092;274.2;22.5
1.225;4.124;285.8;22.5
1.235;3.933;297.4;22.5
1.245;3.990;309.0;22.5
1.255;3.906;320.6;22.5
1.265;3.887;332.2;22.4
1.275;3.727;343.8;22.5
1.285;3.805;355.4;22.5
1.295;3.641;367.0;22.5
1.305;3.693;378.6;22.5
1.315;3.634;390.2;22.4
1.325;3.573;401.8;22.5
1.335;3.622;413.4;22.5
1.345;3.558;425.0;22.4
1.355;3.446;436.6;22.5
1.355;3.550;436.7;22.5
1.365;3.419;448.3;22.5
1.365;3.529;448.5;22.5
1.375;3.382;460.1;22.5
1.375;3.499;460.3;22.5
1.385;3.422;471.9;22.4
1.385;3.369;482.0;22.4
