ml;pH;sec;°C
0.000;8.369;0.0;22.0
0.000;8.436;0.4;22.0
0.000;8.393;0.8;22.0
0.007;8.341;1.9;22.0
0.015;8.305;3.0;22.0
0.022;8.237;4.2;22.0
0.030;8.144;5.3;22.0
0.038;8.131;6.5;22.0
0.045;8.150;7.6;22.0
0.053;8.171;8.7;22.0
0.060;8.209;9.9;22.0
0.068;8.214;11.0;22.0
0.076;8.194;12.2;22.0
0.083;8.114;13.3;22.0
0.091;8.013;14.5;22.0
0.098;7.930;15.6;22.0
0.106;7.846;16.7;22.0
0.114;7.854;17.9;22.0
0.121;7.863;19.0;22.0
0.129;7.885;20.2;22.0
0.136;7.844;21.3;22.0
0.144;7.747;22.4;22.0
0.152;7.645;23.6;22.0
0.159;7.508;24.7;22.0
0.167;7.456;25.9;22.0
0.175;7.461;27.0;22.0
0.182;7.512;28.1;22.0
0.190;7.503;29.3;22.0
0.197;7.449;30.4;22.0
0.205;7.355;31.6;22.0
0.213;7.214;32.7;22.0
0.220;7.155;33.9;22.0
0.228;7.139;35.0;22.0
0.235;7.168;36.1;22.0
0.243;7.243;37.3;22.0
0.251;7.236;38.4;22.0
0.258;7.183;39.6;22.0
0.266;7.099;40.7;22.0
0.274;7.009;41.8;22.0
0.281;6.966;43.0;22.0
0.289;6.914;44.1;22.0
0.296;6.890;45.3;22.0
0.304;6.911;46.4;22.0
0.312;6.927;47.5;22.0
0.319;6.980;48.7;22.0
0.327;7.002;49.8;22.0
0.334;6.951;51.0;22.0
0.342;6.845;52.1;22.0
0.350;6.772;53.3;22.0
0.357;6.739;54.4;22.0
0.365;6.717;55.5;22.0
0.372;6.713;56.7;22.0
0.380;6.725;57.8;22.0
0.388;6.780;59.0;22.0
0.395;6.826;60.1;22.0
0.403;6.789;61.2;22.0
0.411;6.713;62.4;22.0
0.418;6.633;63.5;22.0
0.426;6.599;64.7;22.0
0.433;6.560;65.8;22.0
0.441;6.559;66.9;22.0
0.449;6.559;68.1;22.0
0.456;6.592;69.2;22.0
0.464;6.662;70.4;22.0
0.471;6.663;71.5;22.0
0.479;6.558;72.6;22.0
0.487;6.474;73.8;22.0
0.494;6.427;74.9;22.0
0.502;6.452;76.1;22.0
0.510;6.477;77.2;22.0
0.517;6.517;78.4;22.0
0.525;6.535;79.5;22.0
0.532;6.510;80.6;22.0
0.540;6.413;81.8;22.0
0.548;6.326;82.9;22.0
0.555;6.302;84.1;22.0
0.563;6.379;85.2;22.0
