ml;pH;sec;°C
0.000;8.084;0.0;21.9
0.000;8.069;0.4;21.9
0.000;8.073;0.8;21.9
0.007;8.085;1.9;21.9
0.015;8.179;3.0;21.9
0.022;8.265;4.2;21.9
0.030;8.631;5.3;21.9
0.038;8.526;6.5;21.9
0.045;8.107;7.6;21.9
0.053;8.019;8.7;21.9
0.060;7.986;9.9;21.9
0.068;7.962;11.0;21.9
0.076;8.000;12.2;21.9
0.083;8.093;13.3;21.9
0.091;8.071;14.5;21.9
0.098;8.003;15.6;21.9
0.106;7.880;16.7;21.9
0.114;7.819;17.9;21.9
0.121;7.733;19.0;21.9
0.129;7.747;20.2;21.9
0.137;7.774;21.3;21.9
0.144;7.818;22.4;21.9
0.152;7.755;23.6;21.9
0.159;7.667;24.7;21.9
0.167;7.569;25.9;21.9
0.175;7.457;27.0;21.9
0.182;7.372;28.1;21.9
0.190;7.328;29.3;21.9
0.197;7.316;30.4;21.9
0.205;7.333;31.6;21.9
0.213;7.384;32.7;21.9
0.220;7.356;33.9;21.9
0.228;7.269;35.0;21.9
0.235;7.165;36.1;21.9
0.243;7.077;37.3;21.9
0.251;7.029;38.4;21.9
0.258;7.078;39.6;21.9
0.266;7.145;40.7;21.9
0.274;7.151;41.8;21.9
0.281;7.122;43.0;21.9
0.289;7.095;44.1;21.9
0.296;7.017;45.3;21.9
0.304;6.955;46.4;21.9
0.312;6.873;47.5;21.9
0.319;6.837;48.7;21.9
0.327;6.816;49.8;21.9
0.334;6.866;51.0;21.9
0.342;6.868;52.1;21.9
0.350;6.922;53.2;21.9
0.357;6.877;54.4;21.9
0.365;6.661;55.5;21.9
0.373;6.655;56.7;21.9
0.380;6.659;57.8;21.9
0.388;6.679;59.0;21.9
0.395;6.691;60.1;21.9
0.403;6.795;61.2;21.9
0.411;6.800;62.4;21.9
0.418;6.743;63.5;21.9
0.426;6.694;64.7;21.9
0.433;6.595;65.8;21.9
0.441;6.565;66.9;21.9
0.449;6.513;68.1;21.9
0.456;6.582;69.2;21.9
0.464;6.583;70.4;21.9
0.472;6.641;71.5;21.9
0.479;6.627;72.7;21.9
0.487;6.570;73.8;21.9
0.494;6.487;74.9;21.9
0.502;6.434;76.1;21.9
0.510;6.399;77.2;21.9
0.517;6.360;78.4;21.9
0.525;6.365;79.5;21.9
0.532;6.364;80.6;21.9
0.540;6.399;81.8;21.9
0.548;6.399;82.9;21.9
0.555;6.463;84.1;21.9
0.563;6.441;85.2;21.9
0.570;6.376;86.3;21.9
0.578;6.251;87.5;21.9
0.586;6.239;88.6;21.9
0.593;6.339;89.8;21.9
0.601;6.364;90.9;21.9
0.609;6.335;92.1;21.9
0.616;6.262;93.2;21.9
0.624;6.173;94.3;21.9
0.631;6.163;95.5;21.9
0.639;6.210;96.6;21.9
0.647;6.237;97.8;21.9
0.654;6.260;98.9;21.9
0.662;6.249;100.0;21.9
0.670;6.233;101.2;21.9
0.677;6.172;102.3;21.9
0.685;6.143;103.5;21.9
0.692;6.037;104.6;21.9
0.700;6.011;105.8;21.9
0.708;5.994;106.9;21.9
0.715;6.013;108.0;21.9
0.723;6.083;109.2;21.9
0.730;6.091;110.3;21.9
0.738;6.103;111.5;21.9
0.746;6.094;112.6;21.9
0.753;6.043;113.7;21.9
0.761;5.956;114.9;21.9
0.768;5.886;116.0;21.9
0.776;5.867;117.2;21.9
0.784;5.902;118.3;21.9
0.791;5.980;119.4;21.9
0.799;5.970;120.6;21.9
0.807;5.945;121.7;21.9
0.814;5.922;122.9;21.9
0.822;5.838;124.0;21.9
0.829;5.795;125.2;21.9
0.837;5.757;126.3;21.9
0.845;5.775;127.4;21.9
0.852;5.816;128.6;21.9
0.860;5.839;129.7;21.9
0.867;5.841;130.9;21.9
0.875;5.791;132.0;21.9
0.883;5.720;133.1;21.9
0.890;5.633;134.3;21.9
0.898;5.617;135.4;21.9
0.906;5.628;136.6;21.9
0.913;5.616;137.7;21.9
0.921;5.647;138.8;21.9
0.928;5.681;140.0;21.9
0.936;5.686;141.1;21.9
0.944;5.613;142.3;21.9
0.951;5.569;143.4;21.9
0.959;5.528;144.6;21.9
0.966;5.468;145.7;21.9
0.974;5.431;146.8;21.9
0.982;5.424;148.0;21.9
0.989;5.426;149.1;21.9
0.997;5.415;150.3;21.9
1.004;5.427;151.4;21.9
1.012;5.431;152.5;21.9
1.020;5.432;153.7;21.9
1.027;5.395;154.8;21.9
1.035;5.342;156.0;21.9
1.043;5.254;157.1;21.9
1.050;5.210;158.2;21.9
1.058;5.157;159.4;21.9
1.065;5.156;160.5;21.9
1.073;5.129;161.7;21.9
1.081;5.129;162.8;21.9
1.088;5.151;163.9;21.9
1.096;5.131;165.1;21.9
1.103;5.094;166.2;21.9
1.111;5.046;167.4;21.9
1.113;5.027;167.7;21.9
1.115;5.009;168.1;21.9
1.117;4.984;168.5;21.9
1.117;4.984;168.5;21.9
1.119;4.945;168.9;21.9
1.121;4.923;169.3;21.9
1.131;4.815;190.9;22.2
1.141;4.621;202.5;22.2
1.151;4.578;214.1;22.2
1.161;4.562;225.7;22.2
1.171;4.353;237.3;22.2
1.181;4.401;248.9;22.2
1.191;4.188;260.5;22.2
1.201;4.172;272.1;22.2
1.211;4.052;283.7;22.2
1.221;4.003;295.3;22.3
1.231;3.998;306.9;22.2
1.241;3.827;318.5;22.2
1.251;3.899;330.1;22.2
1.261;3.706;341.7;22.2
1.271;3.801;353.3;22.2
1.281;3.657;364.9;22.2
1.291;3.666;376.5;22.2
1.301;3.702;388.1;22.2
1.311;3.605;399.7;22.3
1.321;3.508;411.3;22.2
1.331;3.584;422.9;22.2
1.341;3.498;434.5;22.3
1.351;3.540;446.1;22.2
1.361;3.406;457.7;22.3
1.361;3.498;460.7;22.3
1.371;3.373;472.3;22.2
1.371;3.495;472.9;22.2
1.381;3.379;484.5;22.3
1.381;3.404;494.5;22.3
