ml;pH;sec;°C
0.000;8.333;0.0;22.1
0.000;8.392;0.4;22.1
0.000;8.409;0.8;22.1
0.007;8.399;1.9;22.1
0.015;8.415;3.0;22.1
0.022;8.360;4.2;22.1
0.030;8.265;5.3;22.1
0.038;8.148;6.5;22.1
0.045;8.141;7.6;22.1
0.053;8.193;8.8;22.1
0.060;8.280;9.9;22.1
0.068;8.238;11.0;22.1
0.076;8.210;12.2;22.1
0.083;8.088;13.3;22.1
0.091;7.974;14.5;22.1
0.098;7.960;15.6;22.1
0.106;7.960;16.7;22.1
0.114;7.996;17.9;22.1
0.121;8.015;19.0;22.1
0.129;7.948;20.2;22.1
0.137;7.772;21.3;22.1
0.144;7.668;22.4;22.1
0.152;7.642;23.6;22.1
0.159;7.664;24.7;22.1
0.167;7.696;25.9;22.1
0.175;7.645;27.0;22.1
0.182;7.545;28.2;22.1
0.190;7.392;29.3;22.1
0.197;7.294;30.4;22.1
0.205;7.276;31.6;22.1
0.213;7.296;32.7;22.1
0.220;7.336;33.9;22.1
0.228;7.329;35.0;22.1
0.236;7.241;36.1;22.1
0.243;7.097;37.3;22.1
0.251;7.055;38.4;22.1
0.258;7.054;39.6;22.1
0.266;7.104;40.7;22.1
0.274;7.170;41.9;22.1
0.281;7.106;43.0;22.1
0.289;7.006;44.1;22.1
0.296;6.965;45.3;22.1
0.304;6.895;46.4;22.1
0.312;6.870;47.6;22.1
0.319;6.880;48.7;22.1
0.327;6.908;49.8;22.1
0.334;6.953;51.0;22.1
0.342;6.977;52.1;22.1
0.350;6.932;53.3;22.1
0.357;6.852;54.4;22.1
0.365;6.808;55.5;22.1
0.373;6.727;56.7;22.1
0.380;6.703;57.8;22.1
0.388;6.703;59.0;22.1
0.395;6.737;60.1;22.1
0.403;6.793;61.2;22.1
0.411;6.797;62.4;22.1
0.418;6.776;63.5;22.1
0.426;6.707;64.7;22.1
0.433;6.637;65.8;22.1
0.441;6.573;67.0;22.1
0.449;6.536;68.1;22.1
0.456;6.561;69.2;22.1
0.464;6.614;70.4;22.1
0.472;6.646;71.5;22.1
0.479;6.651;72.7;22.1
0.487;6.581;73.8;22.1
0.494;6.533;74.9;22.1
0.502;6.463;76.1;22.1
0.510;6.417;77.2;22.1
0.517;6.407;78.4;22.1
0.525;6.445;79.5;22.1
0.532;6.544;80.6;22.1
0.540;6.505;81.8;22.1
0.548;6.430;82.9;22.1
0.555;6.341;84.1;22.1
0.563;6.307;85.2;22.1
0.571;6.337;86.4;22.1
0.578;6.374;87.5;22.1
0.586;6.384;88.6;22.1
0.593;6.405;89.8;22.1
0.601;6.349;90.9;22.1
0.609;6.306;92.1;22.1
0.616;6.247;93.2;22.1
0.624;6.186;94.3;22.1
0.631;6.163;95.5;22.1
0.639;6.174;96.6;22.1
0.647;6.178;97.8;22.1
0.654;6.221;98.9;22.1
0.662;6.251;100.0;22.1
0.669;6.257;101.2;22.1
0.677;6.226;102.3;22.1
0.685;6.186;103.5;22.1
0.692;6.147;104.6;22.1
0.700;6.044;105.7;22.1
0.707;6.023;106.9;22.1
0.715;6.035;108.0;22.1
0.723;6.089;109.2;22.1
0.730;6.144;110.3;22.1
0.738;6.137;111.5;22.1
0.746;5.845;112.6;22.1
0.753;5.983;113.7;22.1
0.761;5.931;114.9;22.1
0.768;5.919;116.0;22.1
0.776;5.906;117.2;22.1
0.784;5.972;118.3;22.1
0.791;6.015;119.4;22.1
0.799;5.988;120.6;22.1
0.806;5.862;121.7;22.1
0.814;5.817;122.9;22.1
0.822;5.833;124.0;22.1
0.829;5.854;125.1;22.1
0.837;5.895;126.3;22.1
0.845;5.919;127.4;22.1
0.852;5.858;128.6;22.1
0.860;5.822;129.7;22.1
0.867;5.768;130.8;22.1
0.875;5.707;132.0;22.1
0.883;5.682;133.1;22.1
0.890;5.672;134.3;22.1
0.898;5.727;135.4;22.1
0.905;5.743;136.6;22.1
0.913;5.751;137.7;22.1
0.921;5.686;138.8;22.1
0.928;5.632;140.0;22.1
0.936;5.586;141.1;22.1
0.943;5.545;142.3;22.1
0.951;5.526;143.4;22.1
0.959;5.530;144.5;22.1
0.966;5.586;145.7;22.1
0.974;5.599;146.8;22.1
0.982;5.493;148.0;22.1
0.989;5.422;149.1;22.1
0.997;5.402;150.2;22.1
1.004;5.401;151.4;22.1
1.012;5.450;152.5;22.1
1.020;5.448;153.7;22.1
1.027;5.426;154.8;22.1
1.035;5.387;156.0;22.1
1.042;5.299;157.1;22.1
1.050;5.236;158.2;22.1
1.058;5.197;159.4;22.1
1.065;5.197;160.5;22.1
1.073;5.187;161.7;22.1
1.081;5.203;162.8;22.1
1.088;5.210;163.9;22.1
1.096;5.144;165.1;22.1
1.103;4.955;166.2;22.1
1.111;4.948;167.4;22.1
1.115;5.053;167.9;22.1
1.117;5.049;168.3;22.1
1.119;5.033;168.7;22.1
1.119;5.033;168.7;22.1
1.121;5.023;169.1;22.1
1.123;5.007;169.5;22.1
1.125;4.996;169.8;22.1
1.125;4.996;169.8;22.1
1.127;4.977;170.2;22.1
1.129;4.953;170.6;22.1
1.131;4.932;171.0;22.1
1.141;4.783;192.6;22.3
1.151;4.691;204.2;22.4
1.161;4.534;215.8;22.3
1.171;4.561;227.4;22.3
1.181;4.359;239.0;22.3
1.191;4.304;250.6;22.4
1.201;4.163;262.2;22.4
1.211;4.185;273.8;22.3
1.221;4.076;285.4;22.4
1.231;4.015;297.0;22.3
1.241;3.885;308.6;22.4
1.251;3.944;320.2;22.3
1.261;3.815;331.8;22.4
1.271;3.748;343.4;22.4
1.281;3.802;355.0;22.3
1.291;3.718;366.6;22.3
1.301;3.635;378.2;22.4
1.311;3.703;389.8;22.4
1.321;3.535;401.4;22.4
1.331;3.520;413.0;22.4
1.341;3.519;424.6;22.4
1.351;3.479;436.2;22.4
