ml;pH;sec;°C
0.000;8.272;0.0;20.5
0.000;8.267;0.4;20.5
0.000;8.256;0.8;20.5
0.007;8.195;1.9;20.5
0.015;8.163;3.0;20.5
0.022;8.223;4.2;20.5
0.030;8.305;5.3;20.5
0.038;8.342;6.5;20.5
0.045;8.339;7.6;20.5
0.053;8.293;8.7;20.5
0.060;8.176;9.9;20.5
0.068;8.036;11.0;20.5
0.076;7.985;12.2;20.5
0.083;7.981;13.3;20.5
0.091;8.051;14.5;20.5
0.098;8.089;15.6;20.5
0.106;8.051;16.7;20.5
0.114;7.989;17.9;20.5
0.121;7.851;19.0;20.5
0.129;7.720;20.2;20.5
0.136;7.658;21.3;20.5
0.144;7.671;22.4;20.5
0.152;7.711;23.6;20.5
0.159;7.717;24.7;20.5
0.167;7.534;25.9;20.5
0.175;7.537;27.0;20.5
0.182;7.424;28.1;20.5
0.190;7.286;29.3;20.5
0.197;7.226;30.4;20.5
0.205;7.178;31.6;20.5
0.213;7.179;32.7;20.5
0.220;7.260;33.8;20.5
0.228;7.291;35.0;20.5
0.235;7.135;36.1;20.5
0.243;7.007;37.3;20.5
0.251;6.982;38.4;20.5
0.258;7.005;39.6;20.5
0.266;7.069;40.7;20.5
0.274;7.091;41.8;20.5
0.281;7.088;43.0;20.5
0.289;7.035;44.1;20.5
0.296;6.962;45.3;20.5
0.304;6.814;46.4;20.5
0.312;6.795;47.5;20.5
0.319;6.799;48.7;20.5
0.327;6.918;49.8;20.5
0.334;6.937;51.0;20.5
0.342;6.883;52.1;20.5
0.350;6.765;53.2;20.5
0.357;6.686;54.4;20.5
0.365;6.647;55.5;20.5
0.373;6.742;56.7;20.5
0.380;6.823;57.8;20.5
0.388;6.778;59.0;20.5
0.395;6.707;60.1;20.5
0.403;6.595;61.2;20.5
0.411;6.532;62.4;20.5
0.418;6.519;63.5;20.5
0.426;6.577;64.7;20.5
0.433;6.601;65.8;20.5
0.441;6.666;66.9;20.5
0.449;6.648;68.1;20.5
0.456;6.563;69.2;20.5
0.464;6.451;70.4;20.5
0.471;6.404;71.5;20.5
0.479;6.409;72.6;20.5
0.487;6.555;73.8;20.5
0.494;6.529;74.9;20.5
0.502;6.372;76.1;20.5
0.510;6.318;77.2;20.5
0.517;6.399;78.4;20.5
0.525;6.425;79.5;20.5
0.532;6.457;80.6;20.5
0.540;6.358;81.8;20.5
