ml;pH;sec;°C
0.000;8.067;0.0;22.6
0.000;8.073;0.4;22.6
0.000;8.075;0.8;22.6
0.007;8.091;1.9;22.6
0.015;8.113;3.0;22.6
0.022;8.229;4.2;22.6
0.030;8.233;5.3;22.6
0.038;8.226;6.5;22.6
0.045;8.172;7.6;22.6
0.053;8.135;8.7;22.6
0.060;8.104;9.9;22.6
0.068;7.964;11.0;22.6
0.076;7.901;12.2;22.6
0.083;7.852;13.3;22.6
0.091;7.835;14.4;22.6
0.098;7.857;15.6;22.6
0.106;7.829;16.7;22.6
0.114;7.868;17.9;22.6
0.121;7.875;19.0;22.6
0.129;7.843;20.1;22.6
0.136;7.813;21.3;22.6
0.144;7.792;22.4;22.6
0.152;7.748;23.6;22.6
0.159;7.705;24.7;22.6
0.167;7.648;25.9;22.6
0.175;7.595;27.0;22.6
0.182;7.519;28.1;22.6
0.190;7.396;29.3;22.6
0.197;7.308;30.4;22.6
0.205;7.264;31.6;22.6
0.213;7.160;32.7;22.6
0.220;7.092;33.8;22.6
0.228;7.069;35.0;22.6
0.235;7.036;36.1;22.6
0.243;6.998;37.3;22.6
0.251;6.991;38.4;22.6
0.258;6.978;39.5;22.6
0.266;6.973;40.7;22.6
0.273;6.971;41.8;22.6
0.281;6.946;43.0;22.6
0.289;6.953;44.1;22.6
0.296;7.029;45.3;22.6
0.304;7.033;46.4;22.6
0.312;7.011;47.5;22.6
0.319;6.987;48.7;22.6
0.327;6.968;49.8;22.6
0.334;6.925;51.0;22.6
0.342;6.892;52.1;22.6
0.350;6.811;53.2;22.6
0.357;6.743;54.4;22.6
0.365;6.715;55.5;22.6
0.372;6.648;56.7;22.6
0.380;6.639;57.8;22.6
0.388;6.559;58.9;22.6
0.395;6.539;60.1;22.6
0.403;6.537;61.2;22.6
0.411;6.565;62.4;22.6
0.418;6.616;63.5;22.6
0.426;6.685;64.6;22.6
0.433;6.687;65.8;22.6
0.441;6.673;66.9;22.6
0.449;6.643;68.1;22.6
0.456;6.608;69.2;22.6
0.464;6.602;70.3;22.6
0.471;6.562;71.5;22.6
0.479;6.512;72.6;22.6
0.487;6.505;73.8;22.6
0.494;6.394;74.9;22.6
0.502;6.339;76.1;22.6
0.509;6.323;77.2;22.6
0.517;6.311;78.3;22.6
0.525;6.311;79.5;22.6
0.532;6.312;80.6;22.6
0.540;6.317;81.8;22.6
0.548;6.359;82.9;22.6
0.555;6.372;84.0;22.6
0.563;6.377;85.2;22.6
0.570;6.398;86.3;22.6
0.578;6.384;87.5;22.6
0.586;6.379;88.6;22.6
0.593;6.368;89.7;22.6
0.601;6.344;90.9;22.6
0.608;6.304;92.0;22.6
0.616;6.248;93.2;22.6
0.624;6.235;94.3;22.6
0.631;6.171;95.5;22.6
0.639;6.172;96.6;22.6
0.647;6.132;97.7;22.6
0.654;6.088;98.9;22.6
0.662;6.080;100.0;22.6
0.669;6.036;101.2;22.6
0.677;6.016;102.3;22.6
0.685;5.991;103.4;22.6
0.692;5.997;104.6;22.6
0.700;6.015;105.7;22.6
0.707;5.989;106.9;22.6
0.715;6.000;108.0;22.6
0.723;5.998;109.1;22.6
0.730;6.019;110.3;22.6
0.738;5.997;111.4;22.6
0.745;6.001;112.6;22.6
0.753;5.979;113.7;22.6
0.761;5.991;114.8;22.6
0.768;6.007;116.0;22.6
0.776;5.987;117.1;22.6
0.783;5.966;118.3;22.6
0.791;5.969;119.4;22.6
0.799;5.967;120.5;22.6
0.806;5.955;121.7;22.6
0.814;5.938;122.8;22.6
0.822;5.930;124.0;22.6
0.829;5.907;125.1;22.6
0.837;5.878;126.3;22.6
0.844;5.798;127.4;22.6
0.852;5.791;128.5;22.6
0.860;5.718;129.7;22.6
0.867;5.688;130.8;22.6
0.875;5.661;132.0;22.6
0.882;5.632;133.1;22.6
0.890;5.623;134.2;22.6
0.898;5.661;135.4;22.6
0.905;5.680;136.5;22.6
0.913;5.650;137.7;22.6
0.921;5.673;138.8;22.6
0.928;5.686;139.9;22.6
0.936;5.693;141.1;22.6
0.943;5.677;142.2;22.6
0.951;5.648;143.4;22.6
0.959;5.618;144.5;22.6
0.966;5.565;145.7;22.6
0.974;5.497;146.8;22.6
0.981;5.443;147.9;22.6
0.989;5.403;149.1;22.6
0.997;5.370;150.2;22.6
1.004;5.346;151.4;22.6
1.012;5.329;152.5;22.6
1.019;5.316;153.6;22.6
1.027;5.346;154.8;22.6
1.035;5.300;155.9;22.6
1.042;5.345;157.1;22.6
1.050;5.356;158.2;22.6
1.058;5.340;159.3;22.6
1.065;5.236;160.5;22.6
1.073;5.167;161.6;22.6
1.080;5.115;162.8;22.6
1.088;5.053;163.9;22.6
1.096;5.024;165.1;22.6
1.103;4.965;166.2;22.6
1.109;5.092;167.1;22.6
1.111;5.096;167.5;22.6
1.111;5.096;167.5;22.6
1.113;5.089;167.9;22.6
1.115;5.070;168.3;22.6
1.117;5.059;168.7;22.6
1.117;5.059;168.7;22.6
1.119;5.041;169.0;22.6
1.121;5.027;169.4;22.6
1.123;5.005;169.8;22.6
1.123;5.005;169.8;22.6
1.125;4.992;170.2;22.6
1.127;4.972;170.6;22.6
1.129;4.967;170.9;22.6
1.129;4.967;170.9;22.6
1.131;4.929;171.3;22.6
1.141;4.767;193.0;22.6
1.151;4.632;204.6;22.6
1.161;4.549;216.2;22.6
1.171;4.436;227.8;22.6
1.181;4.394;239.4;22.6
1.191;4.312;251.0;22.6
1.201;4.206;262.6;22.6
1.211;4.084;274.2;22.6
1.221;4.064;285.8;22.6
1.231;3.990;297.4;22.6
1.241;3.978;309.0;22.5
1.251;3.912;320.6;22.6
1.261;3.832;332.2;22.5
1.271;3.724;343.8;22.6
1.281;3.823;355.4;22.5
1.291;3.714;367.0;22.5
1.301;3.604;378.6;22.5
1.311;3.579;390.2;22.5
1.321;3.605;401.7;22.5
1.331;3.644;413.3;22.5
1.341;3.559;424.9;22.5
1.351;3.430;436.5;22.5
1.351;3.566;436.7;22.5
1.361;3.397;448.3;22.5
1.361;3.553;448.5;22.5
1.371;3.377;460.1;22.5
1.371;3.535;460.3;22.5
1.381;3.413;471.9;22.5
1.381;3.497;474.4;22.5
1.391;3.367;486.0;22.5
1.391;3.358;496.0;22.5
