ml;pH;sec;°C
0.000;8.130;0.0;21.8
0.000;8.117;0.4;21.8
0.000;8.109;0.8;21.8
0.007;8.096;1.9;21.8
0.015;8.121;3.0;21.8
0.022;8.202;4.2;21.8
0.030;8.251;5.3;21.8
0.037;8.290;6.5;21.8
0.045;8.240;7.6;21.8
0.053;8.175;8.7;21.8
0.060;8.095;9.9;21.8
0.068;7.980;11.0;21.8
0.075;7.918;12.2;21.8
0.083;7.930;13.3;21.8
0.091;7.981;14.4;21.8
0.098;8.000;15.6;21.8
0.106;8.027;16.7;21.8
0.114;7.987;17.9;21.8
0.121;7.908;19.0;21.8
0.129;7.747;20.1;21.8
0.136;7.634;21.3;21.8
0.144;7.622;22.4;21.8
0.152;7.683;23.6;21.8
0.159;7.726;24.7;21.8
0.167;7.660;25.9;21.8
0.174;7.545;27.0;21.8
0.182;7.448;28.1;21.8
0.190;7.330;29.3;21.8
0.197;7.268;30.4;21.8
0.205;7.264;31.6;21.8
0.212;7.299;32.7;21.8
0.220;7.334;33.8;21.8
0.228;7.330;35.0;21.8
0.235;7.280;36.1;21.8
0.243;7.184;37.3;21.8
0.251;7.111;38.4;21.8
0.258;7.020;39.5;21.8
0.266;7.003;40.7;21.8
0.273;7.003;41.8;21.8
0.281;7.059;43.0;21.8
0.289;7.107;44.1;21.8
0.296;7.095;45.2;21.8
0.304;7.018;46.4;21.8
0.311;6.913;47.5;21.8
0.319;6.862;48.7;21.8
0.327;6.808;49.8;21.8
0.334;6.797;51.0;21.8
0.342;6.794;52.1;21.8
0.349;6.862;53.2;21.8
0.357;6.834;54.4;21.8
0.365;6.903;55.5;21.8
0.372;6.830;56.7;21.8
0.380;6.744;57.8;21.8
0.388;6.679;58.9;21.8
0.395;6.656;60.1;21.8
0.403;6.705;61.2;21.8
0.410;6.729;62.4;21.8
0.418;6.781;63.5;21.8
0.426;6.751;64.6;21.8
0.433;6.612;65.8;21.8
0.441;6.539;66.9;21.8
0.448;6.539;68.1;21.8
0.456;6.613;69.2;21.8
0.464;6.666;70.3;21.8
0.471;6.681;71.5;21.8
0.479;6.547;72.6;21.8
0.486;6.470;73.8;21.8
0.494;6.427;74.9;21.8
0.502;6.431;76.1;21.8
0.509;6.499;77.2;21.8
0.517;6.512;78.3;21.8
0.525;6.524;79.5;21.8
0.532;6.466;80.6;21.8
0.540;6.376;81.8;21.8
0.547;6.310;82.9;21.8
0.555;6.318;84.0;21.8
0.563;6.366;85.2;21.8
0.570;6.404;86.3;21.8
0.578;6.426;87.5;21.8
0.585;6.399;88.6;21.8
0.593;6.334;89.7;21.8
0.601;6.244;90.9;21.8
0.608;6.194;92.0;21.8
0.616;6.194;93.2;21.8
0.623;6.240;94.3;21.8
0.631;6.322;95.4;21.8
0.639;6.303;96.6;21.8
0.646;6.232;97.7;21.8
0.654;6.185;98.9;21.8
0.662;6.094;100.0;21.8
0.669;6.078;101.1;21.8
0.677;6.095;102.3;21.8
0.684;6.143;103.4;21.8
0.692;6.174;104.6;21.8
0.700;6.187;105.7;21.8
0.707;6.150;106.9;21.8
0.715;6.068;108.0;21.8
0.722;5.996;109.1;21.8
0.730;5.971;110.3;21.8
0.738;5.985;111.4;21.8
0.745;6.000;112.6;21.8
0.753;6.043;113.7;21.8
0.760;6.057;114.8;21.8
0.768;6.051;116.0;21.8
0.776;5.970;117.1;21.8
0.783;5.917;118.3;21.8
0.791;5.866;119.4;21.8
0.799;5.847;120.5;21.8
0.806;5.850;121.7;21.8
0.814;5.895;122.8;21.8
0.821;5.922;124.0;21.8
0.829;5.932;125.1;21.8
0.837;5.897;126.2;21.8
0.844;5.864;127.4;21.8
0.852;5.781;128.5;21.8
0.859;5.739;129.7;21.8
0.867;5.704;130.8;21.8
0.875;5.692;131.9;21.8
0.882;5.730;133.1;21.8
0.890;5.787;134.2;21.8
0.897;5.796;135.4;21.8
0.905;5.767;136.5;21.8
0.913;5.713;137.6;21.8
0.920;5.648;138.8;21.8
0.928;5.582;139.9;21.8
0.936;5.598;141.1;21.8
0.943;5.632;142.2;21.8
0.951;5.656;143.4;21.8
0.958;5.646;144.5;21.8
0.966;5.580;145.6;21.8
0.974;5.497;146.8;21.8
0.981;5.440;147.9;21.8
0.989;5.438;149.1;21.8
0.996;5.510;150.2;21.8
1.004;5.521;151.3;21.8
1.012;5.476;152.5;21.8
1.019;5.427;153.6;21.8
1.027;5.334;154.8;21.8
1.034;5.289;155.9;21.8
1.042;5.257;157.0;21.8
1.050;5.259;158.2;21.8
1.057;5.271;159.3;21.8
1.065;5.289;160.5;21.8
1.073;5.264;161.6;21.8
1.080;5.250;162.8;21.8
1.088;5.187;163.9;21.8
1.095;5.126;165.0;21.8
1.103;5.029;166.2;21.8
1.111;4.984;167.3;21.8
1.118;4.968;168.5;21.8
1.126;4.973;169.6;21.8
1.131;4.956;170.4;21.8
1.133;4.940;170.7;21.8
1.143;4.672;192.4;22.0
1.153;4.684;204.0;22.0
1.163;4.600;215.6;22.0
1.173;4.496;227.2;22.0
1.183;4.405;238.8;22.1
1.193;4.339;250.4;22.0
1.203;4.185;262.0;22.1
1.213;4.203;273.6;22.0
1.223;4.020;285.1;22.1
1.233;4.053;296.7;22.1
1.243;3.971;308.3;22.0
1.253;3.917;319.9;22.1
1.263;3.762;331.5;22.1
1.273;3.855;343.1;22.1
1.283;3.689;354.7;22.1
1.293;3.755;366.3;22.0
1.303;3.619;377.9;22.1
1.313;3.652;389.5;22.0
1.323;3.632;401.1;22.1
1.333;3.529;412.7;22.0
1.343;3.579;424.3;22.0
1.353;3.478;435.9;22.1
1.353;3.523;436.1;22.1
1.363;3.443;447.7;22.1
1.363;3.504;448.8;22.1
1.373;3.392;460.4;22.1
1.373;3.504;460.6;22.1
1.383;3.382;472.2;22.1
1.383;3.372;482.2;22.1
