ml;pH;sec;°C
0.000;8.246;0.0;22.7
0.000;8.237;0.4;22.7
0.000;8.224;0.8;22.7
0.007;8.189;1.9;22.7
0.015;8.069;3.0;22.7
0.022;7.914;4.2;22.7
0.030;7.935;5.3;22.7
0.038;8.028;6.5;22.7
0.045;8.097;7.6;22.7
0.053;8.082;8.7;22.7
0.060;8.059;9.9;22.7
0.068;7.844;11.0;22.7
0.076;7.826;12.2;22.7
0.083;7.824;13.3;22.7
0.091;7.854;14.5;22.7
0.098;7.803;15.6;22.7
0.106;7.917;16.7;22.7
0.114;7.910;17.9;22.7
0.121;7.871;19.0;22.7
0.129;7.820;20.2;22.7
0.137;7.723;21.3;22.7
0.144;7.462;22.4;22.7
0.152;7.350;23.6;22.7
0.159;7.371;24.7;22.7
0.167;7.395;25.9;22.7
0.175;7.382;27.0;22.7
0.182;7.389;28.1;22.7
0.190;7.372;29.3;22.7
0.197;7.328;30.4;22.7
0.205;7.200;31.6;22.7
0.213;7.063;32.7;22.7
0.220;6.975;33.9;22.7
0.228;6.923;35.0;22.7
0.235;6.913;36.1;22.7
0.243;6.841;37.3;22.7
0.251;6.698;38.4;22.7
0.258;6.803;39.6;22.7
0.266;6.901;40.7;22.7
0.274;6.890;41.8;22.7
0.281;6.799;43.0;22.7
0.289;6.808;44.1;22.7
0.296;6.728;45.3;22.7
0.304;6.704;46.4;22.7
0.312;6.567;47.5;22.7
0.319;6.600;48.7;22.7
0.327;6.668;49.8;22.7
0.334;6.782;51.0;22.7
0.342;6.742;52.1;22.7
0.350;6.567;53.3;22.7
0.357;6.412;54.4;22.7
0.365;6.406;55.5;22.7
0.373;6.445;56.7;22.7
0.380;6.503;57.8;22.7
0.388;6.494;59.0;22.7
0.395;6.567;60.1;22.7
0.403;6.601;61.2;22.7
0.411;6.523;62.4;22.7
0.418;6.420;63.5;22.7
0.426;6.343;64.7;22.7
0.433;6.274;65.8;22.7
0.441;6.300;66.9;22.7
0.449;6.396;68.1;22.7
0.456;6.420;69.2;22.7
0.464;6.501;70.4;22.7
0.472;6.485;71.5;22.7
0.479;6.381;72.7;22.7
0.487;6.222;73.8;22.7
0.494;6.250;74.9;22.7
0.502;6.142;76.1;22.7
0.510;6.192;77.2;22.7
0.517;6.308;78.4;22.7
0.525;6.348;79.5;22.7
0.532;6.349;80.6;22.7
0.540;6.286;81.8;22.7
0.548;6.216;82.9;22.7
0.555;6.188;84.1;22.7
0.563;6.150;85.2;22.7
0.571;6.164;86.4;22.7
0.578;6.219;87.5;22.7
0.586;6.226;88.6;22.7
0.593;6.314;89.8;22.7
0.601;6.298;90.9;22.7
0.609;6.237;92.1;22.7
0.616;6.162;93.2;22.7
0.624;6.050;94.3;22.7
0.631;6.018;95.5;22.7
0.639;6.036;96.6;22.7
0.647;6.079;97.8;22.7
0.654;6.160;98.9;22.7
0.662;6.160;100.0;22.7
0.670;6.151;101.2;22.7
0.677;6.099;102.3;22.7
0.685;6.032;103.5;22.7
0.692;5.949;104.6;22.7
0.700;5.896;105.7;22.7
0.708;5.903;106.9;22.7
0.715;5.963;108.0;22.7
0.723;6.033;109.2;22.7
0.730;6.025;110.3;22.7
0.738;5.969;111.5;22.7
0.746;5.963;112.6;22.7
0.753;5.908;113.7;22.7
0.761;5.648;114.9;22.7
0.768;5.732;116.0;22.7
0.776;5.705;117.2;22.7
0.784;5.784;118.3;22.7
0.791;5.854;119.4;22.7
0.799;5.872;120.6;22.7
0.807;5.800;121.7;22.7
0.814;5.739;122.9;22.7
0.822;5.679;124.0;22.7
0.829;5.703;125.2;22.7
0.837;5.779;126.3;22.7
0.845;5.770;127.4;22.7
0.852;5.634;128.6;22.7
0.860;5.581;129.7;22.7
0.867;5.547;130.9;22.7
0.875;5.557;132.0;22.7
0.883;5.571;133.1;22.7
0.890;5.627;134.3;22.7
0.898;5.671;135.4;22.7
0.906;5.721;136.6;22.7
0.913;5.672;137.7;22.7
0.921;5.609;138.8;22.7
0.928;5.562;140.0;22.7
0.936;5.450;141.1;22.7
0.944;5.338;142.3;22.7
0.951;5.454;143.4;22.7
0.959;5.389;144.6;22.7
0.966;5.443;145.7;22.7
0.974;5.482;146.8;22.7
0.982;5.400;148.0;22.7
0.989;5.344;149.1;22.7
0.997;5.252;150.3;22.7
1.005;5.148;151.4;22.7
1.012;5.121;152.5;22.7
1.020;5.223;153.7;22.7
1.027;5.284;154.8;22.7
1.035;5.307;156.0;22.7
1.043;5.283;157.1;22.7
1.050;5.286;158.2;22.7
1.058;5.221;159.4;22.7
1.065;5.101;160.5;22.7
1.073;5.018;161.7;22.7
1.081;5.013;162.8;22.7
1.088;5.055;164.0;22.7
1.096;5.106;165.1;22.7
1.103;5.052;166.2;22.7
1.103;5.052;166.2;22.7
1.105;5.054;166.6;22.7
1.107;5.050;167.0;22.7
1.109;5.029;167.4;22.7
1.109;5.029;167.4;22.7
1.111;5.003;167.8;22.7
1.113;4.969;168.1;22.7
1.115;4.940;168.5;22.7
1.125;4.820;190.2;22.7
1.135;4.802;201.8;22.7
1.145;4.717;213.4;22.7
1.155;4.642;225.0;22.7
1.165;4.460;236.6;22.7
1.175;4.464;248.2;22.7
1.185;4.343;259.8;22.7
1.195;4.252;271.4;22.7
1.205;4.147;283.0;22.7
1.215;4.098;294.6;22.6
1.225;4.078;306.2;22.6
1.235;4.022;317.8;22.7
1.245;3.835;329.4;22.7
1.255;3.907;340.9;22.6
1.265;3.760;352.5;22.7
1.275;3.777;364.1;22.6
1.285;3.712;375.7;22.7
1.295;3.613;387.3;22.6
1.305;3.706;398.9;22.6
1.315;3.606;410.5;22.6
1.325;3.497;422.1;22.6
1.335;3.593;433.7;22.6
1.345;3.436;445.3;22.6
1.345;3.574;445.5;22.6
1.355;3.431;457.1;22.6
1.355;3.524;457.3;22.6
1.365;3.386;468.9;22.6
1.365;3.524;469.1;22.6
1.375;3.397;480.7;22.6
1.375;3.503;483.3;22.6
1.385;3.423;494.9;22.6
1.385;3.342;505.0;22.6
