ml;pH;sec;°C
0.000;8.292;0.0;22.2
0.000;8.293;0.4;22.2
0.000;8.329;0.8;22.2
0.007;8.363;1.9;22.2
0.015;8.375;3.0;22.2
0.022;8.353;4.2;22.2
0.030;8.252;5.3;22.2
0.038;8.177;6.5;22.2
0.045;8.108;7.6;22.2
0.053;8.069;8.8;22.2
0.060;8.046;9.9;22.2
0.068;8.079;11.0;22.2
0.076;8.167;12.2;22.2
0.083;8.114;13.3;22.2
0.091;8.214;14.5;22.2
0.098;7.889;15.6;22.2
0.106;7.830;16.7;22.2
0.114;7.770;17.9;22.2
0.121;7.783;19.0;22.2
0.129;7.868;20.2;22.2
0.137;7.902;21.3;22.2
0.144;7.762;22.4;22.2
0.152;7.736;23.6;22.2
0.159;7.664;24.7;22.2
0.167;7.551;25.9;22.2
0.175;7.474;27.0;22.2
0.182;7.362;28.1;22.2
0.190;7.298;29.3;22.2
0.197;7.290;30.4;22.2
0.205;7.341;31.6;22.2
0.213;7.327;32.7;22.2
0.220;7.337;33.9;22.2
0.228;7.291;35.0;22.2
0.235;7.250;36.1;22.2
0.243;7.173;37.3;22.2
0.251;7.044;38.4;22.2
0.258;6.996;39.6;22.2
0.266;7.032;40.7;22.2
0.274;7.090;41.8;22.2
0.281;7.093;43.0;22.2
0.289;7.096;44.1;22.2
0.296;7.059;45.3;22.2
0.304;7.014;46.4;22.2
0.312;6.857;47.5;22.2
0.319;6.843;48.7;22.2
0.327;6.867;49.8;22.2
0.334;7.004;51.0;22.2
0.342;6.945;52.1;22.2
0.350;6.865;53.3;22.2
0.357;6.819;54.4;22.2
0.365;6.729;55.5;22.2
0.373;6.704;56.7;22.2
0.380;6.779;57.8;22.2
0.388;6.806;59.0;22.2
0.395;6.824;60.1;22.2
0.403;6.740;61.2;22.2
0.411;6.699;62.4;22.2
0.418;6.646;63.5;22.2
0.426;6.587;64.7;22.2
0.433;6.566;65.8;22.2
0.441;6.587;67.0;22.2
0.449;6.626;68.1;22.2
0.456;6.655;69.2;22.2
0.464;6.664;70.4;22.2
0.472;6.625;71.5;22.2
0.479;6.535;72.7;22.2
0.487;6.482;73.8;22.2
0.494;6.450;74.9;22.2
0.502;6.406;76.1;22.2
0.510;6.422;77.2;22.2
0.517;6.466;78.4;22.2
0.525;6.512;79.5;22.2
0.532;6.498;80.6;22.2
0.540;6.472;81.8;22.2
0.548;6.402;82.9;22.2
