ml;pH;sec;°C
0.000;8.121;0.0;21.2
0.000;8.108;0.4;21.2
0.000;8.136;0.8;21.2
0.007;8.159;1.9;21.2
0.015;8.171;3.0;21.2
0.022;8.148;4.2;21.2
0.030;8.077;5.3;21.2
0.038;8.050;6.5;21.2
0.045;8.027;7.6;21.2
0.053;8.043;8.8;21.2
0.060;8.059;9.9;21.2
0.068;8.013;11.0;21.2
0.076;7.951;12.2;21.2
0.083;7.900;13.3;21.2
0.091;7.844;14.5;21.2
0.099;7.833;15.6;21.2
0.106;7.838;16.7;21.2
0.114;7.813;17.9;21.2
0.121;7.763;19.0;21.2
0.129;7.681;20.2;21.2
0.137;7.594;21.3;21.2
0.144;7.547;22.4;21.2
0.152;7.546;23.6;21.2
0.159;7.499;24.7;21.2
0.167;7.376;25.9;21.2
0.175;7.391;27.0;21.2
0.182;7.345;28.2;21.2
0.190;7.198;29.3;21.2
0.197;7.197;30.4;21.2
0.205;7.186;31.6;21.2
0.213;7.181;32.7;21.2
0.220;7.145;33.9;21.2
0.228;7.088;35.0;21.2
0.236;7.053;36.1;21.2
0.243;6.988;37.3;21.2
0.251;6.969;38.4;21.2
0.258;6.964;39.6;21.2
0.266;6.977;40.7;21.2
0.274;6.967;41.9;21.2
0.281;6.934;43.0;21.2
0.289;6.879;44.1;21.2
0.296;6.843;45.3;21.2
0.304;6.820;46.4;21.2
0.312;6.806;47.6;21.2
0.319;6.815;48.7;21.2
0.327;6.809;49.8;21.2
0.335;6.783;51.0;21.2
0.342;6.718;52.1;21.2
0.350;6.675;53.3;21.2
0.357;6.652;54.4;21.2
0.365;6.663;55.6;21.2
0.373;6.669;56.7;21.2
0.380;6.653;57.8;21.2
0.388;6.636;59.0;21.2
0.395;6.638;60.1;21.2
0.403;6.549;61.3;21.2
0.411;6.540;62.4;21.2
0.418;6.500;63.5;21.2
0.426;6.510;64.7;21.2
0.434;6.505;65.8;21.2
0.441;6.499;67.0;21.2
0.449;6.437;68.1;21.2
0.456;6.400;69.3;21.2
0.464;6.357;70.4;21.2
0.472;6.379;71.5;21.2
0.479;6.386;72.7;21.2
0.487;6.395;73.8;21.2
0.495;6.360;75.0;21.2
0.502;6.324;76.1;21.2
0.510;6.281;77.2;21.2
0.517;6.283;78.4;21.2
0.525;6.280;79.5;21.2
0.533;6.286;80.7;21.2
0.540;6.266;81.8;21.2
0.548;6.262;83.0;21.2
0.555;6.218;84.1;21.2
0.563;6.184;85.2;21.2
0.571;6.149;86.4;21.2
0.578;6.161;87.5;21.2
0.586;6.164;88.7;21.2
0.594;6.171;89.8;21.2
0.601;6.137;90.9;21.2
0.609;6.110;92.1;21.2
0.616;6.105;93.2;21.2
0.624;6.114;94.4;21.2
0.632;6.100;95.5;21.2
0.639;6.088;96.7;21.2
0.647;6.062;97.8;21.2
0.654;6.039;98.9;21.2
0.662;5.993;100.1;21.2
0.670;6.006;101.2;21.2
0.677;6.020;102.4;21.2
0.685;6.008;103.5;21.2
0.693;5.974;104.6;21.2
0.700;5.936;105.8;21.2
0.708;5.932;106.9;21.2
0.715;5.920;108.1;21.2
0.723;5.908;109.2;21.2
0.731;5.887;110.3;21.2
0.738;5.741;111.5;21.2
0.746;5.741;112.6;21.2
0.753;5.741;113.8;21.2
0.761;5.731;114.9;21.2
0.769;5.741;116.1;21.2
0.776;5.734;117.2;21.2
0.784;5.730;118.3;21.2
0.792;5.715;119.5;21.2
0.799;5.726;120.6;21.2
0.807;5.706;121.8;21.2
0.814;5.689;122.9;21.2
0.822;5.660;124.0;21.2
0.830;5.648;125.2;21.2
0.837;5.622;126.3;21.2
0.845;5.605;127.5;21.2
0.852;5.558;128.6;21.2
0.860;5.566;129.8;21.2
0.868;5.559;130.9;21.2
0.875;5.543;132.0;21.2
0.883;5.518;133.2;21.2
0.891;5.465;134.3;21.2
0.898;5.463;135.5;21.2
0.906;5.443;136.6;21.2
0.913;5.421;137.7;21.2
0.921;5.398;138.9;21.2
0.929;5.393;140.0;21.2
0.936;5.298;141.2;21.2
0.944;5.263;142.3;21.2
0.951;5.274;143.4;21.2
0.959;5.236;144.6;21.2
0.967;5.224;145.7;21.2
0.974;5.199;146.9;21.2
0.982;5.162;148.0;21.2
0.990;5.142;149.2;21.2
0.997;5.106;150.3;21.2
1.005;5.049;151.4;21.2
1.012;5.011;152.6;21.2
1.017;4.950;153.3;21.2
1.019;4.939;153.7;21.2
1.029;4.852;175.4;21.4
1.039;4.791;187.0;21.4
1.049;4.703;198.6;21.4
1.059;4.643;210.2;21.4
1.069;4.556;221.8;21.5
1.079;4.484;233.4;21.4
1.089;4.392;245.0;21.5
1.099;4.303;256.6;21.4
1.109;4.195;268.2;21.5
1.119;4.143;279.8;21.5
1.129;4.055;291.4;21.4
1.139;3.978;303.0;21.5
1.149;3.923;314.5;21.5
1.159;3.878;326.1;21.5
1.169;3.806;337.7;21.5
1.179;3.751;349.3;21.5
1.189;3.709;360.9;21.5
1.199;3.692;372.5;21.5
1.209;3.644;384.1;21.5
1.219;3.604;395.7;21.5
1.229;3.578;407.3;21.5
1.239;3.569;418.9;21.5
1.249;3.538;430.5;21.5
1.259;3.520;442.1;21.5
1.269;3.489;453.7;21.6
1.269;3.495;460.0;21.6
1.279;3.466;471.6;21.5
1.279;3.439;481.7;21.5
