ml;pH;sec;°C
0.000;8.037;0.0;22.4
0.000;8.032;0.4;22.4
0.000;8.037;0.8;22.4
0.007;8.067;1.9;22.4
0.015;8.099;3.0;22.4
0.022;8.153;4.2;22.4
0.030;8.162;5.3;22.4
0.037;8.124;6.5;22.4
0.045;8.046;7.6;22.4
0.053;7.989;8.7;22.4
0.060;7.947;9.9;22.4
0.068;7.926;11.0;22.4
0.075;7.917;12.2;22.4
0.083;7.924;13.3;22.4
0.091;7.944;14.4;22.4
0.098;7.944;15.6;22.4
0.106;7.907;16.7;22.4
0.114;7.850;17.9;22.4
0.121;7.768;19.0;22.4
0.129;7.704;20.1;22.4
0.136;7.653;21.3;22.4
0.144;7.625;22.4;22.4
0.152;7.617;23.6;22.4
0.159;7.599;24.7;22.4
0.167;7.587;25.9;22.4
0.174;7.568;27.0;22.4
0.182;7.509;28.1;22.4
0.190;7.417;29.3;22.4
0.197;7.348;30.4;22.4
0.205;7.277;31.6;22.4
0.212;7.221;32.7;22.4
0.220;7.222;33.8;22.4
0.228;7.238;35.0;22.4
0.235;7.238;36.1;22.4
0.243;7.227;37.3;22.4
0.250;7.160;38.4;22.4
0.258;7.097;39.5;22.4
0.266;7.034;40.7;22.4
0.273;6.991;41.8;22.4
0.281;7.011;43.0;22.4
0.289;7.051;44.1;22.4
0.296;7.042;45.2;22.4
0.304;7.028;46.4;22.4
0.311;6.936;47.5;22.4
0.319;6.893;48.7;22.4
0.327;6.871;49.8;22.4
0.334;6.888;51.0;22.4
0.342;6.927;52.1;22.4
0.349;6.907;53.2;22.4
0.357;6.822;54.4;22.4
0.365;6.776;55.5;22.4
0.372;6.765;56.7;22.4
0.380;6.803;57.8;22.4
0.388;6.828;58.9;22.4
0.395;6.831;60.1;22.4
0.403;6.785;61.2;22.4
0.410;6.739;62.4;22.4
0.418;6.673;63.5;22.4
0.426;6.654;64.6;22.4
0.433;6.669;65.8;22.4
0.441;6.774;66.9;22.4
0.448;6.714;68.1;22.4
0.456;6.713;69.2;22.4
0.464;6.689;70.3;22.4
0.471;6.637;71.5;22.4
0.479;6.575;72.6;22.4
0.486;6.557;73.8;22.4
0.494;6.555;74.9;22.4
0.502;6.557;76.0;22.4
0.509;6.600;77.2;22.4
0.517;6.604;78.3;22.4
0.525;6.581;79.5;22.4
0.532;6.510;80.6;22.4
0.540;6.464;81.8;22.4
0.547;6.444;82.9;22.4
0.555;6.465;84.0;22.4
0.563;6.471;85.2;22.4
0.570;6.498;86.3;22.4
0.578;6.494;87.5;22.4
0.585;6.455;88.6;22.4
0.593;6.429;89.7;22.4
0.601;6.389;90.9;22.4
0.608;6.339;92.0;22.4
0.616;6.330;93.2;22.4
0.623;6.322;94.3;22.4
0.631;6.352;95.4;22.4
0.639;6.363;96.6;22.4
0.646;6.375;97.7;22.4
0.654;6.358;98.9;22.4
0.662;6.325;100.0;22.4
0.669;6.287;101.1;22.4
0.677;6.254;102.3;22.4
0.684;6.231;103.4;22.4
0.692;6.218;104.6;22.4
0.700;6.244;105.7;22.4
0.707;6.262;106.8;22.4
0.715;6.281;108.0;22.4
0.722;6.308;109.1;22.4
0.730;6.239;110.3;22.4
0.738;6.205;111.4;22.4
0.745;6.110;112.6;22.4
0.753;6.097;113.7;22.4
0.760;6.125;114.8;22.4
0.768;6.130;116.0;22.4
0.776;6.159;117.1;22.4
0.783;6.177;118.3;22.4
0.791;6.144;119.4;22.4
0.798;6.111;120.5;22.4
0.806;6.077;121.7;22.4
0.814;6.037;122.8;22.4
0.821;5.985;124.0;22.4
