ml;pH;sec;°C
0.000;8.118;0.0;21.5
0.000;8.107;0.4;21.5
0.000;8.106;0.8;21.5
0.007;8.107;1.9;21.5
0.015;8.111;3.0;21.5
0.022;8.120;4.2;21.5
0.030;8.098;5.3;21.5
0.037;8.280;6.5;21.5
0.045;8.148;7.6;21.5
0.053;8.162;8.7;21.5
0.060;8.118;9.9;21.5
0.068;8.031;11.0;21.5
0.076;8.011;12.2;21.5
0.083;7.957;13.3;21.5
0.091;7.926;14.5;21.5
0.098;7.938;15.6;21.5
0.106;7.987;16.7;21.5
0.114;7.971;17.9;21.5
0.121;7.927;19.0;21.5
0.129;7.883;20.2;21.5
0.136;7.825;21.3;21.5
0.144;7.700;22.4;21.5
0.152;7.652;23.6;21.5
0.159;7.628;24.7;21.5
0.167;7.634;25.9;21.5
0.175;7.646;27.0;21.5
0.182;7.608;28.1;21.5
0.190;7.552;29.3;21.5
0.197;7.440;30.4;21.5
0.205;7.349;31.6;21.5
0.213;7.280;32.7;21.5
0.220;7.255;33.9;21.5
0.228;7.252;35.0;21.5
0.235;7.270;36.1;21.5
0.243;7.254;37.3;21.5
0.251;7.230;38.4;21.5
0.258;7.194;39.6;21.5
0.266;7.118;40.7;21.5
0.274;7.060;41.8;21.5
0.281;7.014;43.0;21.5
0.289;6.981;44.1;21.5
0.296;6.964;45.3;21.5
0.304;7.020;46.4;21.5
0.312;7.036;47.5;21.5
0.319;7.028;48.7;21.5
0.327;6.993;49.8;21.5
0.334;6.934;51.0;21.5
0.342;6.875;52.1;21.5
0.350;6.825;53.3;21.5
0.357;6.818;54.4;21.5
0.365;6.834;55.5;21.5
0.373;6.883;56.7;21.5
0.380;6.871;57.8;21.5
0.388;6.801;59.0;21.5
0.395;6.775;60.1;21.5
0.403;6.717;61.2;21.5
0.411;6.699;62.4;21.5
0.418;6.722;63.5;21.5
0.426;6.738;64.7;21.5
0.433;6.739;65.8;21.5
0.441;6.721;67.0;21.5
0.449;6.709;68.1;21.5
0.456;6.618;69.2;21.5
0.464;6.551;70.4;21.5
0.472;6.552;71.5;21.5
0.479;6.574;72.7;21.5
0.487;6.605;73.8;21.5
0.494;6.612;74.9;21.5
0.502;6.579;76.1;21.5
0.510;6.546;77.2;21.5
0.517;6.527;78.4;21.5
0.525;6.466;79.5;21.5
0.532;6.430;80.7;21.5
0.540;6.424;81.8;21.5
0.548;6.457;82.9;21.5
0.555;6.482;84.1;21.5
0.563;6.504;85.2;21.5
0.571;6.504;86.4;21.5
0.578;6.418;87.5;21.5
0.586;6.385;88.6;21.5
0.593;6.349;89.8;21.5
0.601;6.340;90.9;21.5
0.609;6.333;92.1;21.5
0.616;6.315;93.2;21.5
0.624;6.354;94.3;21.5
0.631;6.358;95.5;21.5
0.639;6.357;96.6;21.5
0.647;6.322;97.8;21.5
0.654;6.278;98.9;21.5
0.662;6.258;100.1;21.5
0.669;6.221;101.2;21.5
0.677;6.218;102.3;21.5
0.685;6.209;103.5;21.5
0.692;6.194;104.6;21.5
0.700;6.161;105.8;21.5
0.708;6.209;106.9;21.5
0.715;6.208;108.0;21.5
0.723;6.159;109.2;21.5
0.730;6.144;110.3;21.5
0.738;6.115;111.5;21.5
0.746;6.111;112.6;21.5
0.753;6.143;113.8;21.5
0.761;6.163;114.9;21.5
0.768;6.168;116.0;21.5
0.776;6.162;117.2;21.5
0.784;6.177;118.3;21.5
0.791;6.139;119.5;21.5
0.799;6.117;120.6;21.5
0.807;6.080;121.7;21.5
0.814;6.053;122.9;21.5
0.822;5.998;124.0;21.5
0.829;6.003;125.2;21.5
0.837;6.035;126.3;21.5
0.845;6.046;127.4;21.5
0.852;6.045;128.6;21.5
0.860;6.045;129.7;21.5
0.867;6.026;130.9;21.5
0.875;5.975;132.0;21.5
0.883;5.954;133.1;21.5
0.890;5.941;134.3;21.5
0.898;5.894;135.4;21.5
0.906;5.921;136.6;21.5
0.913;5.917;137.7;21.5
0.921;5.904;138.9;21.5
0.928;5.934;140.0;21.5
0.936;5.946;141.1;21.5
0.944;5.956;142.3;21.5
0.951;5.930;143.4;21.5
0.959;5.880;144.6;21.5
0.966;5.876;145.7;21.5
0.974;5.832;146.8;21.5
0.982;5.798;148.0;21.5
0.989;5.790;149.1;21.5
0.997;5.801;150.3;21.5
1.004;5.806;151.4;21.5
1.012;5.798;152.5;21.5
1.020;5.816;153.7;21.5
1.027;5.746;154.8;21.5
1.035;5.709;156.0;21.5
1.043;5.707;157.1;21.5
1.050;5.706;158.3;21.5
1.058;5.748;159.4;21.5
1.065;5.755;160.5;21.5
1.073;5.719;161.7;21.5
1.081;5.694;162.8;21.5
1.088;5.642;164.0;21.5
1.096;5.625;165.1;21.5
1.104;5.588;166.2;21.5
1.111;5.595;167.4;21.5
1.119;5.639;168.5;21.5
1.126;5.633;169.7;21.5
1.134;5.578;170.8;21.5
1.142;5.528;172.0;21.5
1.149;5.514;173.1;21.5
1.157;5.499;174.2;21.5
1.164;5.501;175.4;21.5
1.172;5.489;176.5;21.5
1.180;5.534;177.7;21.5
1.187;5.542;178.8;21.5
1.195;5.517;179.9;21.5
1.203;5.482;181.1;21.5
1.210;5.434;182.2;21.5
1.218;5.392;183.4;21.5
1.225;5.312;184.5;21.5
1.233;5.316;185.6;21.5
1.241;5.317;186.8;21.5
1.248;5.316;187.9;21.5
1.256;5.362;189.1;21.5
1.263;5.297;190.2;21.5
1.271;5.239;191.4;21.5
1.279;5.211;192.5;21.5
1.286;5.195;193.6;21.5
1.294;5.192;194.8;21.5
1.302;5.198;195.9;21.5
1.309;5.195;197.1;21.5
1.317;5.194;198.2;21.5
1.324;5.139;199.3;21.5
1.332;5.057;200.5;21.5
1.340;5.046;201.6;21.5
1.347;5.031;202.8;21.5
1.355;4.967;203.9;21.5
1.357;4.957;204.3;21.5
1.359;4.970;204.7;21.5
1.361;4.893;205.1;21.5
1.361;4.952;215.1;21.7
1.361;4.952;215.1;21.7
1.361;4.943;215.5;21.7
1.371;4.837;237.2;21.7
1.381;4.860;248.8;21.7
1.391;4.781;260.4;21.6
1.401;4.697;272.0;21.7
1.411;4.679;283.6;21.7
1.421;4.560;295.2;21.7
1.431;4.537;306.7;21.6
1.441;4.408;318.3;21.7
1.451;4.376;329.9;21.6
1.461;4.245;341.5;21.7
1.471;4.208;353.1;21.6
1.481;4.111;364.7;21.7
1.491;4.007;376.3;21.7
1.501;4.039;387.9;21.6
1.511;3.919;399.5;21.7
1.521;3.945;411.1;21.6
1.531;3.827;422.7;21.6
1.541;3.734;434.3;21.7
1.551;3.699;446.0;21.6
1.561;3.773;457.6;21.6
1.571;3.731;469.2;21.6
1.581;3.582;480.8;21.6
1.591;3.596;492.4;21.6
1.601;3.522;504.0;21.6
1.611;3.587;515.6;21.6
1.621;3.566;527.1;21.6
1.631;3.472;538.7;21.6
1.631;3.513;538.9;21.6
1.641;3.401;550.5;21.6
1.641;3.541;550.7;21.6
1.651;3.386;562.3;21.6
1.651;3.499;562.5;21.6
1.661;3.410;574.1;21.6
1.661;3.496;577.0;21.6
1.671;3.365;588.5;21.6
1.671;3.475;598.6;21.6
