ml;pH;sec;°C
0.000;8.308;0.0;20.2
0.000;8.307;0.4;20.2
0.000;8.298;0.8;20.2
0.007;8.234;1.9;20.2
0.015;8.151;3.0;20.2
0.022;8.124;4.2;20.2
0.030;8.127;5.3;20.2
0.038;8.144;6.5;20.2
0.045;8.182;7.6;20.2
0.053;8.227;8.7;20.2
0.060;8.196;9.9;20.2
0.068;8.118;11.0;20.2
0.076;7.981;12.2;20.2
0.083;7.944;13.3;20.2
0.091;7.976;14.5;20.2
0.098;8.039;15.6;20.2
0.106;8.014;16.7;20.2
0.114;7.948;17.9;20.2
0.121;7.869;19.0;20.2
0.129;7.771;20.2;20.2
0.136;7.696;21.3;20.2
0.144;7.702;22.4;20.2
0.152;7.681;23.6;20.2
0.159;7.680;24.7;20.2
0.167;7.604;25.9;20.2
0.175;7.461;27.0;20.2
0.182;7.384;28.2;20.2
0.190;7.368;29.3;20.2
0.197;7.404;30.4;20.2
0.205;7.332;31.6;20.2
0.213;7.196;32.7;20.2
0.220;7.132;33.9;20.2
0.228;7.111;35.0;20.2
0.236;7.165;36.1;20.2
0.243;7.186;37.3;20.2
0.251;7.138;38.4;20.2
0.258;7.049;39.6;20.2
0.266;6.931;40.7;20.2
0.274;6.987;41.9;20.2
0.281;7.043;43.0;20.2
0.289;7.021;44.1;20.2
0.296;6.888;45.3;20.2
0.304;6.824;46.4;20.2
0.312;6.818;47.6;20.2
0.319;6.817;48.7;20.2
0.327;6.877;49.8;20.2
0.335;6.861;51.0;20.2
0.342;6.793;52.1;20.2
0.350;6.704;53.3;20.2
0.357;6.671;54.4;20.2
0.365;6.732;55.6;20.2
0.373;6.759;56.7;20.2
0.380;6.774;57.8;20.2
0.388;6.738;59.0;20.2
0.395;6.643;60.1;20.2
0.403;6.568;61.3;20.2
0.411;6.509;62.4;20.2
0.418;6.533;63.5;20.2
0.426;6.573;64.7;20.2
0.434;6.600;65.8;20.2
0.441;6.574;67.0;20.2
0.449;6.492;68.1;20.2
0.456;6.442;69.2;20.2
0.464;6.402;70.4;20.2
0.472;6.388;71.5;20.2
0.479;6.430;72.7;20.2
0.487;6.467;73.8;20.2
0.494;6.479;75.0;20.2
0.502;6.408;76.1;20.2
0.510;6.354;77.2;20.2
0.517;6.290;78.4;20.2
0.525;6.289;79.5;20.2
0.533;6.289;80.7;20.2
0.540;6.316;81.8;20.2
0.548;6.344;82.9;20.2
0.555;6.336;84.1;20.2
0.563;6.328;85.2;20.2
0.571;6.272;86.4;20.2
0.578;6.181;87.5;20.2
0.586;6.171;88.6;20.2
0.593;6.175;89.8;20.2
0.601;6.188;90.9;20.2
0.609;6.212;92.1;20.2
0.616;6.210;93.2;20.2
0.624;6.171;94.3;20.2
0.631;6.142;95.5;20.2
0.639;6.083;96.6;20.2
0.647;6.025;97.8;20.2
0.654;5.999;98.9;20.2
0.662;6.027;100.1;20.2
0.670;6.095;101.2;20.2
0.677;6.096;102.3;20.2
0.685;6.049;103.5;20.2
0.692;5.997;104.6;20.2
0.700;5.939;105.8;20.2
0.708;5.910;106.9;20.2
0.715;5.924;108.0;20.2
0.723;5.990;109.2;20.2
0.730;5.982;110.3;20.2
0.738;5.940;111.5;20.2
0.746;5.911;112.6;20.2
0.753;5.842;113.7;20.2
0.761;5.815;114.9;20.2
0.769;5.842;116.0;20.2
0.776;5.861;117.2;20.2
0.784;5.870;118.3;20.2
0.791;5.813;119.5;20.2
0.799;5.756;120.6;20.2
0.807;5.691;121.7;20.2
0.814;5.675;122.9;20.2
0.822;5.715;124.0;20.2
0.829;5.748;125.2;20.2
0.837;5.710;126.3;20.2
0.845;5.660;127.4;20.2
0.852;5.595;128.6;20.2
0.860;5.562;129.7;20.2
0.868;5.507;130.9;20.2
0.875;5.524;132.0;20.2
0.883;5.575;133.2;20.2
0.890;5.574;134.3;20.2
0.898;5.499;135.4;20.2
0.906;5.440;136.6;20.2
0.913;5.393;137.7;20.2
0.921;5.386;138.9;20.2
0.928;5.392;140.0;20.2
0.936;5.407;141.1;20.2
0.944;5.424;142.3;20.2
0.951;5.349;143.4;20.2
0.959;5.236;144.6;20.2
0.966;5.190;145.7;20.2
0.974;5.195;146.8;20.2
0.982;5.188;148.0;20.2
0.989;5.215;149.1;20.2
0.997;5.181;150.3;20.2
1.005;5.126;151.4;20.2
1.012;5.046;152.5;20.2
1.020;4.979;153.7;20.2
1.026;5.032;154.6;20.2
1.028;5.013;155.0;20.2
1.028;5.013;155.0;20.2
1.030;4.986;155.4;20.2
1.032;4.964;155.8;20.2
1.034;4.959;156.2;20.2
1.034;4.959;156.2;20.2
1.036;4.945;156.5;20.2
1.038;4.924;156.9;20.2
1.048;4.691;178.6;20.4
1.058;4.627;190.2;20.4
1.068;4.630;201.8;20.4
1.078;4.471;213.4;20.4
1.088;4.411;225.0;20.4
1.098;4.320;236.6;20.5
1.108;4.207;248.2;20.4
1.118;4.107;259.8;20.4
1.128;4.045;271.4;20.4
1.138;3.999;283.0;20.4
1.148;3.949;294.6;20.4
1.158;3.922;306.2;20.4
1.168;3.822;317.8;20.5
1.178;3.728;329.4;20.4
1.188;3.773;341.0;20.4
1.198;3.732;352.6;20.4
1.208;3.703;364.2;20.4
1.218;3.592;375.8;20.5
1.228;3.574;387.4;20.4
1.238;3.585;399.0;20.4
1.248;3.587;410.6;20.5
1.258;3.461;422.1;20.5
1.258;3.548;422.3;20.5
1.268;3.523;433.9;20.5
1.278;3.430;445.5;20.5
1.278;3.504;448.2;20.5
1.288;3.446;459.8;20.5
1.288;3.424;469.9;20.5
