ml;pH;sec;°C
0.000;8.342;0.0;20.7
0.000;8.312;0.4;20.7
0.000;8.301;0.8;20.7
0.007;8.263;1.9;20.7
0.015;8.158;3.0;20.7
0.022;8.109;4.2;20.7
0.030;8.133;5.3;20.7
0.038;8.164;6.5;20.7
0.045;8.204;7.6;20.7
0.053;8.182;8.7;20.7
0.060;8.072;9.9;20.7
0.068;8.002;11.0;20.7
0.076;7.976;12.2;20.7
0.083;8.006;13.3;20.7
0.091;8.045;14.5;20.7
0.098;8.040;15.6;20.7
0.106;7.944;16.7;20.7
0.114;7.832;17.9;20.7
0.121;7.782;19.0;20.7
0.129;7.790;20.2;20.7
0.137;7.861;21.3;20.7
0.144;7.828;22.4;20.7
0.152;7.721;23.6;20.7
0.159;7.617;24.7;20.7
0.167;7.576;25.9;20.7
0.175;7.641;27.0;20.7
0.182;7.616;28.2;20.7
0.190;7.457;29.3;20.7
0.197;7.349;30.4;20.7
0.205;7.374;31.6;20.7
0.213;7.272;32.7;20.7
0.220;7.286;33.9;20.7
0.228;7.352;35.0;20.7
0.236;7.279;36.1;20.7
0.243;7.171;37.3;20.7
0.251;7.099;38.4;20.7
0.258;7.084;39.6;20.7
0.266;7.132;40.7;20.7
0.274;7.168;41.8;20.7
0.281;7.134;43.0;20.7
0.289;7.087;44.1;20.7
0.296;6.993;45.3;20.7
0.304;6.950;46.4;20.7
0.312;7.027;47.6;20.7
0.319;7.050;48.7;20.7
0.327;7.009;49.8;20.7
0.335;6.920;51.0;20.7
0.342;6.867;52.1;20.7
0.350;6.816;53.3;20.7
0.357;6.836;54.4;20.7
0.365;6.895;55.5;20.7
0.373;6.914;56.7;20.7
0.380;6.880;57.8;20.7
0.388;6.820;59.0;20.7
0.395;6.739;60.1;20.7
0.403;6.711;61.3;20.7
0.411;6.710;62.4;20.7
0.418;6.761;63.5;20.7
0.426;6.780;64.7;20.7
0.434;6.783;65.8;20.7
0.441;6.718;67.0;20.7
0.449;6.625;68.1;20.7
0.456;6.601;69.2;20.7
0.464;6.631;70.4;20.7
0.472;6.697;71.5;20.7
0.479;6.682;72.7;20.7
0.487;6.607;73.8;20.7
0.494;6.539;74.9;20.7
0.502;6.522;76.1;20.7
0.510;6.586;77.2;20.7
0.517;6.636;78.4;20.7
0.525;6.616;79.5;20.7
0.533;6.543;80.7;20.7
0.540;6.493;81.8;20.7
0.548;6.458;82.9;20.7
0.555;6.443;84.1;20.7
0.563;6.447;85.2;20.7
0.571;6.484;86.4;20.7
0.578;6.523;87.5;20.7
0.586;6.511;88.6;20.7
0.593;6.488;89.8;20.7
0.601;6.414;90.9;20.7
0.609;6.372;92.1;20.7
0.616;6.350;93.2;20.7
0.624;6.406;94.3;20.7
0.631;6.439;95.5;20.7
