ml;pH;sec;°C
0.000;8.171;0.0;21.3
0.000;8.135;0.4;21.3
0.000;8.190;0.8;21.3
0.007;8.031;1.9;21.3
0.015;7.995;3.0;21.3
0.022;8.004;4.2;21.3
0.030;8.074;5.3;21.3
0.037;8.133;6.5;21.3
0.045;8.153;7.6;21.3
0.053;8.130;8.7;21.3
0.060;8.054;9.9;21.3
0.068;7.973;11.0;21.3
0.075;7.888;12.2;21.3
0.083;7.880;13.3;21.3
0.091;8.039;14.4;21.3
0.098;7.995;15.6;21.3
0.106;7.914;16.7;21.3
0.114;7.906;17.9;21.3
0.121;7.790;19.0;21.3
0.129;7.707;20.2;21.3
0.136;7.691;21.3;21.3
0.144;7.748;22.4;21.3
0.152;7.791;23.6;21.3
0.159;7.776;24.7;21.3
0.167;7.672;25.9;21.3
0.174;7.574;27.0;21.3
0.182;7.489;28.1;21.3
0.190;7.420;29.3;21.3
0.197;7.390;30.4;21.3
0.205;7.395;31.6;21.3
0.212;7.422;32.7;21.3
0.220;7.440;33.8;21.3
0.228;7.380;35.0;21.3
0.235;7.216;36.1;21.3
0.243;7.134;37.3;21.3
0.251;7.111;38.4;21.3
0.258;7.126;39.5;21.3
0.266;7.159;40.7;21.3
0.273;7.203;41.8;21.3
0.281;7.174;43.0;21.3
0.289;7.060;44.1;21.3
0.296;6.981;45.2;21.3
0.304;6.916;46.4;21.3
0.311;6.922;47.5;21.3
0.319;7.002;48.7;21.3
0.327;7.066;49.8;21.3
0.334;7.007;51.0;21.3
0.342;6.929;52.1;21.3
0.349;6.855;53.2;21.3
0.357;6.779;54.4;21.3
0.365;6.780;55.5;21.3
0.372;6.821;56.7;21.3
0.380;6.891;57.8;21.3
0.387;6.908;58.9;21.3
0.395;6.872;60.1;21.3
0.403;6.786;61.2;21.3
0.410;6.710;62.4;21.3
0.418;6.673;63.5;21.3
0.426;6.642;64.6;21.3
0.433;6.692;65.8;21.3
0.441;6.773;66.9;21.3
0.448;6.776;68.1;21.3
0.456;6.743;69.2;21.3
0.464;6.674;70.3;21.3
0.471;6.559;71.5;21.3
0.479;6.551;72.6;21.3
0.486;6.610;73.8;21.3
0.494;6.646;74.9;21.3
0.502;6.654;76.0;21.3
0.509;6.658;77.2;21.3
0.517;6.544;78.3;21.3
0.524;6.452;79.5;21.3
0.532;6.390;80.6;21.3
0.540;6.491;81.8;21.3
0.547;6.559;82.9;21.3
0.555;6.584;84.0;21.3
0.563;6.609;85.2;21.3
0.570;6.452;86.3;21.3
0.578;6.427;87.5;21.3
0.585;6.386;88.6;21.3
0.593;6.342;89.7;21.3
0.601;6.354;90.9;21.3
0.608;6.407;92.0;21.3
0.616;6.469;93.2;21.3
0.623;6.481;94.3;21.3
