ml;pH;sec;°C
0.000;8.166;0.0;21.5
0.000;8.187;0.4;21.5
0.000;8.213;0.8;21.5
0.007;8.176;1.9;21.5
0.015;8.088;3.0;21.5
0.022;8.065;4.2;21.5
0.030;8.044;5.3;21.5
0.038;8.041;6.5;21.5
0.045;8.129;7.6;21.5
0.053;8.120;8.8;21.5
0.060;8.069;9.9;21.5
0.068;8.014;11.0;21.5
0.076;7.960;12.2;21.5
0.083;7.906;13.3;21.5
0.091;7.870;14.5;21.5
0.098;7.853;15.6;21.5
0.106;7.882;16.7;21.5
0.114;7.891;17.9;21.5
0.121;7.870;19.0;21.5
0.129;7.845;20.2;21.5
0.137;7.750;21.3;21.5
0.144;7.667;22.4;21.5
0.152;7.603;23.6;21.5
0.159;7.548;24.7;21.5
0.167;7.562;25.9;21.5
0.175;7.553;27.0;21.5
0.182;7.534;28.2;21.5
0.190;7.509;29.3;21.5
0.197;7.442;30.4;21.5
0.205;7.332;31.6;21.5
0.213;7.249;32.7;21.5
0.220;7.190;33.9;21.5
0.228;7.078;35.0;21.5
0.235;7.064;36.1;21.5
0.243;7.042;37.3;21.5
0.251;7.069;38.4;21.5
0.258;7.067;39.6;21.5
0.266;7.083;40.7;21.5
0.274;7.055;41.8;21.5
0.281;6.952;43.0;21.5
0.289;6.934;44.1;21.5
0.296;6.894;45.3;21.5
0.304;6.825;46.4;21.5
0.312;6.831;47.5;21.5
0.319;6.832;48.7;21.5
0.327;6.809;49.8;21.5
0.334;6.862;51.0;21.5
0.342;6.852;52.1;21.5
0.350;6.768;53.3;21.5
0.357;6.739;54.4;21.5
0.365;6.683;55.5;21.5
0.373;6.660;56.7;21.5
0.380;6.648;57.8;21.5
0.388;6.688;59.0;21.5
0.395;6.735;60.1;21.5
0.403;6.729;61.2;21.5
0.411;6.695;62.4;21.5
0.418;6.665;63.5;21.5
0.426;6.628;64.7;21.5
0.433;6.528;65.8;21.5
0.441;6.513;66.9;21.5
0.449;6.515;68.1;21.5
0.456;6.522;69.2;21.5
0.464;6.569;70.4;21.5
0.471;6.580;71.5;21.5
0.479;6.563;72.7;21.5
0.487;6.514;73.8;21.5
0.494;6.463;74.9;21.5
0.502;6.427;76.1;21.5
0.510;6.444;77.2;21.5
0.517;6.479;78.4;21.5
0.525;6.473;79.5;21.5
0.532;6.487;80.6;21.5
0.540;6.484;81.8;21.5
0.548;6.435;82.9;21.5
0.555;6.354;84.1;21.5
0.563;6.328;85.2;21.5
0.570;6.280;86.3;21.5
0.578;6.316;87.5;21.5
0.586;6.346;88.6;21.5
0.593;6.355;89.8;21.5
0.601;6.353;90.9;21.5
0.609;6.273;92.0;21.5
0.616;6.236;93.2;21.5
0.624;6.207;94.3;21.5
0.631;6.190;95.5;21.5
