ml;pH;sec;°C
0.000;8.022;0.0;20.8
0.000;7.984;0.4;20.8
0.000;7.981;0.8;20.8
0.007;7.982;1.9;20.8
0.015;8.007;3.0;20.8
0.022;8.024;4.2;20.8
0.030;8.067;5.3;20.8
0.038;8.098;6.5;20.8
0.045;8.040;7.6;20.8
0.053;7.952;8.7;20.8
0.060;7.916;9.9;20.8
0.068;7.914;11.0;20.8
0.076;7.862;12.2;20.8
0.083;7.918;13.3;20.8
0.091;7.944;14.4;20.8
0.098;7.859;15.6;20.8
0.106;7.800;16.7;20.8
0.114;7.703;17.9;20.8
0.121;7.799;19.0;20.8
0.129;7.652;20.2;20.8
0.137;7.732;21.3;20.8
0.144;7.706;22.4;20.8
0.152;7.583;23.6;20.8
0.159;7.614;24.7;20.8
0.167;7.412;25.9;20.8
0.175;7.421;27.0;20.8
0.182;7.427;28.1;20.8
0.190;7.440;29.3;20.8
0.197;7.402;30.4;20.8
0.205;7.349;31.6;20.8
0.213;7.220;32.7;20.8
0.220;7.163;33.8;20.8
0.228;7.128;35.0;20.8
0.235;7.158;36.1;20.8
0.243;7.198;37.3;20.8
0.251;7.177;38.4;20.8
0.258;7.123;39.6;20.8
0.266;7.055;40.7;20.8
0.274;6.989;41.8;20.8
0.281;6.946;43.0;20.8
0.289;6.930;44.1;20.8
0.296;6.955;45.3;20.8
0.304;6.998;46.4;20.8
0.312;7.001;47.5;20.8
0.319;6.963;48.7;20.8
0.327;6.857;49.8;20.8
0.334;6.825;51.0;20.8
0.342;6.801;52.1;20.8
0.350;6.817;53.2;20.8
0.357;6.862;54.4;20.8
0.365;6.878;55.5;20.8
0.373;6.820;56.7;20.8
0.380;6.756;57.8;20.8
0.388;6.698;59.0;20.8
0.395;6.724;60.1;20.8
0.403;6.763;61.2;20.8
0.411;6.782;62.4;20.8
0.418;6.722;63.5;20.8
0.426;6.686;64.7;20.8
0.433;6.626;65.8;20.8
0.441;6.610;66.9;20.8
0.449;6.665;68.1;20.8
0.456;6.658;69.2;20.8
0.464;6.628;70.4;20.8
0.472;6.565;71.5;20.8
0.479;6.529;72.7;20.8
0.487;6.565;73.8;20.8
0.494;6.602;74.9;20.8
0.502;6.614;76.1;20.8
0.510;6.578;77.2;20.8
0.517;6.523;78.4;20.8
0.525;6.464;79.5;20.8
0.532;6.443;80.6;20.8
0.540;6.474;81.8;20.8
0.548;6.522;82.9;20.8
0.555;6.525;84.1;20.8
0.563;6.496;85.2;20.8
0.571;6.432;86.3;20.8
0.578;6.382;87.5;20.8
0.586;6.367;88.6;20.8
0.593;6.391;89.8;20.8
0.601;6.424;90.9;20.8
0.609;6.426;92.1;20.8
0.616;6.457;93.2;20.8
0.624;6.408;94.3;20.8
0.631;6.357;95.5;20.8
0.639;6.323;96.6;20.8
0.647;6.270;97.8;20.8
0.654;6.251;98.9;20.8
0.662;6.252;100.0;20.8
0.669;6.310;101.2;20.8
0.677;6.315;102.3;20.8
0.685;6.315;103.5;20.8
0.692;6.270;104.6;20.8
0.700;6.237;105.7;20.8
0.708;6.184;106.9;20.8
0.715;6.170;108.0;20.8
0.723;6.181;109.2;20.8
0.730;6.207;110.3;20.8
0.738;6.243;111.5;20.8
0.746;6.237;112.6;20.8
0.753;6.179;113.7;20.8
0.761;6.108;114.9;20.8
0.768;6.087;116.0;20.8
0.776;6.086;117.2;20.8
0.784;6.082;118.3;20.8
0.791;6.130;119.4;20.8
0.799;6.146;120.6;20.8
0.807;6.144;121.7;20.8
0.814;6.086;122.9;20.8
0.822;6.051;124.0;20.8
0.829;6.037;125.1;20.8
0.837;5.990;126.3;20.8
0.845;5.994;127.4;20.8
0.852;6.050;128.6;20.8
0.860;6.063;129.7;20.8
0.867;6.059;130.9;20.8
0.875;5.995;132.0;20.8
0.883;5.944;133.1;20.8
0.890;5.920;134.3;20.8
0.898;5.911;135.4;20.8
0.906;5.922;136.6;20.8
0.913;5.978;137.7;20.8
0.921;5.977;138.8;20.8
0.928;5.905;140.0;20.8
0.936;5.872;141.1;20.8
0.944;5.851;142.3;20.8
0.951;5.856;143.4;20.8
0.959;5.874;144.5;20.8
0.966;5.876;145.7;20.8
0.974;5.877;146.8;20.8
0.982;5.872;148.0;20.8
0.989;5.881;149.1;20.8
0.997;5.852;150.3;20.8
1.005;5.821;151.4;20.8
1.012;5.742;152.5;20.8
1.020;5.747;153.7;20.8
1.027;5.740;154.8;20.8
1.035;5.796;156.0;20.8
1.043;5.797;157.1;20.8
1.050;5.768;158.2;20.8
1.058;5.753;159.4;20.8
1.065;5.695;160.5;20.8
1.073;5.656;161.7;20.8
1.081;5.649;162.8;20.8
1.088;5.672;163.9;20.8
1.096;5.692;165.1;20.8
1.104;5.698;166.2;20.8
1.111;5.688;167.4;20.8
1.119;5.678;168.5;20.8
1.126;5.646;169.7;20.8
1.134;5.561;170.8;20.8
1.142;5.512;171.9;20.8
1.149;5.523;173.1;20.8
1.157;5.605;174.2;20.8
1.164;5.624;175.4;20.8
1.172;5.610;176.5;20.8
1.180;5.519;177.6;20.8
1.187;5.471;178.8;20.8
1.195;5.397;179.9;20.8
1.202;5.424;181.1;20.8
1.210;5.496;182.2;20.8
1.218;5.521;183.3;20.8
1.225;5.508;184.5;20.8
1.233;5.408;185.6;20.8
1.241;5.344;186.8;20.8
1.248;5.263;187.9;20.8
1.256;5.300;189.1;20.8
1.263;5.352;190.2;20.8
1.271;5.391;191.3;20.8
1.279;5.331;192.5;20.8
1.286;5.232;193.6;20.8
1.294;5.167;194.8;20.8
1.301;5.148;195.9;20.8
1.309;5.138;197.0;20.8
1.317;5.219;198.2;20.8
1.324;5.234;199.3;20.8
1.332;5.156;200.5;20.8
1.340;5.090;201.6;20.8
1.347;4.980;202.8;20.8
1.353;5.098;203.7;20.8
1.355;5.118;204.1;20.8
1.355;5.118;204.1;20.8
1.357;5.087;204.5;20.8
1.359;5.097;204.8;20.8
1.361;5.043;205.2;20.8
1.370;5.032;206.6;20.8
1.370;5.032;206.6;20.8
1.372;5.031;206.9;20.8
1.374;5.030;207.3;20.8
1.376;5.015;207.7;20.8
1.376;5.015;207.7;20.8
1.378;4.999;208.1;20.8
1.380;4.980;208.5;20.8
1.382;4.968;208.8;20.8
1.382;4.968;208.8;20.8
1.384;4.949;209.2;20.8
1.386;4.929;209.6;20.8
1.396;4.850;231.3;21.3
1.406;4.604;242.9;21.3
1.416;4.676;254.5;21.3
1.426;4.508;266.1;21.3
1.436;4.432;277.7;21.3
1.446;4.500;289.3;21.3
1.456;4.274;300.9;21.4
1.466;4.227;312.5;21.3
1.476;4.284;324.1;21.3
1.486;4.110;335.7;21.4
1.496;3.998;347.3;21.4
1.506;4.074;358.9;21.3
1.516;3.980;370.5;21.4
1.526;3.792;382.0;21.4
1.536;3.919;393.6;21.4
1.546;3.849;405.2;21.4
1.556;3.673;416.8;21.4
1.566;3.778;428.4;21.4
1.576;3.755;440.0;21.4
1.586;3.579;451.6;21.4
1.596;3.570;463.2;21.4
1.606;3.633;474.8;21.4
1.616;3.476;486.4;21.4
1.616;3.596;486.6;21.4
1.626;3.551;498.2;21.4
1.636;3.443;509.8;21.4
1.636;3.516;510.0;21.4
1.646;3.461;521.6;21.4
1.646;3.501;522.0;21.4
1.656;3.356;533.6;21.4
1.656;3.526;533.8;21.4
1.666;3.358;545.4;21.4
1.666;3.509;547.3;21.4
1.676;3.373;558.9;21.4
1.676;3.407;568.9;21.4
