ml;pH;sec;°C
0.000;8.076;0.0;20.7
0.000;8.036;0.4;20.7
0.000;8.039;0.8;20.7
0.007;8.086;1.9;20.7
0.015;8.193;3.0;20.7
0.022;8.184;4.2;20.7
0.030;8.169;5.3;20.7
0.038;8.107;6.5;20.7
0.045;8.037;7.6;20.7
0.053;7.950;8.7;20.7
0.060;7.948;9.9;20.7
0.068;7.963;11.0;20.7
0.076;7.979;12.2;20.7
0.083;8.016;13.3;20.7
0.091;7.967;14.5;20.7
0.098;7.819;15.6;20.7
0.106;7.748;16.7;20.7
0.114;7.714;17.9;20.7
0.121;7.711;19.0;20.7
0.129;7.739;20.2;20.7
0.137;7.760;21.3;20.7
0.144;7.709;22.4;20.7
0.152;7.628;23.6;20.7
0.159;7.533;24.7;20.7
0.167;7.431;25.9;20.7
0.175;7.360;27.0;20.7
0.182;7.336;28.1;20.7
0.190;7.383;29.3;20.7
0.197;7.387;30.4;20.7
0.205;7.336;31.6;20.7
0.213;7.287;32.7;20.7
0.220;7.163;33.9;20.7
0.228;7.083;35.0;20.7
0.235;7.065;36.1;20.7
0.243;7.090;37.3;20.7
0.251;7.149;38.4;20.7
0.258;7.123;39.6;20.7
0.266;7.067;40.7;20.7
0.274;6.990;41.8;20.7
0.281;6.937;43.0;20.7
0.289;6.916;44.1;20.7
0.296;6.964;45.3;20.7
0.304;7.019;46.4;20.7
0.312;6.993;47.5;20.7
0.319;6.914;48.7;20.7
0.327;6.867;49.8;20.7
0.334;6.816;51.0;20.7
0.342;6.805;52.1;20.7
0.350;6.852;53.3;20.7
0.357;6.882;54.4;20.7
0.365;6.881;55.5;20.7
0.373;6.865;56.7;20.7
0.380;6.772;57.8;20.7
0.388;6.720;59.0;20.7
0.395;6.674;60.1;20.7
0.403;6.701;61.2;20.7
0.411;6.715;62.4;20.7
0.418;6.756;63.5;20.7
0.426;6.758;64.7;20.7
0.433;6.685;65.8;20.7
0.441;6.639;66.9;20.7
0.449;6.591;68.1;20.7
