ml;pH;sec;°C
0.000;7.935;0.0;23.1
0.000;7.950;0.4;23.1
0.000;7.922;0.8;23.1
0.007;7.950;1.9;23.1
0.015;8.106;3.0;23.1
0.022;8.070;4.2;23.1
0.030;8.011;5.3;23.1
0.038;7.930;6.5;23.1
0.045;7.905;7.6;23.1
0.053;7.892;8.8;23.1
0.060;7.887;9.9;23.1
0.068;7.955;11.0;23.1
0.076;7.979;12.2;23.1
0.083;7.888;13.3;23.1
0.091;7.791;14.5;23.1
0.098;7.720;15.6;23.1
0.106;7.760;16.7;23.1
0.114;7.821;17.9;23.1
0.121;7.812;19.0;23.1
0.129;7.747;20.2;23.1
0.137;7.619;21.3;23.1
0.144;7.546;22.4;23.1
0.152;7.620;23.6;23.1
0.159;7.619;24.7;23.1
0.167;7.544;25.9;23.1
0.175;7.375;27.0;23.1
0.182;7.343;28.2;23.1
0.190;7.361;29.3;23.1
0.197;7.381;30.4;23.1
0.205;7.381;31.6;23.1
0.213;7.319;32.7;23.1
0.220;7.251;33.9;23.1
0.228;7.157;35.0;23.1
0.236;7.100;36.1;23.1
0.243;7.072;37.3;23.1
0.251;7.154;38.4;23.1
0.258;7.164;39.6;23.1
0.266;7.149;40.7;23.1
0.274;7.055;41.9;23.1
0.281;6.981;43.0;23.1
0.289;6.916;44.1;23.1
0.296;6.905;45.3;23.1
0.304;6.963;46.4;23.1
0.312;6.988;47.6;23.1
0.319;7.027;48.7;23.1
0.327;6.939;49.8;23.1
0.335;6.837;51.0;23.1
0.342;6.792;52.1;23.1
0.350;6.796;53.3;23.1
0.357;6.833;54.4;23.1
0.365;6.845;55.5;23.1
0.373;6.882;56.7;23.1
0.380;6.864;57.8;23.1
0.388;6.784;59.0;23.1
0.395;6.708;60.1;23.1
0.403;6.659;61.2;23.1
0.411;6.670;62.4;23.1
0.418;6.773;63.5;23.1
0.426;6.746;64.7;23.1
0.434;6.693;65.8;23.1
0.441;6.628;67.0;23.1
0.449;6.591;68.1;23.1
0.456;6.570;69.2;23.1
0.464;6.659;70.4;23.1
0.472;6.691;71.5;23.1
0.479;6.669;72.7;23.1
0.487;6.601;73.8;23.1
0.494;6.523;74.9;23.1
0.502;6.497;76.1;23.1
0.510;6.494;77.2;23.1
0.517;6.513;78.4;23.1
0.525;6.567;79.5;23.1
0.532;6.585;80.7;23.1
0.540;6.534;81.8;23.1
0.548;6.449;82.9;23.1
0.555;6.416;84.1;23.1
0.563;6.399;85.2;23.1
0.571;6.429;86.4;23.1
0.578;6.467;87.5;23.1
0.586;6.492;88.6;23.1
0.593;6.471;89.8;23.1
0.601;6.435;90.9;23.1
0.609;6.398;92.1;23.1
0.616;6.318;93.2;23.1
0.624;6.289;94.3;23.1
0.631;6.365;95.5;23.1
0.639;6.381;96.6;23.1
0.647;6.394;97.8;23.1
0.654;6.354;98.9;23.1
0.662;6.312;100.0;23.1
0.669;6.249;101.2;23.1
0.677;6.214;102.3;23.1
0.685;6.226;103.5;23.1
0.692;6.294;104.6;23.1
0.700;6.310;105.8;23.1
0.708;6.294;106.9;23.1
0.715;6.211;108.0;23.1
0.723;6.164;109.2;23.1
0.730;6.144;110.3;23.1
0.738;6.158;111.5;23.1
0.746;6.195;112.6;23.1
0.753;6.238;113.7;23.1
0.761;6.176;114.9;23.1
0.768;6.125;116.0;23.1
0.776;6.089;117.2;23.1
0.784;6.066;118.3;23.1
0.791;6.090;119.4;23.1
0.799;6.145;120.6;23.1
0.807;6.146;121.7;23.1
0.814;6.080;122.9;23.1
0.822;6.024;124.0;23.1
0.829;5.996;125.2;23.1
0.837;6.027;126.3;23.1
0.845;6.044;127.4;23.1
0.852;6.080;128.6;23.1
0.860;6.078;129.7;23.1
0.867;6.022;130.9;23.1
0.875;5.978;132.0;23.1
0.883;5.889;133.1;23.1
0.890;5.919;134.3;23.1
0.898;5.963;135.4;23.1
0.906;5.991;136.6;23.1
0.913;5.987;137.7;23.1
0.921;5.965;138.8;23.1
0.928;5.894;140.0;23.1
0.936;5.864;141.1;23.1
0.944;5.845;142.3;23.1
0.951;5.872;143.4;23.1
0.959;5.886;144.6;23.1
0.966;5.907;145.7;23.1
0.974;5.909;146.8;23.1
0.982;5.877;148.0;23.1
0.989;5.816;149.1;23.1
0.997;5.769;150.3;23.1
1.005;5.781;151.4;23.1
1.012;5.818;152.5;23.1
1.020;5.830;153.7;23.1
1.027;5.836;154.8;23.1
1.035;5.817;156.0;23.1
1.043;5.764;157.1;23.1
1.050;5.728;158.2;23.1
1.058;5.679;159.4;23.1
1.065;5.679;160.5;23.1
1.073;5.721;161.7;23.1
1.081;5.751;162.8;23.1
1.088;5.725;163.9;23.1
1.096;5.658;165.1;23.1
1.103;5.623;166.2;23.1
1.111;5.647;167.4;23.1
1.119;5.673;168.5;23.1
1.126;5.665;169.7;23.1
1.134;5.587;170.8;23.1
1.142;5.556;171.9;23.1
1.149;5.537;173.1;23.1
1.157;5.547;174.2;23.1
1.164;5.550;175.4;23.1
1.172;5.584;176.5;23.1
1.180;5.567;177.6;23.1
1.187;5.507;178.8;23.1
1.195;5.427;179.9;23.1
1.202;5.413;181.1;23.1
1.210;5.437;182.2;23.1
1.218;5.463;183.4;23.1
1.225;5.459;184.5;23.1
1.233;5.442;185.6;23.1
1.241;5.355;186.8;23.1
1.248;5.311;187.9;23.1
1.256;5.322;189.1;23.1
