ml;pH;sec;°C
0.000;8.281;0.0;21.1
0.000;8.285;0.4;21.1
0.000;8.333;0.8;21.1
0.007;8.235;1.9;21.1
0.015;8.287;3.0;21.1
0.022;8.165;4.2;21.1
0.030;8.071;5.3;21.1
0.038;8.170;6.5;21.1
0.045;8.232;7.6;21.1
0.053;8.205;8.8;21.1
0.060;8.107;9.9;21.1
0.068;8.046;11.0;21.1
0.076;7.969;12.2;21.1
0.083;7.938;13.3;21.1
0.091;7.964;14.5;21.1
0.098;8.066;15.6;21.1
0.106;8.059;16.7;21.1
0.114;7.990;17.9;21.1
0.121;7.837;19.0;21.1
0.129;7.784;20.2;21.1
0.137;7.798;21.3;21.1
0.144;7.908;22.4;21.1
0.152;7.858;23.6;21.1
0.159;7.727;24.7;21.1
0.167;7.618;25.9;21.1
0.175;7.573;27.0;21.1
0.182;7.629;28.2;21.1
0.190;7.664;29.3;21.1
0.197;7.597;30.4;21.1
0.205;7.457;31.6;21.1
0.213;7.339;32.7;21.1
0.220;7.314;33.9;21.1
0.228;7.353;35.0;21.1
0.236;7.401;36.1;21.1
0.243;7.294;37.3;21.1
0.251;7.181;38.4;21.1
0.258;7.108;39.6;21.1
0.266;7.085;40.7;21.1
0.274;7.157;41.8;21.1
0.281;7.187;43.0;21.1
0.289;7.185;44.1;21.1
0.296;7.103;45.3;21.1
0.304;7.037;46.4;21.1
0.312;6.934;47.6;21.1
0.319;6.955;48.7;21.1
0.327;7.027;49.8;21.1
0.334;7.047;51.0;21.1
0.342;6.992;52.1;21.1
0.350;6.920;53.3;21.1
0.357;6.796;54.4;21.1
0.365;6.794;55.5;21.1
0.373;6.828;56.7;21.1
0.380;6.916;57.8;21.1
0.388;6.914;59.0;21.1
0.395;6.795;60.1;21.1
0.403;6.719;61.2;21.1
0.411;6.708;62.4;21.1
0.418;6.754;63.5;21.1
0.426;6.848;64.7;21.1
0.433;6.826;65.8;21.1
0.441;6.708;67.0;21.1
0.449;6.603;68.1;21.1
0.456;6.701;69.2;21.1
0.464;6.613;70.4;21.1
0.472;6.700;71.5;21.1
0.479;6.729;72.7;21.1
0.487;6.711;73.8;21.1
0.494;6.651;74.9;21.1
0.502;6.551;76.1;21.1
0.510;6.507;77.2;21.1
0.517;6.506;78.4;21.1
0.525;6.591;79.5;21.1
0.532;6.631;80.6;21.1
0.540;6.612;81.8;21.1
0.548;6.512;82.9;21.1
0.555;6.429;84.1;21.1
0.563;6.436;85.2;21.1
0.571;6.511;86.4;21.1
0.578;6.558;87.5;21.1
0.586;6.552;88.6;21.1
0.593;6.455;89.8;21.1
0.601;6.379;90.9;21.1
0.609;6.339;92.1;21.1
0.616;6.393;93.2;21.1
0.624;6.443;94.3;21.1
0.631;6.471;95.5;21.1
0.639;6.433;96.6;21.1
0.647;6.348;97.8;21.1
0.654;6.295;98.9;21.1
0.662;6.258;100.0;21.1
0.669;6.284;101.2;21.1
0.677;6.360;102.3;21.1
0.685;6.376;103.5;21.1
0.692;6.336;104.6;21.1
0.700;6.292;105.8;21.1
0.708;6.215;106.9;21.1
0.715;6.181;108.0;21.1
0.723;6.176;109.2;21.1
0.730;6.213;110.3;21.1
0.738;6.284;111.5;21.1
0.746;6.289;112.6;21.1
0.753;6.276;113.7;21.1
0.761;6.252;114.9;21.1
0.768;6.158;116.0;21.1
0.776;6.388;117.2;21.1
0.784;6.051;118.3;21.1
0.791;6.064;119.4;21.1
0.799;6.091;120.6;21.1
0.807;6.180;121.7;21.1
0.814;6.168;122.9;21.1
0.822;6.149;124.0;21.1
0.829;6.088;125.1;21.1
0.837;5.993;126.3;21.1
0.845;5.982;127.4;21.1
0.852;6.018;128.6;21.1
0.860;6.105;129.7;21.1
0.867;6.115;130.9;21.1
0.875;6.085;132.0;21.1
0.883;6.047;133.1;21.1
0.890;5.997;134.3;21.1
0.898;5.917;135.4;21.1
0.905;5.886;136.6;21.1
0.913;5.949;137.7;21.1
0.921;5.971;138.8;21.1
0.928;6.012;140.0;21.1
0.936;5.973;141.1;21.1
0.944;5.914;142.3;21.1
0.951;5.851;143.4;21.1
0.959;5.815;144.5;21.1
0.966;5.833;145.7;21.1
0.974;5.850;146.8;21.1
0.982;5.918;148.0;21.1
0.989;5.933;149.1;21.1
0.997;5.912;150.2;21.1
1.004;5.837;151.4;21.1
1.012;5.800;152.5;21.1
1.020;5.728;153.7;21.1
1.027;5.701;154.8;21.1
1.035;5.700;155.9;21.1
1.042;5.764;157.1;21.1
1.050;5.839;158.2;21.1
1.058;5.813;159.4;21.1
1.065;5.747;160.5;21.1
1.073;5.689;161.7;21.1
1.081;5.607;162.8;21.1
1.088;5.604;163.9;21.1
1.096;5.636;165.1;21.1
1.103;5.700;166.2;21.1
1.111;5.753;167.4;21.1
1.119;5.672;168.5;21.1
1.126;5.591;169.6;21.1
1.134;5.527;170.8;21.1
1.141;5.502;171.9;21.1
1.149;5.521;173.1;21.1
1.157;5.564;174.2;21.1
1.164;5.612;175.3;21.1
1.172;5.624;176.5;21.1
1.180;5.570;177.6;21.1
1.187;5.434;178.8;21.1
1.195;5.394;179.9;21.1
1.202;5.475;181.1;21.1
1.210;5.514;182.2;21.1
