ml;pH;sec;°C
0.000;8.158;0.0;19.9
0.000;8.171;0.4;19.9
0.000;8.183;0.8;19.9
0.007;8.235;1.9;19.9
0.015;8.216;3.0;19.9
0.022;8.161;4.2;19.9
0.030;8.046;5.3;19.9
0.038;8.063;6.5;19.9
0.045;8.083;7.6;19.9
0.053;8.146;8.8;19.9
0.060;8.154;9.9;19.9
0.068;8.068;11.0;19.9
0.076;7.942;12.2;19.9
0.083;7.913;13.3;19.9
0.091;7.910;14.5;19.9
0.098;7.911;15.6;19.9
0.106;7.942;16.7;19.9
0.114;7.958;17.9;19.9
0.121;7.866;19.0;19.9
0.129;7.792;20.2;19.9
0.137;7.672;21.3;19.9
0.144;7.653;22.4;19.9
0.152;7.729;23.6;19.9
0.159;7.714;24.7;19.9
0.167;7.623;25.9;19.9
0.175;7.520;27.0;19.9
0.182;7.385;28.1;19.9
0.190;7.327;29.3;19.9
0.197;7.349;30.4;19.9
0.205;7.346;31.6;19.9
0.213;7.318;32.7;19.9
0.220;7.230;33.9;19.9
0.228;7.126;35.0;19.9
0.235;7.054;36.1;19.9
0.243;7.100;37.3;19.9
0.251;7.116;38.4;19.9
0.258;7.114;39.6;19.9
0.266;7.073;40.7;19.9
0.274;7.001;41.8;19.9
0.281;6.896;43.0;19.9
0.289;6.865;44.1;19.9
0.296;6.901;45.3;19.9
0.304;6.950;46.4;19.9
0.312;6.938;47.5;19.9
0.319;6.880;48.7;19.9
0.327;6.839;49.8;19.9
0.334;6.752;51.0;19.9
0.342;6.690;52.1;19.9
0.350;6.680;53.3;19.9
0.357;6.684;54.4;19.9
0.365;6.738;55.5;19.9
0.373;6.764;56.7;19.9
0.380;6.726;57.8;19.9
0.388;6.635;59.0;19.9
0.395;6.574;60.1;19.9
0.403;6.549;61.2;19.9
0.411;6.560;62.4;19.9
0.418;6.624;63.5;19.9
0.426;6.643;64.7;19.9
0.433;6.595;65.8;19.9
0.441;6.522;66.9;19.9
0.449;6.454;68.1;19.9
0.456;6.414;69.2;19.9
0.464;6.412;70.4;19.9
0.472;6.477;71.5;19.9
0.479;6.505;72.7;19.9
0.487;6.484;73.8;19.9
0.494;6.421;74.9;19.9
0.502;6.363;76.1;19.9
0.510;6.320;77.2;19.9
0.517;6.278;78.4;19.9
0.525;6.296;79.5;19.9
0.532;6.325;80.6;19.9
0.540;6.364;81.8;19.9
0.548;6.353;82.9;19.9
0.555;6.314;84.1;19.9
0.563;6.251;85.2;19.9
0.570;6.178;86.3;19.9
0.578;6.151;87.5;19.9
0.586;6.144;88.6;19.9
0.593;6.181;89.8;19.9
0.601;6.226;90.9;19.9
0.609;6.214;92.1;19.9
0.616;6.207;93.2;19.9
0.624;6.179;94.3;19.9
0.631;6.135;95.5;19.9
0.639;6.054;96.6;19.9
0.647;6.001;97.8;19.9
0.654;5.976;98.9;19.9
0.662;6.022;100.0;19.9
0.669;6.071;101.2;19.9
0.677;6.062;102.3;19.9
0.685;5.996;103.5;19.9
0.692;5.943;104.6;19.9
0.700;5.908;105.7;19.9
0.708;5.887;106.9;19.9
0.715;5.875;108.0;19.9
0.723;5.930;109.2;19.9
0.730;5.942;110.3;19.9
0.738;5.935;111.5;19.9
0.746;5.931;112.6;19.9
0.753;5.874;113.7;19.9
0.761;5.789;114.9;19.9
0.768;5.738;116.0;19.9
0.776;5.797;117.2;19.9
0.784;5.811;118.3;19.9
0.791;5.808;119.4;19.9
0.799;5.801;120.6;19.9
0.807;5.751;121.7;19.9
0.814;5.667;122.9;19.9
0.822;5.639;124.0;19.9
0.829;5.612;125.1;19.9
0.837;5.620;126.3;19.9
0.845;5.657;127.4;19.9
0.852;5.677;128.6;19.9
0.860;5.651;129.7;19.9
0.867;5.561;130.9;19.9
0.875;5.539;132.0;19.9
0.883;5.490;133.1;19.9
0.890;5.460;134.3;19.9
0.898;5.472;135.4;19.9
0.905;5.479;136.6;19.9
0.913;5.473;137.7;19.9
0.921;5.494;138.8;19.9
0.928;5.483;140.0;19.9
0.936;5.375;141.1;19.9
0.944;5.313;142.3;19.9
0.951;5.259;143.4;19.9
0.959;5.229;144.5;19.9
0.966;5.257;145.7;19.9
0.974;5.279;146.8;19.9
0.982;5.262;148.0;19.9
0.989;5.220;149.1;19.9
0.997;5.170;150.2;19.9
1.004;5.087;151.4;19.9
1.012;5.025;152.5;19.9
1.020;4.961;153.7;19.9
1.026;5.035;154.6;19.9
1.028;4.991;155.0;19.9
1.028;4.991;155.0;19.9
1.030;4.961;155.4;19.9
1.032;4.950;155.8;19.9
1.034;4.931;156.1;19.9
1.044;4.811;177.8;20.1
1.054;4.644;189.4;20.2
1.064;4.646;201.0;20.1
1.074;4.547;212.6;20.2
1.084;4.427;224.2;20.1
1.094;4.385;235.8;20.2
1.104;4.206;247.4;20.2
1.114;4.216;259.0;20.2
1.124;4.158;270.6;20.2
1.134;3.991;282.2;20.2
1.144;4.000;293.8;20.2
1.154;3.843;305.4;20.2
1.164;3.886;317.0;20.2
1.174;3.764;328.6;20.3
1.184;3.719;340.2;20.2
1.194;3.745;351.8;20.3
1.204;3.631;363.4;20.2
1.214;3.614;375.0;20.3
1.224;3.570;386.6;20.2
1.234;3.614;398.2;20.2
1.244;3.485;409.8;20.3
1.244;3.595;410.0;20.3
1.254;3.534;421.6;20.3
1.264;3.446;433.1;20.3
1.264;3.524;433.3;20.3
1.274;3.461;444.9;20.3
1.274;3.500;447.2;20.3
1.284;3.412;458.8;20.3
1.284;3.458;468.9;20.3
