ml;pH;sec;°C
0.000;8.119;0.0;21.0
0.000;8.110;0.4;21.0
0.000;8.098;0.8;21.0
0.007;8.157;1.9;21.0
0.015;8.213;3.0;21.0
0.022;8.224;4.2;21.0
0.030;8.217;5.3;21.0
0.038;8.182;6.5;21.0
0.045;8.056;7.6;21.0
0.053;8.025;8.8;21.0
0.060;8.017;9.9;21.0
0.068;8.074;11.0;21.0
0.076;8.106;12.2;21.0
0.083;8.073;13.3;21.0
0.091;8.000;14.5;21.0
0.098;7.898;15.6;21.0
0.106;7.853;16.7;21.0
0.114;7.820;17.9;21.0
0.121;7.823;19.0;21.0
0.129;7.814;20.2;21.0
0.137;7.848;21.3;21.0
0.144;7.798;22.5;21.0
0.152;7.704;23.6;21.0
0.159;7.627;24.7;21.0
0.167;7.556;25.9;21.0
0.175;7.486;27.0;21.0
0.182;7.461;28.2;21.0
0.190;7.477;29.3;21.0
0.197;7.478;30.4;21.0
0.205;7.445;31.6;21.0
0.213;7.395;32.7;21.0
0.220;7.289;33.9;21.0
0.228;7.223;35.0;21.0
0.236;7.139;36.1;21.0
0.243;7.145;37.3;21.0
0.251;7.216;38.4;21.0
0.258;7.213;39.6;21.0
0.266;7.140;40.7;21.0
0.274;7.056;41.9;21.0
0.281;7.005;43.0;21.0
0.289;6.980;44.1;21.0
0.297;7.012;45.3;21.0
0.304;7.054;46.4;21.0
0.312;7.051;47.6;21.0
0.319;6.993;48.7;21.0
0.327;6.864;49.9;21.0
0.335;6.882;51.0;21.0
0.342;6.922;52.1;21.0
0.350;6.927;53.3;21.0
0.357;6.896;54.4;21.0
0.365;6.814;55.6;21.0
0.373;6.764;56.7;21.0
0.380;6.744;57.8;21.0
0.388;6.707;59.0;21.0
0.396;6.731;60.1;21.0
0.403;6.762;61.3;21.0
0.411;6.777;62.4;21.0
0.418;6.768;63.5;21.0
0.426;6.733;64.7;21.0
0.434;6.647;65.8;21.0
0.441;6.626;67.0;21.0
0.449;6.594;68.1;21.0
0.456;6.626;69.3;21.0
0.464;6.643;70.4;21.0
0.472;6.609;71.5;21.0
0.479;6.555;72.7;21.0
0.487;6.455;73.8;21.0
0.495;6.440;75.0;21.0
0.502;6.481;76.1;21.0
0.510;6.541;77.2;21.0
0.517;6.528;78.4;21.0
0.525;6.532;79.5;21.0
0.533;6.479;80.7;21.0
0.540;6.436;81.8;21.0
0.548;6.389;83.0;21.0
0.555;6.356;84.1;21.0
0.563;6.378;85.2;21.0
0.571;6.434;86.4;21.0
0.578;6.424;87.5;21.0
0.586;6.419;88.7;21.0
0.594;6.073;89.8;21.0
0.601;6.213;90.9;21.0
0.609;6.235;92.1;21.0
0.616;6.266;93.2;21.0
0.624;6.323;94.4;21.0
0.632;6.351;95.5;21.0
0.639;6.344;96.6;21.0
0.647;6.312;97.8;21.0
0.654;6.264;98.9;21.0
0.662;6.223;100.1;21.0
0.670;6.164;101.2;21.0
0.677;6.216;102.4;21.0
0.685;6.251;103.5;21.0
0.693;6.259;104.6;21.0
0.700;6.215;105.8;21.0
0.708;6.144;106.9;21.0
0.715;6.103;108.1;21.0
0.723;6.087;109.2;21.0
0.731;6.112;110.3;21.0
0.738;6.156;111.5;21.0
0.746;6.190;112.6;21.0
0.753;6.161;113.8;21.0
0.761;6.074;114.9;21.0
0.769;6.063;116.1;21.0
0.776;6.081;117.2;21.0
0.784;6.113;118.3;21.0
0.792;6.114;119.5;21.0
0.799;6.139;120.6;21.0
0.807;6.116;121.8;21.0
0.814;6.075;122.9;21.0
0.822;6.011;124.0;21.0
0.830;5.991;125.2;21.0
0.837;6.033;126.3;21.0
0.845;6.077;127.5;21.0
0.852;6.039;128.6;21.0
0.860;6.021;129.7;21.0
0.868;5.990;130.9;21.0
0.875;5.934;132.0;21.0
0.883;5.912;133.2;21.0
0.891;5.933;134.3;21.0
0.898;5.973;135.5;21.0
0.906;6.004;136.6;21.0
0.913;5.952;137.7;21.0
0.921;5.920;138.9;21.0
0.929;5.882;140.0;21.0
0.936;5.849;141.2;21.0
0.944;5.831;142.3;21.0
0.951;5.870;143.4;21.0
0.959;5.899;144.6;21.0
0.967;5.912;145.7;21.0
0.974;5.877;146.9;21.0
0.982;5.818;148.0;21.0
0.989;5.785;149.1;21.0
0.997;5.766;150.3;21.0
1.005;5.820;151.4;21.0
1.012;5.843;152.6;21.0
1.020;5.837;153.7;21.0
1.028;5.799;154.9;21.0
1.035;5.722;156.0;21.0
