ml;pH;sec;°C
0.000;8.199;0.0;23.0
0.000;8.190;0.4;23.0
0.000;8.150;0.8;23.0
0.007;8.238;1.9;23.0
0.015;8.186;3.0;23.0
0.022;8.107;4.2;23.0
0.030;8.075;5.3;23.0
0.038;8.047;6.5;23.0
0.045;8.058;7.6;23.0
0.053;8.111;8.8;23.0
0.060;8.134;9.9;23.0
0.068;8.127;11.0;23.0
0.076;8.134;12.2;23.0
0.083;8.091;13.3;23.0
0.091;8.019;14.5;23.0
0.098;7.964;15.6;23.0
0.106;7.908;16.7;23.0
0.114;7.869;17.9;23.0
0.121;7.832;19.0;23.0
0.129;7.796;20.2;23.0
0.136;7.816;21.3;23.0
0.144;7.826;22.4;23.0
0.152;7.835;23.6;23.0
0.159;7.845;24.7;23.0
0.167;7.752;25.9;23.0
0.175;7.689;27.0;23.0
0.182;7.608;28.1;23.0
0.190;7.546;29.3;23.0
0.197;7.490;30.4;23.0
0.205;7.449;31.6;23.0
0.213;7.408;32.7;23.0
0.220;7.385;33.9;23.0
0.228;7.366;35.0;23.0
0.235;7.387;36.1;23.0
0.243;7.382;37.3;23.0
0.251;7.364;38.4;23.0
0.258;7.350;39.6;23.0
0.266;7.325;40.7;23.0
0.274;7.285;41.8;23.0
0.281;7.257;43.0;23.0
0.289;7.211;44.1;23.0
0.296;7.094;45.3;23.0
0.304;7.054;46.4;23.0
0.312;7.023;47.5;23.0
0.319;7.027;48.7;23.0
0.327;7.043;49.8;23.0
0.334;7.050;51.0;23.0
0.342;7.044;52.1;23.0
0.350;7.039;53.2;23.0
0.357;7.054;54.4;23.0
0.365;7.041;55.5;23.0
0.372;7.006;56.7;23.0
0.380;6.957;57.8;23.0
0.388;6.885;59.0;23.0
0.395;6.830;60.1;23.0
0.403;6.807;61.2;23.0
0.411;6.813;62.4;23.0
0.418;6.808;63.5;23.0
0.426;6.827;64.7;23.0
0.433;6.847;65.8;23.0
0.441;6.890;66.9;23.0
0.449;6.895;68.1;23.0
0.456;6.887;69.2;23.0
0.464;6.836;70.4;23.0
0.471;6.754;71.5;23.0
0.479;6.732;72.6;23.0
0.487;6.710;73.8;23.0
0.494;6.645;74.9;23.0
0.502;6.666;76.1;23.0
0.509;6.712;77.2;23.0
0.517;6.771;78.3;23.0
0.525;6.704;79.5;23.0
0.532;6.662;80.6;23.0
0.540;6.618;81.8;23.0
0.548;6.588;82.9;23.0
0.555;6.552;84.1;23.0
0.563;6.546;85.2;23.0
0.570;6.543;86.3;23.0
0.578;6.524;87.5;23.0
0.586;6.551;88.6;23.0
0.593;6.579;89.8;23.0
0.601;6.627;90.9;23.0
0.608;6.632;92.0;23.0
0.616;6.533;93.2;23.0
0.624;6.486;94.3;23.0
0.631;6.447;95.5;23.0
0.639;6.429;96.6;23.0
0.647;6.446;97.7;23.0
0.654;6.462;98.9;23.0
0.662;6.469;100.0;23.0
0.669;6.513;101.2;23.0
0.677;6.527;102.3;23.0
0.685;6.512;103.4;23.0
0.692;6.497;104.6;23.0
0.700;6.488;105.7;23.0
0.707;6.441;106.9;23.0
0.715;6.408;108.0;23.0
0.723;6.346;109.1;23.0
0.730;6.308;110.3;23.0
0.738;6.293;111.4;23.0
0.745;6.273;112.6;23.0
0.753;6.287;113.7;23.0
0.761;6.304;114.9;23.0
0.768;6.383;116.0;23.0
0.776;6.386;117.1;23.0
0.783;6.397;118.3;23.0
0.791;6.360;119.4;23.0
0.799;6.358;120.6;23.0
0.806;6.304;121.7;23.0
0.814;6.216;122.8;23.0
0.822;6.182;124.0;23.0
0.829;6.165;125.1;23.0
0.837;6.160;126.3;23.0
0.844;6.161;127.4;23.0
0.852;6.150;128.5;23.0
0.860;6.189;129.7;23.0
0.867;6.195;130.8;23.0
0.875;6.225;132.0;23.0
0.882;6.271;133.1;23.0
0.890;6.247;134.2;23.0
0.898;6.218;135.4;23.0
0.905;6.146;136.5;23.0
0.913;6.106;137.7;23.0
0.921;6.065;138.8;23.0
0.928;6.058;140.0;23.0
0.936;6.074;141.1;23.0
0.943;6.079;142.2;23.0
0.951;6.103;143.4;23.0
0.959;6.146;144.5;23.0
0.966;6.156;145.7;23.0
0.974;6.138;146.8;23.0
0.981;6.109;147.9;23.0
0.989;6.040;149.1;23.0
0.997;5.971;150.2;23.0
1.004;5.954;151.4;23.0
1.012;5.956;152.5;23.0
1.019;5.952;153.6;23.0
1.027;5.987;154.8;23.0
1.035;6.000;155.9;23.0
1.042;6.034;157.1;23.0
1.050;6.030;158.2;23.0
1.058;6.020;159.3;23.0
1.065;6.023;160.5;23.0
1.073;6.032;161.6;23.0
1.080;5.982;162.8;23.0
1.088;5.928;163.9;23.0
1.096;5.762;165.1;23.0
1.103;5.833;166.2;23.0
1.111;5.883;167.3;23.0
1.118;5.949;168.5;23.0
1.126;5.929;169.6;23.0
1.134;5.939;170.8;23.0
1.141;5.938;171.9;23.0
1.149;5.915;173.0;23.0
1.156;5.876;174.2;23.0
1.164;5.826;175.3;23.0
1.172;5.762;176.5;23.0
1.179;5.732;177.6;23.0
1.187;5.711;178.7;23.0
1.195;5.715;179.9;23.0
1.202;5.711;181.0;23.0
1.210;5.759;182.2;23.0
1.217;5.775;183.3;23.0
1.225;5.820;184.4;23.0
