ml;pH;sec;°C
0.000;8.155;0.0;23.3
0.000;8.193;0.4;23.3
0.000;8.156;0.8;23.3
0.007;8.139;1.9;23.3
0.015;8.138;3.0;23.3
0.022;8.125;4.2;23.3
0.030;8.088;5.3;23.3
0.038;8.007;6.5;23.3
0.045;7.983;7.6;23.3
0.053;7.978;8.7;23.3
0.060;8.031;9.9;23.3
0.068;8.049;11.0;23.3
0.076;8.059;12.2;23.3
0.083;8.063;13.3;23.3
0.091;8.033;14.4;23.3
0.098;7.952;15.6;23.3
0.106;7.881;16.7;23.3
0.114;7.835;17.9;23.3
0.121;7.796;19.0;23.3
0.129;7.796;20.1;23.3
0.136;7.854;21.3;23.3
0.144;7.856;22.4;23.3
0.152;7.826;23.6;23.3
0.159;7.788;24.7;23.3
0.167;7.677;25.9;23.3
0.174;7.590;27.0;23.3
0.182;7.581;28.1;23.3
0.190;7.593;29.3;23.3
0.197;7.445;30.4;23.3
0.205;7.507;31.6;23.3
0.213;7.525;32.7;23.3
0.220;7.484;33.8;23.3
0.228;7.402;35.0;23.3
0.235;7.330;36.1;23.3
0.243;7.228;37.3;23.3
0.251;7.191;38.4;23.3
0.258;7.201;39.5;23.3
0.266;7.226;40.7;23.3
0.273;7.225;41.8;23.3
0.281;7.235;43.0;23.3
0.289;7.199;44.1;23.3
0.296;7.146;45.2;23.3
0.304;7.026;46.4;23.3
0.311;7.009;47.5;23.3
0.319;7.026;48.7;23.3
0.327;7.034;49.8;23.3
0.334;7.055;50.9;23.3
0.342;7.077;52.1;23.3
0.350;7.054;53.2;23.3
0.357;7.002;54.4;23.3
0.365;6.943;55.5;23.3
0.372;6.896;56.7;23.3
0.380;6.836;57.8;23.3
0.388;6.846;58.9;23.3
0.395;6.844;60.1;23.3
0.403;6.874;61.2;23.3
0.410;6.896;62.4;23.3
0.418;6.919;63.5;23.3
0.426;6.897;64.6;23.3
0.433;6.845;65.8;23.3
0.441;6.765;66.9;23.3
0.448;6.722;68.1;23.3
0.456;6.694;69.2;23.3
0.464;6.714;70.3;23.3
0.471;6.732;71.5;23.3
0.479;6.743;72.6;23.3
0.487;6.775;73.8;23.3
0.494;6.781;74.9;23.3
0.502;6.750;76.0;23.3
0.509;6.682;77.2;23.3
0.517;6.636;78.3;23.3
0.525;6.587;79.5;23.3
0.532;6.576;80.6;23.3
0.540;6.598;81.7;23.3
0.547;6.644;82.9;23.3
0.555;6.641;84.0;23.3
0.563;6.656;85.2;23.3
0.570;6.658;86.3;23.3
0.578;6.612;87.4;23.3
0.585;6.548;88.6;23.3
0.593;6.503;89.7;23.3
0.601;6.453;90.9;23.3
0.608;6.466;92.0;23.3
0.616;6.515;93.2;23.3
0.623;6.542;94.3;23.3
0.631;6.570;95.4;23.3
0.639;6.537;96.6;23.3
0.646;6.483;97.7;23.3
0.654;6.422;98.9;23.3
0.662;6.390;100.0;23.3
0.669;6.369;101.1;23.3
0.677;6.371;102.3;23.3
0.684;6.431;103.4;23.3
0.692;6.475;104.6;23.3
0.700;6.478;105.7;23.3
0.707;6.463;106.8;23.3
0.715;6.411;108.0;23.3
0.722;6.350;109.1;23.3
0.730;6.312;110.3;23.3
0.738;6.284;111.4;23.3
0.745;6.275;112.5;23.3
0.753;6.294;113.7;23.3
0.760;6.378;114.8;23.3
0.768;6.381;116.0;23.3
0.776;6.363;117.1;23.3
0.783;6.315;118.2;23.3
0.791;6.260;119.4;23.3
0.799;6.210;120.5;23.3
0.806;6.181;121.7;23.3
0.814;6.192;122.8;23.3
0.821;6.224;123.9;23.3
0.829;6.242;125.1;23.3
0.837;6.293;126.2;23.3
0.844;6.294;127.4;23.3
0.852;6.205;128.5;23.3
0.859;6.138;129.7;23.3
0.867;6.119;130.8;23.3
0.875;6.131;131.9;23.3
0.882;6.179;133.1;23.3
0.890;6.215;134.2;23.3
0.897;6.230;135.4;23.3
0.905;6.225;136.5;23.3
0.913;6.134;137.6;23.3
0.920;6.120;138.8;23.3
0.928;6.064;139.9;23.3
0.936;6.051;141.1;23.3
0.943;6.023;142.2;23.3
0.951;6.077;143.3;23.3
0.958;6.111;144.5;23.3
0.966;6.162;145.6;23.3
0.974;6.132;146.8;23.3
0.981;6.106;147.9;23.3
0.989;6.055;149.0;23.3
0.996;5.966;150.2;23.3
1.004;5.906;151.3;23.3
1.012;5.939;152.5;23.3
1.019;5.950;153.6;23.3
