ml;pH;sec;°C
0.000;8.181;0.0;22.2
0.000;8.169;0.4;22.2
0.000;8.163;0.8;22.2
0.007;8.209;1.9;22.2
0.015;8.291;3.0;22.2
0.022;8.317;4.2;22.2
0.030;8.318;5.3;22.2
0.038;8.250;6.5;22.2
0.045;8.183;7.6;22.2
0.053;8.102;8.8;22.2
0.060;8.137;9.9;22.2
0.068;8.120;11.0;22.2
0.076;8.197;12.2;22.2
0.083;8.193;13.3;22.2
0.091;8.167;14.5;22.2
0.098;8.131;15.6;22.2
0.106;8.077;16.7;22.2
0.114;7.999;17.9;22.2
0.121;7.963;19.0;22.2
0.129;7.958;20.2;22.2
0.137;7.937;21.3;22.2
0.144;7.941;22.4;22.2
0.152;7.959;23.6;22.2
0.159;7.957;24.7;22.2
0.167;7.940;25.9;22.2
0.175;7.891;27.0;22.2
0.182;7.829;28.2;22.2
0.190;7.754;29.3;22.2
0.197;7.682;30.4;22.2
0.205;7.640;31.6;22.2
0.213;7.605;32.7;22.2
0.220;7.603;33.9;22.2
0.228;7.592;35.0;22.2
0.236;7.585;36.1;22.2
0.243;7.538;37.3;22.2
0.251;7.459;38.4;22.2
0.258;7.381;39.6;22.2
0.266;7.308;40.7;22.2
0.274;7.273;41.8;22.2
0.281;7.273;43.0;22.2
0.289;7.270;44.1;22.2
0.296;7.283;45.3;22.2
0.304;7.234;46.4;22.2
0.312;7.179;47.6;22.2
0.319;7.126;48.7;22.2
0.327;7.079;49.8;22.2
0.335;7.050;51.0;22.2
0.342;7.032;52.1;22.2
0.350;7.073;53.3;22.2
0.357;7.068;54.4;22.2
0.365;7.058;55.5;22.2
0.373;7.033;56.7;22.2
0.380;7.016;57.8;22.2
0.388;6.965;59.0;22.2
0.395;6.909;60.1;22.2
0.403;6.879;61.3;22.2
0.411;6.879;62.4;22.2
0.418;6.875;63.5;22.2
0.426;6.881;64.7;22.2
0.434;6.926;65.8;22.2
0.441;6.899;67.0;22.2
0.449;6.854;68.1;22.2
0.456;6.792;69.2;22.2
0.464;6.759;70.4;22.2
0.472;6.769;71.5;22.2
0.479;6.772;72.7;22.2
0.487;6.796;73.8;22.2
0.494;6.801;75.0;22.2
0.502;6.742;76.1;22.2
0.510;6.719;77.2;22.2
0.517;6.672;78.4;22.2
0.525;6.653;79.5;22.2
0.533;6.655;80.7;22.2
0.540;6.691;81.8;22.2
0.548;6.698;82.9;22.2
0.555;6.695;84.1;22.2
0.563;6.699;85.2;22.2
0.571;6.680;86.4;22.2
0.578;6.649;87.5;22.2
0.586;6.602;88.6;22.2
0.593;6.574;89.8;22.2
0.601;6.522;90.9;22.2
0.609;6.524;92.1;22.2
0.616;6.560;93.2;22.2
0.624;6.597;94.3;22.2
0.631;6.584;95.5;22.2
0.639;6.563;96.6;22.2
0.647;6.531;97.8;22.2
0.654;6.458;98.9;22.2
0.662;6.461;100.1;22.2
0.670;6.472;101.2;22.2
0.677;6.486;102.3;22.2
0.685;6.507;103.5;22.2
0.692;6.455;104.6;22.2
0.700;6.432;105.8;22.2
0.708;6.395;106.9;22.2
0.715;6.381;108.1;22.2
0.723;6.403;109.2;22.2
0.731;6.411;110.3;22.2
0.738;6.427;111.5;22.2
0.746;6.428;112.6;22.2
0.753;6.412;113.8;22.2
0.761;6.375;114.9;22.2
0.769;6.329;116.0;22.2
0.776;6.307;117.2;22.2
0.784;6.282;118.3;22.2
0.791;6.277;119.5;22.2
0.799;6.269;120.6;22.2
0.807;6.282;121.7;22.2
0.814;6.283;122.9;22.2
0.822;6.308;124.0;22.2
0.829;6.308;125.2;22.2
0.837;6.266;126.3;22.2
0.845;6.223;127.5;22.2
0.852;6.190;128.6;22.2
0.860;6.179;129.7;22.2
0.868;6.225;130.9;22.2
0.875;6.219;132.0;22.2
0.883;6.216;133.2;22.2
0.890;6.238;134.3;22.2
0.898;6.228;135.4;22.2
0.906;6.192;136.6;22.2
0.913;6.156;137.7;22.2
0.921;6.131;138.9;22.2
0.928;6.094;140.0;22.2
0.936;6.089;141.1;22.2
0.944;6.130;142.3;22.2
0.951;6.145;143.4;22.2
0.959;6.155;144.6;22.2
0.967;6.122;145.7;22.2
0.974;6.073;146.8;22.2
0.982;6.051;148.0;22.2
0.989;6.033;149.1;22.2
0.997;6.016;150.3;22.2
1.005;6.004;151.4;22.2
1.012;6.008;152.6;22.2
1.020;6.056;153.7;22.2
1.027;6.013;154.8;22.2
1.035;5.999;156.0;22.2
1.043;6.064;157.1;22.2
1.050;6.013;158.3;22.2
1.058;5.991;159.4;22.2
1.065;5.968;160.5;22.2
1.073;5.926;161.7;22.2
1.081;5.905;162.8;22.2
1.088;5.901;164.0;22.2
1.096;5.906;165.1;22.2
1.104;5.930;166.2;22.2
1.111;5.943;167.4;22.2
1.119;5.933;168.5;22.2
1.126;5.923;169.7;22.2
1.134;5.882;170.8;22.2
1.142;5.860;171.9;22.2
1.149;5.831;173.1;22.2
1.157;5.816;174.2;22.2
1.164;5.824;175.4;22.2
1.172;5.839;176.5;22.2
1.180;5.854;177.7;22.2
1.187;5.851;178.8;22.2
1.195;5.819;179.9;22.2
1.202;5.779;181.1;22.2
1.210;5.739;182.2;22.2
1.218;5.733;183.4;22.2
1.225;5.735;184.5;22.2
1.233;5.737;185.6;22.2
1.241;5.731;186.8;22.2
1.248;5.751;187.9;22.2
1.256;5.746;189.1;22.2
1.263;5.732;190.2;22.2
1.271;5.677;191.3;22.2
1.279;5.647;192.5;22.2
1.286;5.632;193.6;22.2
1.294;5.642;194.8;22.2
1.301;5.649;195.9;22.2
1.309;5.645;197.1;22.2
1.317;5.638;198.2;22.2
1.324;5.641;199.3;22.2
1.332;5.598;200.5;22.2
1.340;5.556;201.6;22.2
1.347;5.523;202.8;22.2
1.355;5.513;203.9;22.2
1.362;5.545;205.0;22.2
1.370;5.542;206.2;22.2
1.378;5.533;207.3;22.2
1.385;5.483;208.5;22.2
1.393;5.451;209.6;22.2
1.400;5.416;210.7;22.2
1.408;5.403;211.9;22.2
1.416;5.419;213.0;22.2
1.423;5.414;214.2;22.2
1.431;5.410;215.3;22.2
1.439;5.401;216.5;22.2
1.446;5.383;217.6;22.2
1.454;5.347;218.7;22.2
1.461;5.305;219.9;22.2
1.469;5.264;221.0;22.2
1.477;5.243;222.2;22.2
1.484;5.240;223.3;22.2
1.492;5.248;224.4;22.2
1.499;5.262;225.6;22.2
1.507;5.248;226.7;22.2
1.515;5.224;227.9;22.2
1.522;5.164;229.0;22.2
1.530;5.101;230.1;22.2
1.538;5.043;231.3;22.2
1.545;4.998;232.4;22.2
1.553;5.004;233.6;22.2
1.560;5.014;234.7;22.2
1.565;5.003;235.5;22.2
1.567;5.012;235.9;22.2
1.567;5.012;235.9;22.2
1.569;5.001;236.2;22.2
1.571;4.994;236.6;22.2
1.573;4.983;237.0;22.2
1.573;4.983;237.0;22.2
1.575;4.974;237.4;22.2
1.577;4.960;237.8;22.2
1.579;4.954;238.1;22.2
1.579;4.954;238.1;22.2
1.581;4.941;238.5;22.2
1.591;4.648;260.2;22.6
1.601;4.712;271.8;22.6
1.611;4.518;283.4;22.7
1.621;4.566;295.0;22.6
1.631;4.437;306.6;22.6
1.641;4.442;318.2;22.6
1.651;4.369;329.8;22.6
1.661;4.212;341.4;22.6
1.671;4.191;353.0;22.7
1.681;4.056;364.6;22.7
1.691;4.048;376.2;22.7
1.701;4.066;387.8;22.7
1.711;3.868;399.4;22.7
1.721;3.959;411.0;22.7
1.731;3.860;422.5;22.7
1.741;3.862;434.1;22.7
1.751;3.694;445.7;22.7
1.761;3.770;457.3;22.7
1.771;3.655;468.9;22.7
1.781;3.602;480.5;22.7
1.791;3.638;492.1;22.7
1.801;3.583;503.7;22.7
1.811;3.649;515.3;22.7
1.821;3.519;526.9;22.7
1.831;3.492;538.5;22.7
1.831;3.582;538.7;22.7
1.841;3.475;550.3;22.7
1.841;3.574;550.5;22.7
1.851;3.488;562.1;22.7
1.851;3.497;562.3;22.7
1.861;3.532;573.9;22.7
1.871;3.406;585.5;22.7
1.871;3.505;586.0;22.7
1.881;3.430;597.6;22.7
1.881;3.631;599.4;22.7
1.891;3.349;611.0;22.7
1.891;3.383;621.0;22.7
