ml;pH;sec;°C
0.000;8.116;0.0;22.0
0.000;8.126;0.4;22.0
0.000;8.126;0.8;22.0
0.007;8.126;1.9;22.0
0.015;8.191;3.0;22.0
0.022;8.252;4.2;22.0
0.030;8.221;5.3;22.0
0.038;8.194;6.5;22.0
0.045;8.149;7.6;22.0
0.053;8.087;8.8;22.0
0.060;8.011;9.9;22.0
0.068;7.963;11.0;22.0
0.076;7.960;12.2;22.0
0.083;7.909;13.3;22.0
0.091;7.870;14.5;22.0
0.098;7.864;15.6;22.0
0.106;7.855;16.7;22.0
0.114;7.909;17.9;22.0
0.121;7.962;19.0;22.0
0.129;7.957;20.2;22.0
0.137;7.922;21.3;22.0
0.144;7.869;22.4;22.0
0.152;7.822;23.6;22.0
0.159;7.674;24.7;22.0
0.167;7.583;25.9;22.0
0.175;7.545;27.0;22.0
0.182;7.507;28.1;22.0
0.190;7.513;29.3;22.0
0.197;7.576;30.4;22.0
0.205;7.570;31.6;22.0
0.213;7.529;32.7;22.0
0.220;7.452;33.9;22.0
0.228;7.342;35.0;22.0
0.235;7.248;36.1;22.0
0.243;7.210;37.3;22.0
0.251;7.146;38.4;22.0
0.258;7.199;39.6;22.0
0.266;7.302;40.7;22.0
0.274;7.258;41.8;22.0
0.281;7.146;43.0;22.0
0.289;7.040;44.1;22.0
0.296;7.008;45.3;22.0
0.304;7.014;46.4;22.0
0.312;7.058;47.6;22.0
0.319;7.119;48.7;22.0
0.327;7.136;49.8;22.0
0.335;7.096;51.0;22.0
0.342;7.063;52.1;22.0
0.350;7.013;53.3;22.0
0.357;6.908;54.4;22.0
0.365;6.864;55.5;22.0
0.373;6.830;56.7;22.0
0.380;6.860;57.8;22.0
0.388;6.895;59.0;22.0
0.395;6.913;60.1;22.0
0.403;6.966;61.2;22.0
0.411;6.936;62.4;22.0
0.418;6.895;63.5;22.0
0.426;6.810;64.7;22.0
0.433;6.720;65.8;22.0
0.441;6.694;67.0;22.0
0.449;6.729;68.1;22.0
0.456;6.791;69.2;22.0
0.464;6.813;70.4;22.0
0.472;6.806;71.5;22.0
0.479;6.760;72.7;22.0
0.487;6.626;73.8;22.0
0.494;6.577;74.9;22.0
0.502;6.551;76.1;22.0
0.510;6.580;77.2;22.0
0.517;6.608;78.4;22.0
0.525;6.658;79.5;22.0
0.532;6.663;80.6;22.0
0.540;6.719;81.8;22.0
0.548;6.671;82.9;22.0
0.555;6.560;84.1;22.0
0.563;6.511;85.2;22.0
0.571;6.446;86.4;22.0
0.578;6.455;87.5;22.0
0.586;6.566;88.6;22.0
0.593;6.572;89.8;22.0
0.601;6.609;90.9;22.0
0.609;6.621;92.1;22.0
0.616;6.577;93.2;22.0
0.624;6.518;94.3;22.0
0.631;6.453;95.5;22.0
0.639;6.379;96.6;22.0
0.647;6.367;97.8;22.0
0.654;6.473;98.9;22.0
0.662;6.519;100.1;22.0
0.670;6.520;101.2;22.0
0.677;6.444;102.3;22.0
0.685;6.380;103.5;22.0
0.692;6.329;104.6;22.0
0.700;6.304;105.8;22.0
