ml;pH;sec;°C
0.000;8.121;0.0;23.0
0.000;8.157;0.4;23.0
0.000;8.167;0.8;23.0
0.007;8.236;1.9;23.0
0.015;8.215;3.0;23.0
0.022;8.167;4.2;23.0
0.030;8.091;5.3;23.0
0.038;8.050;6.5;23.0
0.045;8.164;7.6;23.0
0.053;8.180;8.8;23.0
0.060;8.120;9.9;23.0
0.068;8.027;11.0;23.0
0.076;7.974;12.2;23.0
0.083;7.955;13.3;23.0
0.091;7.973;14.5;23.0
0.098;8.036;15.6;23.0
0.106;8.039;16.7;23.0
0.114;7.978;17.9;23.0
0.121;7.951;19.0;23.0
0.129;7.814;20.2;23.0
0.137;7.765;21.3;23.0
0.144;7.772;22.4;23.0
0.152;7.789;23.6;23.0
0.159;7.819;24.7;23.0
0.167;7.823;25.9;23.0
0.175;7.759;27.0;23.0
0.182;7.673;28.1;23.0
0.190;7.513;29.3;23.0
0.197;7.484;30.4;23.0
0.205;7.497;31.6;23.0
0.213;7.480;32.7;23.0
0.220;7.503;33.9;23.0
0.228;7.477;35.0;23.0
0.235;7.409;36.1;23.0
0.243;7.354;37.3;23.0
0.251;7.244;38.4;23.0
0.258;7.188;39.6;23.0
0.266;7.164;40.7;23.0
0.274;7.145;41.8;23.0
0.281;7.161;43.0;23.0
0.289;7.181;44.1;23.0
0.296;7.204;45.3;23.0
0.304;7.186;46.4;23.0
0.312;7.138;47.5;23.0
0.319;7.051;48.7;23.0
0.327;7.006;49.8;23.0
0.334;6.957;51.0;23.0
0.342;6.948;52.1;23.0
0.350;6.965;53.2;23.0
0.357;7.006;54.4;23.0
0.365;7.029;55.5;23.0
0.372;7.022;56.7;23.0
0.380;6.895;57.8;23.0
0.388;6.850;59.0;23.0
0.395;6.886;60.1;23.0
0.403;6.927;61.2;23.0
0.411;6.951;62.4;23.0
0.418;6.905;63.5;23.0
0.426;6.827;64.7;23.0
0.433;6.758;65.8;23.0
0.441;6.734;66.9;23.0
0.449;6.772;68.1;23.0
0.456;6.838;69.2;23.0
0.464;6.897;70.4;23.0
0.471;6.747;71.5;23.0
0.479;6.748;72.7;23.0
0.487;6.669;73.8;23.0
0.494;6.656;74.9;23.0
0.502;6.703;76.1;23.0
0.510;6.760;77.2;23.0
0.517;6.767;78.4;23.0
0.525;6.644;79.5;23.0
0.532;6.597;80.6;23.0
0.540;6.584;81.8;23.0
0.548;6.575;82.9;23.0
0.555;6.620;84.1;23.0
0.563;6.691;85.2;23.0
0.570;6.667;86.4;23.0
0.578;6.551;87.5;23.0
0.586;6.507;88.6;23.0
0.593;6.496;89.8;23.0
0.601;6.544;90.9;23.0
0.609;6.614;92.1;23.0
0.616;6.609;93.2;23.0
0.624;6.577;94.3;23.0
0.631;6.514;95.5;23.0
0.639;6.462;96.6;23.0
0.647;6.415;97.8;23.0
0.654;6.398;98.9;23.0
0.662;6.404;100.1;23.0
0.669;6.434;101.2;23.0
0.677;6.480;102.3;23.0
0.685;6.494;103.5;23.0
0.692;6.503;104.6;23.0
0.700;6.506;105.8;23.0
0.708;6.387;106.9;23.0
0.715;6.319;108.0;23.0
0.723;6.337;109.2;23.0
0.730;6.401;110.3;23.0
0.738;6.392;111.5;23.0
0.746;6.426;112.6;23.0
0.753;6.423;113.7;23.0
0.761;6.384;114.9;23.0
0.768;6.360;116.0;23.0
0.776;6.300;117.2;23.0
0.784;6.246;118.3;23.0
0.791;6.215;119.4;23.0
0.799;6.249;120.6;23.0
0.807;6.294;121.7;23.0
0.814;6.298;122.9;23.0
0.822;6.325;124.0;23.0
0.829;6.300;125.2;23.0
0.837;6.244;126.3;23.0
0.845;6.151;127.4;23.0
0.852;6.182;128.6;23.0
0.860;6.215;129.7;23.0
0.867;6.259;130.9;23.0
0.875;6.262;132.0;23.0
0.883;6.234;133.1;23.0
0.890;6.140;134.3;23.0
0.898;6.084;135.4;23.0
0.906;6.058;136.6;23.0
0.913;6.150;137.7;23.0
0.921;6.184;138.8;23.0
0.928;6.196;140.0;23.0
0.936;6.148;141.1;23.0
0.944;6.077;142.3;23.0
0.951;6.014;143.4;23.0
0.959;6.001;144.6;23.0
0.966;6.049;145.7;23.0
0.974;6.097;146.8;23.0
0.982;6.114;148.0;23.0
0.989;6.109;149.1;23.0
0.997;6.026;150.3;23.0
1.004;5.979;151.4;23.0
1.012;5.929;152.5;23.0
1.020;5.952;153.7;23.0
1.027;6.045;154.8;23.0
1.035;6.053;156.0;23.0
1.043;6.037;157.1;23.0
1.050;5.925;158.3;23.0
1.058;5.884;159.4;23.0
1.065;5.926;160.5;23.0
1.073;5.984;161.7;23.0
1.081;6.000;162.8;23.0
1.088;5.974;164.0;23.0
1.096;5.844;165.1;23.0
1.104;5.822;166.2;23.0
1.111;5.871;167.4;23.0
1.119;5.885;168.5;23.0
1.126;5.961;169.7;23.0
1.134;5.850;170.8;23.0
1.142;5.770;171.9;23.0
1.149;5.755;173.1;23.0
1.157;5.792;174.2;23.0
1.164;5.876;175.4;23.0
1.172;5.932;176.5;23.0
1.180;5.728;177.7;23.0
1.187;5.710;178.8;23.0
1.195;5.721;179.9;23.0
1.203;5.739;181.1;23.0
1.210;5.792;182.2;23.0
1.218;5.813;183.4;23.0
1.225;5.756;184.5;23.0
1.233;5.721;185.6;23.0
1.241;5.639;186.8;23.0
1.248;5.610;187.9;23.0
1.256;5.617;189.1;23.0
1.263;5.675;190.2;23.0
1.271;5.715;191.4;23.0
1.279;5.710;192.5;23.0
1.286;5.692;193.6;23.0
1.294;5.604;194.8;23.0
1.301;5.528;195.9;23.0
1.309;5.519;197.1;23.0
1.317;5.538;198.2;23.0
1.324;5.580;199.3;23.0
1.332;5.590;200.5;23.0
1.340;5.602;201.6;23.0
1.347;5.564;202.8;23.0
1.355;5.517;203.9;23.0
1.362;5.438;205.0;23.0
1.370;5.400;206.2;23.0
1.378;5.404;207.3;23.0
1.385;5.459;208.5;23.0
1.393;5.500;209.6;23.0
1.400;5.470;210.8;23.0
1.408;5.393;211.9;23.0
1.416;5.289;213.0;23.0
1.423;5.306;214.2;23.0
1.431;5.322;215.3;23.0
1.439;5.387;216.5;23.0
1.446;5.368;217.6;23.0
1.454;5.293;218.7;23.0
1.461;5.188;219.9;23.0
1.469;5.160;221.0;23.0
1.477;5.196;222.2;23.0
1.484;5.230;223.3;23.0
1.492;5.247;224.4;23.0
1.499;5.226;225.6;23.0
1.507;5.188;226.7;23.0
1.515;5.108;227.9;23.0
1.522;5.020;229.0;23.0
1.530;4.978;230.2;23.0
1.538;4.994;231.3;23.0
1.545;5.037;232.4;23.0
1.547;5.022;232.8;23.0
1.549;5.027;233.2;23.0
1.551;5.011;233.6;23.0
1.551;5.011;233.6;23.0
1.553;4.995;234.0;23.0
1.555;4.993;234.3;23.0
1.557;4.975;234.7;23.0
1.557;4.975;234.7;23.0
1.559;4.950;235.1;23.0
1.561;4.928;235.5;23.0
1.571;4.707;257.2;23.1
1.581;4.756;268.8;23.1
1.591;4.640;280.4;23.1
1.601;4.548;291.9;23.1
1.611;4.483;303.5;23.1
1.621;4.436;315.1;23.1
1.631;4.405;326.7;23.1
1.641;4.215;338.3;23.1
1.651;4.281;349.9;23.1
1.661;4.080;361.5;23.1
1.671;4.125;373.1;23.1
1.681;3.984;384.7;23.1
1.691;4.034;396.3;23.1
1.701;3.975;407.9;23.1
1.711;3.870;419.5;23.1
1.721;3.796;431.1;23.1
1.731;3.859;442.7;23.1
1.741;3.781;454.3;23.1
1.751;3.664;465.9;23.1
1.761;3.734;477.5;23.1
1.771;3.661;489.1;23.1
1.781;3.587;500.7;23.1
1.791;3.578;512.3;23.1
1.801;3.499;523.9;23.1
1.811;3.636;535.5;23.1
1.821;3.526;547.1;23.1
1.831;3.534;558.7;23.1
1.841;3.561;570.3;23.1
1.851;3.421;581.9;23.1
1.851;3.506;582.1;23.1
1.861;3.411;593.7;23.1
1.861;3.499;596.0;23.1
1.871;3.401;607.6;23.1
1.871;3.513;608.9;23.1
1.881;3.436;620.5;23.1
1.881;3.496;622.8;23.1
1.891;3.336;634.4;23.1
1.891;3.325;644.4;23.1
