ml;pH;sec;°C
0.000;8.139;0.0;21.9
0.000;8.138;0.4;21.9
0.000;8.142;0.8;21.9
0.007;8.102;1.9;21.9
0.015;8.189;3.0;21.9
0.022;8.216;4.2;21.9
0.030;8.250;5.3;21.9
0.038;8.234;6.5;21.9
0.045;8.133;7.6;21.9
0.053;8.040;8.7;21.9
0.060;7.972;9.9;21.9
0.068;8.028;11.0;21.9
0.076;8.122;12.2;21.9
0.083;8.116;13.3;21.9
0.091;8.084;14.5;21.9
0.098;7.940;15.6;21.9
0.106;7.840;16.7;21.9
0.114;7.823;17.9;21.9
0.121;7.872;19.0;21.9
0.129;7.964;20.2;21.9
0.137;7.947;21.3;21.9
0.144;7.864;22.4;21.9
0.152;7.764;23.6;21.9
0.159;7.658;24.7;21.9
0.167;7.596;25.9;21.9
0.175;7.671;27.0;21.9
0.182;7.750;28.2;21.9
0.190;7.715;29.3;21.9
0.197;7.458;30.4;21.9
0.205;7.416;31.6;21.9
0.213;7.351;32.7;21.9
0.220;7.332;33.9;21.9
0.228;7.389;35.0;21.9
0.236;7.399;36.1;21.9
0.243;7.411;37.3;21.9
0.251;7.428;38.4;21.9
0.258;7.212;39.6;21.9
0.266;7.152;40.7;21.9
0.274;7.091;41.8;21.9
0.281;7.092;43.0;21.9
0.289;7.144;44.1;21.9
0.296;7.162;45.3;21.9
0.304;7.207;46.4;21.9
0.312;7.168;47.5;21.9
0.319;7.034;48.7;21.9
0.327;6.924;49.8;21.9
0.334;6.937;51.0;21.9
0.342;7.002;52.1;21.9
0.350;7.049;53.3;21.9
0.357;7.071;54.4;21.9
0.365;7.026;55.5;21.9
0.373;6.954;56.7;21.9
0.380;6.886;57.8;21.9
0.388;6.806;59.0;21.9
0.395;6.797;60.1;21.9
0.403;6.820;61.2;21.9
0.411;6.886;62.4;21.9
0.418;6.942;63.5;21.9
0.426;6.934;64.7;21.9
0.433;6.903;65.8;21.9
0.441;6.843;66.9;21.9
0.449;6.745;68.1;21.9
0.456;6.684;69.2;21.9
0.464;6.662;70.4;21.9
0.471;6.721;71.5;21.9
0.479;6.760;72.6;21.9
0.487;6.795;73.8;21.9
0.494;6.808;74.9;21.9
0.502;6.798;76.1;21.9
0.510;6.712;77.2;21.9
0.517;6.632;78.4;21.9
0.525;6.579;79.5;21.9
0.532;6.673;80.6;21.9
0.540;6.732;81.8;21.9
0.548;6.654;82.9;21.9
0.555;6.567;84.1;21.9
0.563;6.512;85.2;21.9
0.570;6.518;86.3;21.9
0.578;6.576;87.5;21.9
0.586;6.633;88.6;21.9
0.593;6.656;89.8;21.9
0.601;6.559;90.9;21.9
0.609;6.484;92.0;21.9
0.616;6.425;93.2;21.9
0.624;6.509;94.3;21.9
0.631;6.609;95.5;21.9
0.639;6.589;96.6;21.9
0.647;6.486;97.8;21.9
0.654;6.368;98.9;21.9
0.662;6.389;100.0;21.9
0.669;6.460;101.2;21.9
0.677;6.535;102.3;21.9
0.685;6.535;103.5;21.9
0.692;6.463;104.6;21.9
0.700;6.314;105.7;21.9
0.708;6.329;106.9;21.9
0.715;6.422;108.0;21.9
0.723;6.490;109.2;21.9
0.730;6.433;110.3;21.9
0.738;6.367;111.5;21.9
0.746;6.308;112.6;21.9
0.753;6.228;113.7;21.9
0.761;6.261;114.9;21.9
0.768;6.326;116.0;21.9
0.776;6.390;117.2;21.9
0.784;6.412;118.3;21.9
0.791;6.350;119.4;21.9
0.799;6.248;120.6;21.9
0.807;6.149;121.7;21.9
0.814;6.140;122.9;21.9
0.822;6.268;124.0;21.9
0.829;6.353;125.2;21.9
0.837;6.260;126.3;21.9
0.845;6.213;127.4;21.9
0.852;6.119;128.6;21.9
0.860;6.071;129.7;21.9
0.867;6.138;130.9;21.9
0.875;6.242;132.0;21.9
0.883;6.265;133.1;21.9
0.890;6.229;134.3;21.9
0.898;6.099;135.4;21.9
0.906;6.036;136.6;21.9
0.913;6.044;137.7;21.9
0.921;6.140;138.8;21.9
0.928;6.180;140.0;21.9
0.936;6.219;141.1;21.9
0.944;6.178;142.3;21.9
0.951;6.102;143.4;21.9
0.959;6.039;144.5;21.9
0.966;5.968;145.7;21.9
0.974;5.969;146.8;21.9
0.982;6.041;148.0;21.9
0.989;6.086;149.1;21.9
0.997;6.151;150.3;21.9
1.004;6.117;151.4;21.9
1.012;5.979;152.5;21.9
1.020;5.916;153.7;21.9
1.027;6.003;154.8;21.9
1.035;6.065;156.0;21.9
1.043;6.083;157.1;21.9
1.050;5.905;158.2;21.9
1.058;5.859;159.4;21.9
1.065;5.924;160.5;21.9
1.073;6.003;161.7;21.9
1.081;6.040;162.8;21.9
1.088;5.995;164.0;21.9
1.096;5.916;165.1;21.9
1.103;5.823;166.2;21.9
1.111;5.788;167.4;21.9
1.119;5.781;168.5;21.9
1.126;5.831;169.7;21.9
1.134;5.926;170.8;21.9
1.142;5.965;171.9;21.9
1.149;5.928;173.1;21.9
1.157;5.862;174.2;21.9
1.164;5.772;175.4;21.9
1.172;5.718;176.5;21.9
1.180;5.726;177.6;21.9
1.187;5.750;178.8;21.9
1.195;5.817;179.9;21.9
1.202;5.868;181.1;21.9
1.210;5.847;182.2;21.9
1.218;5.763;183.3;21.9
1.225;5.647;184.5;21.9
1.233;5.650;185.6;21.9
1.241;5.662;186.8;21.9
1.248;5.751;187.9;21.9
1.256;5.804;189.1;21.9
1.263;5.762;190.2;21.9
1.271;5.696;191.3;21.9
1.279;5.544;192.5;21.9
1.286;5.518;193.6;21.9
1.294;5.600;194.8;21.9
1.301;5.723;195.9;21.9
1.309;5.679;197.0;21.9
1.317;5.594;198.2;21.9
1.324;5.496;199.3;21.9
1.332;5.433;200.5;21.9
1.340;5.455;201.6;21.9
1.347;5.506;202.8;21.9
1.355;5.611;203.9;21.9
1.362;5.601;205.0;21.9
1.370;5.528;206.2;21.9
1.378;5.461;207.3;21.9
1.385;5.384;208.5;21.9
1.393;5.367;209.6;21.9
1.400;5.438;210.7;21.9
1.408;5.505;211.9;21.9
1.416;5.522;213.0;21.9
1.423;5.459;214.2;21.9
1.431;5.383;215.3;21.9
1.438;5.280;216.4;21.9
1.446;5.220;217.6;21.9
1.454;5.238;218.7;21.9
1.461;5.363;219.9;21.9
1.469;5.354;221.0;21.9
1.477;5.274;222.2;21.9
1.484;5.173;223.3;21.9
1.492;5.113;224.4;21.9
1.499;5.190;225.6;21.9
1.507;5.206;226.7;21.9
1.515;5.241;227.9;21.9
1.519;5.148;228.6;21.9
1.521;5.164;229.0;21.9
1.529;5.111;230.1;21.9
1.536;5.040;231.3;21.9
1.544;4.959;232.4;21.9
1.547;5.119;233.0;21.9
1.549;5.118;233.4;21.9
1.551;5.105;233.8;21.9
1.551;5.105;233.8;21.9
1.553;5.093;234.1;21.9
1.555;5.046;234.5;21.9
1.557;5.020;234.9;21.9
1.557;5.020;234.9;21.9
1.564;4.870;236.0;21.9
1.564;4.976;246.1;22.2
1.564;4.976;246.1;22.2
1.564;4.978;246.5;22.2
1.566;4.986;246.9;22.2
1.568;4.981;247.3;22.2
1.570;4.977;247.6;22.2
1.570;4.977;247.6;22.2
1.572;4.968;248.0;22.2
1.574;4.952;248.4;22.2
1.576;4.923;248.8;22.2
1.586;4.663;270.4;22.2
1.596;4.749;282.0;22.2
1.606;4.626;293.6;22.3
1.616;4.666;305.2;22.2
1.626;4.527;316.8;22.2
1.636;4.515;328.4;22.2
1.646;4.271;340.0;22.2
1.656;4.345;351.6;22.2
1.666;4.218;363.2;22.2
1.676;4.132;374.8;22.2
1.686;4.005;386.4;22.2
1.696;4.130;398.0;22.2
1.706;3.894;409.6;22.3
1.716;3.885;421.2;22.3
1.726;3.971;432.8;22.2
1.736;3.766;444.4;22.3
1.746;3.910;456.0;22.2
1.756;3.668;467.6;22.3
1.766;3.813;479.2;22.2
1.776;3.592;490.8;22.3
1.786;3.570;502.4;22.3
1.796;3.660;514.0;22.2
1.806;3.709;525.6;22.2
1.816;3.586;537.2;22.3
1.826;3.513;548.8;22.2
