ml;pH;sec;°C
0.000;8.068;0.0;23.2
0.000;8.097;0.4;23.2
0.000;8.101;0.8;23.2
0.007;8.153;1.9;23.2
0.015;8.219;3.0;23.2
0.022;8.223;4.2;23.2
0.030;8.190;5.3;23.2
0.038;8.142;6.5;23.2
0.045;8.059;7.6;23.2
0.053;8.019;8.7;23.2
0.060;8.067;9.9;23.2
0.068;8.079;11.0;23.2
0.076;8.108;12.2;23.2
0.083;8.092;13.3;23.2
0.091;8.012;14.5;23.2
0.098;7.928;15.6;23.2
0.106;7.876;16.7;23.2
0.114;7.916;17.9;23.2
0.121;7.922;19.0;23.2
0.129;7.951;20.2;23.2
0.137;7.930;21.3;23.2
0.144;7.894;22.4;23.2
0.152;7.823;23.6;23.2
0.159;7.670;24.7;23.2
0.167;7.637;25.9;23.2
0.175;7.614;27.0;23.2
0.182;7.584;28.1;23.2
0.190;7.631;29.3;23.2
0.197;7.619;30.4;23.2
0.205;7.590;31.6;23.2
0.213;7.533;32.7;23.2
0.220;7.461;33.9;23.2
0.228;7.391;35.0;23.2
0.235;7.318;36.1;23.2
0.243;7.246;37.3;23.2
0.251;7.212;38.4;23.2
0.258;7.207;39.6;23.2
0.266;7.244;40.7;23.2
0.274;7.270;41.8;23.2
0.281;7.234;43.0;23.2
0.289;7.208;44.1;23.2
0.296;7.164;45.3;23.2
0.304;7.145;46.4;23.2
0.312;7.068;47.5;23.2
0.319;7.022;48.7;23.2
0.327;6.969;49.8;23.2
0.334;6.968;51.0;23.2
0.342;6.942;52.1;23.2
0.350;6.956;53.2;23.2
0.357;6.982;54.4;23.2
0.365;7.037;55.5;23.2
0.372;7.026;56.7;23.2
0.380;6.998;57.8;23.2
0.388;6.972;59.0;23.2
0.395;6.931;60.1;23.2
0.403;6.866;61.2;23.2
0.411;6.836;62.4;23.2
0.418;6.764;63.5;23.2
0.426;6.794;64.7;23.2
0.433;6.850;65.8;23.2
0.441;6.881;66.9;23.2
0.449;6.869;68.1;23.2
0.456;6.817;69.2;23.2
0.464;6.725;70.4;23.2
0.471;6.696;71.5;23.2
0.479;6.673;72.6;23.2
0.487;6.663;73.8;23.2
0.494;6.662;74.9;23.2
0.502;6.680;76.1;23.2
0.510;6.734;77.2;23.2
0.517;6.758;78.4;23.2
0.525;6.725;79.5;23.2
0.532;6.690;80.6;23.2
0.540;6.596;81.8;23.2
0.548;6.559;82.9;23.2
0.555;6.561;84.1;23.2
0.563;6.573;85.2;23.2
0.570;6.639;86.3;23.2
0.578;6.663;87.5;23.2
0.586;6.637;88.6;23.2
0.593;6.561;89.8;23.2
0.601;6.509;90.9;23.2
0.608;6.476;92.0;23.2
0.616;6.445;93.2;23.2
0.624;6.436;94.3;23.2
0.631;6.473;95.5;23.2
0.639;6.494;96.6;23.2
0.647;6.509;97.7;23.2
0.654;6.520;98.9;23.2
0.662;6.540;100.0;23.2
0.669;6.513;101.2;23.2
0.677;6.468;102.3;23.2
0.685;6.388;103.5;23.2
0.692;6.344;104.6;23.2
0.700;6.337;105.7;23.2
0.707;6.368;106.9;23.2
0.715;6.387;108.0;23.2
0.723;6.404;109.2;23.2
0.730;6.449;110.3;23.2
0.738;6.444;111.4;23.2
0.746;6.360;112.6;23.2
0.753;6.315;113.7;23.2
0.761;6.247;114.9;23.2
0.768;6.242;116.0;23.2
0.776;6.257;117.1;23.2
0.784;6.258;118.3;23.2
0.791;6.300;119.4;23.2
0.799;6.354;120.6;23.2
0.806;6.355;121.7;23.2
0.814;6.311;122.9;23.2
0.822;6.204;124.0;23.2
0.829;6.161;125.1;23.2
0.837;6.161;126.3;23.2
0.845;6.208;127.4;23.2
0.852;6.230;128.6;23.2
0.860;6.259;129.7;23.2
0.867;6.277;130.8;23.2
0.875;6.213;132.0;23.2
0.883;6.125;133.1;23.2
0.890;6.076;134.3;23.2
0.898;6.118;135.4;23.2
0.905;6.182;136.6;23.2
0.913;6.216;137.7;23.2
0.921;6.206;138.8;23.2
0.928;6.171;140.0;23.2
0.936;6.122;141.1;23.2
0.943;6.048;142.3;23.2
0.951;6.013;143.4;23.2
0.959;6.034;144.5;23.2
0.966;6.126;145.7;23.2
0.974;6.149;146.8;23.2
0.982;6.200;148.0;23.2
0.989;5.960;149.1;23.2
0.997;5.969;150.2;23.2
