ml;pH;sec;°C
0.000;8.057;0.0;22.9
0.000;8.070;0.4;22.9
0.000;8.075;0.8;22.9
0.007;8.123;1.9;22.9
0.015;8.138;3.0;22.9
0.022;8.180;4.2;22.9
0.030;8.190;5.3;22.9
0.037;8.175;6.5;22.9
0.045;8.131;7.6;22.9
0.053;8.082;8.7;22.9
0.060;8.018;9.9;22.9
0.068;7.985;11.0;22.9
0.076;7.957;12.2;22.9
0.083;7.968;13.3;22.9
0.091;7.971;14.4;22.9
0.098;7.968;15.6;22.9
0.106;7.992;16.7;22.9
0.114;7.999;17.9;22.9
0.121;7.972;19.0;22.9
0.129;7.908;20.2;22.9
0.136;7.828;21.3;22.9
0.144;7.776;22.4;22.9
0.152;7.730;23.6;22.9
0.159;7.695;24.7;22.9
0.167;7.661;25.9;22.9
0.174;7.685;27.0;22.9
0.182;7.693;28.1;22.9
0.190;7.685;29.3;22.9
0.197;7.612;30.4;22.9
0.205;7.527;31.6;22.9
0.213;7.437;32.7;22.9
0.220;7.369;33.8;22.9
0.228;7.328;35.0;22.9
0.235;7.317;36.1;22.9
0.243;7.346;37.3;22.9
0.251;7.398;38.4;22.9
0.258;7.355;39.5;22.9
0.266;7.275;40.7;22.9
0.273;7.220;41.8;22.9
0.281;7.139;43.0;22.9
0.289;7.081;44.1;22.9
0.296;7.063;45.3;22.9
0.304;7.052;46.4;22.9
0.311;7.059;47.5;22.9
0.319;7.113;48.7;22.9
0.327;7.085;49.8;22.9
0.334;7.049;51.0;22.9
0.342;6.987;52.1;22.9
0.350;6.916;53.2;22.9
0.357;6.907;54.4;22.9
0.365;6.890;55.5;22.9
0.372;6.888;56.7;22.9
0.380;6.921;57.8;22.9
0.388;6.938;58.9;22.9
0.395;6.938;60.1;22.9
0.403;6.888;61.2;22.9
0.410;6.840;62.4;22.9
0.418;6.785;63.5;22.9
0.426;6.740;64.7;22.9
0.433;6.738;65.8;22.9
0.441;6.756;66.9;22.9
0.449;6.780;68.1;22.9
0.456;6.807;69.2;22.9
0.464;6.796;70.4;22.9
0.471;6.764;71.5;22.9
0.479;6.682;72.6;22.9
0.487;6.651;73.8;22.9
0.494;6.661;74.9;22.9
0.502;6.680;76.1;22.9
0.509;6.732;77.2;22.9
0.517;6.714;78.3;22.9
0.525;6.684;79.5;22.9
0.532;6.631;80.6;22.9
0.540;6.615;81.8;22.9
0.548;6.570;82.9;22.9
0.555;6.543;84.0;22.9
0.563;6.538;85.2;22.9
0.570;6.559;86.3;22.9
0.578;6.567;87.5;22.9
0.586;6.583;88.6;22.9
0.593;6.591;89.8;22.9
0.601;6.585;90.9;22.9
0.608;6.500;92.0;22.9
0.616;6.458;93.2;22.9
0.624;6.453;94.3;22.9
0.631;6.446;95.5;22.9
0.639;6.440;96.6;22.9
0.646;6.454;97.7;22.9
0.654;6.491;98.9;22.9
0.662;6.496;100.0;22.9
0.669;6.488;101.2;22.9
0.677;6.444;102.3;22.9
0.685;6.431;103.4;22.9
0.692;6.387;104.6;22.9
0.700;6.346;105.7;22.9
0.707;6.335;106.9;22.9
0.715;6.327;108.0;22.9
0.723;6.338;109.1;22.9
0.730;6.338;110.3;22.9
0.738;6.373;111.4;22.9
0.745;6.388;112.6;22.9
0.753;6.375;113.7;22.9
0.761;6.323;114.9;22.9
0.768;6.341;116.0;22.9
0.776;6.300;117.1;22.9
0.783;6.248;118.3;22.9
0.791;6.220;119.4;22.9
0.799;6.221;120.6;22.9
0.806;6.250;121.7;22.9
0.814;6.250;122.8;22.9
0.822;6.272;124.0;22.9
0.829;6.271;125.1;22.9
0.837;6.257;126.3;22.9
0.844;6.218;127.4;22.9
0.852;6.178;128.5;22.9
0.860;6.160;129.7;22.9
0.867;6.136;130.8;22.9
0.875;6.118;132.0;22.9
0.882;6.129;133.1;22.9
0.890;6.135;134.2;22.9
0.898;6.148;135.4;22.9
0.905;6.155;136.5;22.9
0.913;6.171;137.7;22.9
0.920;6.149;138.8;22.9
0.928;6.123;139.9;22.9
0.936;6.099;141.1;22.9
0.943;6.074;142.2;22.9
0.951;6.055;143.4;22.9
0.959;6.012;144.5;22.9
0.966;5.990;145.7;22.9
0.974;6.001;146.8;22.9
0.981;6.014;147.9;22.9
0.989;6.006;149.1;22.9
0.997;6.028;150.2;22.9
1.004;6.043;151.4;22.9
1.012;6.035;152.5;22.9
1.019;6.010;153.6;22.9
1.027;5.950;154.8;22.9
1.035;5.941;155.9;22.9
1.042;5.887;157.1;22.9
1.050;5.874;158.2;22.9
1.057;5.894;159.3;22.9
1.065;5.910;160.5;22.9
1.073;5.910;161.6;22.9
1.080;5.905;162.8;22.9
1.088;5.934;163.9;22.9
1.096;5.930;165.1;22.9
1.103;5.900;166.2;22.9
1.111;5.868;167.3;22.9
1.118;5.861;168.5;22.9
1.126;5.837;169.6;22.9
1.134;5.803;170.8;22.9
1.141;5.794;171.9;22.9
1.149;5.813;173.0;22.9
1.156;5.814;174.2;22.9
1.164;5.819;175.3;22.9
1.172;5.807;176.5;22.9
1.179;5.782;177.6;22.9
1.187;5.773;178.7;22.9
1.194;5.735;179.9;22.9
1.202;5.697;181.0;22.9
