ml;pH;sec;°C
0.000;8.173;0.0;22.7
0.000;8.165;0.4;22.7
0.000;8.171;0.8;22.7
0.007;8.137;1.9;22.7
0.015;8.102;3.0;22.7
0.022;8.089;4.2;22.7
0.030;8.109;5.3;22.7
0.038;8.166;6.5;22.7
0.045;8.165;7.6;22.7
0.053;8.181;8.7;22.7
0.060;8.188;9.9;22.7
0.068;8.149;11.0;22.7
0.076;8.088;12.2;22.7
0.083;7.985;13.3;22.7
0.091;7.966;14.5;22.7
0.098;7.967;15.6;22.7
0.106;7.985;16.7;22.7
0.114;7.986;17.9;22.7
0.121;8.027;19.0;22.7
0.129;7.999;20.2;22.7
0.137;7.949;21.3;22.7
0.144;7.906;22.4;22.7
0.152;7.781;23.6;22.7
0.159;7.729;24.7;22.7
0.167;7.704;25.9;22.7
0.175;7.712;27.0;22.7
0.182;7.733;28.1;22.7
0.190;7.733;29.3;22.7
0.197;7.691;30.4;22.7
0.205;7.612;31.6;22.7
0.213;7.531;32.7;22.7
0.220;7.442;33.9;22.7
0.228;7.379;35.0;22.7
0.235;7.331;36.1;22.7
0.243;7.335;37.3;22.7
0.251;7.349;38.4;22.7
0.258;7.364;39.6;22.7
0.266;7.338;40.7;22.7
0.274;7.302;41.8;22.7
0.281;7.238;43.0;22.7
0.289;7.132;44.1;22.7
0.296;7.068;45.3;22.7
0.304;7.060;46.4;22.7
0.312;7.094;47.5;22.7
0.319;7.148;48.7;22.7
0.327;7.133;49.8;22.7
0.334;7.536;51.0;22.7
0.342;6.922;52.1;22.7
0.350;6.929;53.3;22.7
0.357;6.907;54.4;22.7
0.365;6.911;55.5;22.7
0.373;6.939;56.7;22.7
0.380;7.001;57.8;22.7
0.388;6.997;59.0;22.7
0.395;6.998;60.1;22.7
0.403;6.921;61.2;22.7
0.411;6.832;62.4;22.7
0.418;6.783;63.5;22.7
0.426;6.792;64.7;22.7
0.433;6.818;65.8;22.7
0.441;6.860;66.9;22.7
0.449;6.858;68.1;22.7
0.456;6.863;69.2;22.7
0.464;6.753;70.4;22.7
0.472;6.683;71.5;22.7
0.479;6.671;72.7;22.7
0.487;6.700;73.8;22.7
0.494;6.737;74.9;22.7
0.502;6.747;76.1;22.7
0.510;6.773;77.2;22.7
0.517;6.822;78.4;22.7
0.525;6.726;79.5;22.7
0.532;6.623;80.6;22.7
0.540;6.596;81.8;22.7
0.548;6.555;82.9;22.7
0.555;6.507;84.1;22.7
0.563;6.503;85.2;22.7
0.570;6.539;86.3;22.7
0.578;6.605;87.5;22.7
0.586;6.629;88.6;22.7
0.593;6.634;89.8;22.7
0.601;6.583;90.9;22.7
0.609;6.505;92.0;22.7
0.616;6.443;93.2;22.7
0.624;6.454;94.3;22.7
0.631;6.493;95.5;22.7
0.639;6.550;96.6;22.7
0.647;6.563;97.8;22.7
0.654;6.486;98.9;22.7
0.662;6.405;100.0;22.7
0.669;6.375;101.2;22.7
0.677;6.357;102.3;22.7
0.685;6.381;103.5;22.7
0.692;6.434;104.6;22.7
0.700;6.481;105.7;22.7
0.707;6.456;106.9;22.7
0.715;6.363;108.0;22.7
0.723;6.338;109.2;22.7
0.730;6.292;110.3;22.7
0.738;6.266;111.4;22.7
0.746;6.289;112.6;22.7
0.753;6.298;113.7;22.7
0.761;6.341;114.9;22.7
0.768;6.369;116.0;22.7
0.776;6.373;117.1;22.7
0.784;6.376;118.3;22.7
0.791;6.355;119.4;22.7
0.799;6.301;120.6;22.7
0.806;6.210;121.7;22.7
0.814;6.174;122.9;22.7
0.822;6.166;124.0;22.7
0.829;6.181;125.1;22.7
0.837;6.192;126.3;22.7
0.845;6.261;127.4;22.7
0.852;6.290;128.6;22.7
0.860;6.285;129.7;22.7
0.867;6.233;130.8;22.7
0.875;6.202;132.0;22.7
0.883;6.112;133.1;22.7
0.890;6.082;134.3;22.7
0.898;6.076;135.4;22.7
0.905;6.099;136.5;22.7
0.913;6.182;137.7;22.7
0.921;6.188;138.8;22.7
0.928;6.157;140.0;22.7
0.936;6.097;141.1;22.7
0.943;6.055;142.3;22.7
0.951;6.006;143.4;22.7
0.959;6.009;144.5;22.7
0.966;6.015;145.7;22.7
0.974;6.081;146.8;22.7
0.982;6.120;148.0;22.7
0.989;6.105;149.1;22.7
0.997;6.047;150.2;22.7
1.004;6.010;151.4;22.7
1.012;5.934;152.5;22.7
1.020;5.911;153.7;22.7
1.027;5.947;154.8;22.7
1.035;6.014;155.9;22.7
1.042;6.033;157.1;22.7
1.050;6.008;158.2;22.7
1.058;5.935;159.4;22.7
1.065;5.854;160.5;22.7
