ml;pH;sec;°C
0.000;8.458;0.0;21.3
0.000;8.440;0.4;21.3
0.000;8.423;0.8;21.3
0.007;8.362;1.9;21.3
0.015;8.318;3.0;21.3
0.022;8.277;4.2;21.3
0.030;8.284;5.3;21.3
0.038;8.342;6.5;21.3
0.045;8.389;7.6;21.3
0.053;8.415;8.7;21.3
0.060;8.418;9.9;21.3
0.068;8.349;11.0;21.3
0.076;8.281;12.2;21.3
0.083;8.175;13.3;21.3
0.091;8.090;14.5;21.3
0.098;8.043;15.6;21.3
0.106;8.001;16.7;21.3
0.114;8.052;17.9;21.3
0.121;8.082;19.0;21.3
0.129;8.110;20.2;21.3
0.137;8.033;21.3;21.3
0.144;7.884;22.4;21.3
0.152;7.779;23.6;21.3
0.159;7.711;24.7;21.3
0.167;7.678;25.9;21.3
0.175;7.685;27.0;21.3
0.182;7.704;28.1;21.3
0.190;7.742;29.3;21.3
0.197;7.632;30.4;21.3
0.205;7.553;31.6;21.3
0.213;7.485;32.7;21.3
0.220;7.367;33.9;21.3
0.228;7.313;35.0;21.3
0.235;7.226;36.1;21.3
0.243;7.236;37.3;21.3
0.251;7.312;38.4;21.3
0.258;7.318;39.6;21.3
0.266;7.353;40.7;21.3
0.274;7.314;41.8;21.3
0.281;7.224;43.0;21.3
0.289;7.171;44.1;21.3
0.296;7.091;45.3;21.3
0.304;7.003;46.4;21.3
0.312;6.957;47.5;21.3
0.319;6.981;48.7;21.3
0.327;7.050;49.8;21.3
0.334;7.135;51.0;21.3
0.342;7.111;52.1;21.3
0.350;7.060;53.2;21.3
0.357;7.016;54.4;21.3
0.365;6.911;55.5;21.3
0.372;6.831;56.7;21.3
0.380;6.788;57.8;21.3
0.388;6.835;59.0;21.3
0.395;6.889;60.1;21.3
0.403;6.895;61.2;21.3
0.411;6.886;62.4;21.3
0.418;6.838;63.5;21.3
0.426;6.651;64.7;21.3
0.433;6.656;65.8;21.3
0.441;6.708;66.9;21.3
0.449;6.766;68.1;21.3
0.456;6.812;69.2;21.3
0.464;6.803;70.4;21.3
0.471;6.754;71.5;21.3
0.479;6.662;72.6;21.3
0.487;6.563;73.8;21.3
0.494;6.532;74.9;21.3
0.502;6.561;76.1;21.3
0.510;6.608;77.2;21.3
0.517;6.703;78.4;21.3
0.525;6.704;79.5;21.3
0.532;6.622;80.6;21.3
0.540;6.561;81.8;21.3
0.548;6.418;82.9;21.3
0.555;6.500;84.1;21.3
0.563;6.587;85.2;21.3
0.570;6.611;86.3;21.3
0.578;6.519;87.5;21.3
0.586;6.422;88.6;21.3
0.593;6.361;89.8;21.3
0.601;6.325;90.9;21.3
0.609;6.367;92.0;21.3
0.616;6.418;93.2;21.3
0.624;6.487;94.3;21.3
0.631;6.492;95.5;21.3
0.639;6.461;96.6;21.3
0.647;6.401;97.8;21.3
0.654;6.311;98.9;21.3
0.662;6.231;100.0;21.3
0.669;6.242;101.2;21.3
0.677;6.249;102.3;21.3
0.685;6.305;103.5;21.3
0.692;6.335;104.6;21.3
0.700;6.360;105.7;21.3
0.707;6.359;106.9;21.3
0.715;6.364;108.0;21.3
0.723;6.326;109.2;21.3
0.730;6.225;110.3;21.3
0.738;6.157;111.4;21.3
0.746;6.119;112.6;21.3
0.753;6.121;113.7;21.3
0.761;6.146;114.9;21.3
0.768;6.279;116.0;21.3
