ml;pH;sec;°C
0.000;8.245;0.0;22.0
0.000;8.257;0.4;22.0
0.000;8.296;0.8;22.0
0.007;8.327;1.9;22.0
0.015;8.300;3.0;22.0
0.022;8.227;4.2;22.0
0.030;8.157;5.3;22.0
0.038;8.096;6.5;22.0
0.045;8.018;7.6;22.0
0.053;8.114;8.7;22.0
0.060;8.140;9.9;22.0
0.068;8.163;11.0;22.0
0.076;8.158;12.2;22.0
0.083;8.132;13.3;22.0
0.091;8.029;14.4;22.0
0.098;7.880;15.6;22.0
0.106;7.845;16.7;22.0
0.114;7.847;17.9;22.0
0.121;7.839;19.0;22.0
0.129;7.870;20.2;22.0
0.136;7.868;21.3;22.0
0.144;7.848;22.4;22.0
0.152;7.787;23.6;22.0
0.159;7.732;24.7;22.0
0.167;7.633;25.9;22.0
0.175;7.547;27.0;22.0
0.182;7.449;28.1;22.0
0.190;7.383;29.3;22.0
0.197;7.343;30.4;22.0
0.205;7.377;31.6;22.0
0.213;7.392;32.7;22.0
0.220;7.390;33.8;22.0
0.228;7.386;35.0;22.0
0.235;7.387;36.1;22.0
0.243;7.337;37.3;22.0
0.251;7.130;38.4;22.0
0.258;7.063;39.5;22.0
0.266;7.067;40.7;22.0
0.273;7.041;41.8;22.0
0.281;7.093;43.0;22.0
0.289;7.107;44.1;22.0
0.296;7.158;45.3;22.0
0.304;7.144;46.4;22.0
0.312;7.116;47.5;22.0
0.319;7.069;48.7;22.0
0.327;7.034;49.8;22.0
0.334;6.957;51.0;22.0
0.342;6.899;52.1;22.0
0.350;6.845;53.2;22.0
0.357;6.842;54.4;22.0
0.365;6.943;55.5;22.0
0.372;6.954;56.7;22.0
0.380;6.948;57.8;22.0
0.388;6.946;58.9;22.0
0.395;6.896;60.1;22.0
0.403;6.846;61.2;22.0
0.410;6.768;62.4;22.0
0.418;6.716;63.5;22.0
0.426;6.697;64.6;22.0
0.433;6.705;65.8;22.0
0.441;6.707;66.9;22.0
0.448;6.755;68.1;22.0
0.456;6.776;69.2;22.0
0.464;6.787;70.3;22.0
0.471;6.730;71.5;22.0
0.479;6.690;72.6;22.0
0.487;6.650;73.8;22.0
0.494;6.579;74.9;22.0
0.502;6.534;76.0;22.0
0.509;6.532;77.2;22.0
0.517;6.548;78.3;22.0
0.525;6.563;79.5;22.0
0.532;6.601;80.6;22.0
0.540;6.646;81.7;22.0
0.547;6.631;82.9;22.0
0.555;6.595;84.0;22.0
0.563;6.540;85.2;22.0
0.570;6.474;86.3;22.0
0.578;6.433;87.5;22.0
0.585;6.392;88.6;22.0
0.593;6.403;89.7;22.0
0.601;6.450;90.9;22.0
0.608;6.480;92.0;22.0
0.616;6.496;93.2;22.0
0.624;6.488;94.3;22.0
0.631;6.436;95.4;22.0
0.639;6.340;96.6;22.0
0.646;6.303;97.7;22.0
0.654;6.276;98.9;22.0
0.662;6.294;100.0;22.0
0.669;6.337;101.1;22.0
0.677;6.379;102.3;22.0
0.684;6.386;103.4;22.0
0.692;6.389;104.6;22.0
0.700;6.364;105.7;22.0
0.707;6.286;106.8;22.0
0.715;6.279;108.0;22.0
0.722;6.229;109.1;22.0
0.730;6.165;110.3;22.0
0.738;6.154;111.4;22.0
0.745;6.218;112.5;22.0
0.753;6.240;113.7;22.0
0.760;6.270;114.8;22.0
0.768;6.251;116.0;22.0
0.776;6.208;117.1;22.0
0.783;6.100;118.3;22.0
0.791;6.078;119.4;22.0
0.799;6.112;120.5;22.0
0.806;6.142;121.7;22.0
0.814;6.157;122.8;22.0
0.821;6.193;124.0;22.0
0.829;6.162;125.1;22.0
0.837;6.109;126.2;22.0
0.844;6.014;127.4;22.0
0.852;5.973;128.5;22.0
0.859;5.971;129.7;22.0
0.867;5.967;130.8;22.0
0.875;5.991;131.9;22.0
0.882;6.016;133.1;22.0
0.890;6.049;134.2;22.0
0.897;6.042;135.4;22.0
0.905;5.997;136.5;22.0
0.913;5.948;137.6;22.0
0.920;5.900;138.8;22.0
0.928;5.810;139.9;22.0
0.936;5.779;141.1;22.0
0.943;5.816;142.2;22.0
0.951;5.872;143.3;22.0
0.958;5.914;144.5;22.0
0.966;5.880;145.6;22.0
0.974;5.876;146.8;22.0
0.981;5.823;147.9;22.0
0.989;5.755;149.1;22.0
0.996;5.708;150.2;22.0
1.004;5.752;151.3;22.0
1.012;5.796;152.5;22.0
1.019;5.808;153.6;22.0
1.027;5.815;154.8;22.0
1.034;5.771;155.9;22.0
1.042;5.712;157.0;22.0
1.050;5.632;158.2;22.0
1.057;5.634;159.3;22.0
1.065;5.656;160.5;22.0
1.073;5.699;161.6;22.0
1.080;5.712;162.7;22.0
1.088;5.703;163.9;22.0
1.095;5.676;165.0;22.0
1.103;5.602;166.2;22.0
1.111;5.546;167.3;22.0
1.118;5.490;168.4;22.0
1.126;5.490;169.6;22.0
1.133;5.468;170.7;22.0
1.141;5.454;171.9;22.0
1.149;5.571;173.0;22.0
1.156;5.534;174.1;22.0
1.164;5.514;175.3;22.0
1.171;5.485;176.4;22.0
1.179;5.423;177.6;22.0
1.187;5.370;178.7;22.0
1.194;5.302;179.8;22.0
1.202;5.269;181.0;22.0
1.210;5.256;182.1;22.0
1.217;5.289;183.3;22.0
1.225;5.290;184.4;22.0
