ml;pH;sec;°C
0.000;8.299;0.0;21.9
0.000;8.331;0.4;21.9
0.000;8.341;0.8;21.9
0.007;8.298;1.9;21.9
0.015;8.367;3.0;21.9
0.022;8.258;4.2;21.9
0.030;8.170;5.3;21.9
0.038;8.116;6.5;21.9
0.045;8.068;7.6;21.9
0.053;8.054;8.8;21.9
0.060;8.072;9.9;21.9
0.068;8.089;11.0;21.9
0.076;8.152;12.2;21.9
0.083;8.170;13.3;21.9
0.091;8.135;14.5;21.9
0.098;8.118;15.6;21.9
0.106;8.033;16.7;21.9
0.114;7.968;17.9;21.9
0.121;7.829;19.0;21.9
0.129;7.767;20.2;21.9
0.137;7.705;21.3;21.9
0.144;7.720;22.4;21.9
0.152;7.639;23.6;21.9
0.159;7.672;24.7;21.9
0.167;7.674;25.9;21.9
0.175;7.654;27.0;21.9
0.182;7.618;28.2;21.9
0.190;7.509;29.3;21.9
0.197;7.404;30.4;21.9
0.205;7.316;31.6;21.9
0.213;7.264;32.7;21.9
0.220;7.196;33.9;21.9
0.228;6.960;35.0;21.9
0.236;7.071;36.1;21.9
0.243;7.122;37.3;21.9
0.251;7.184;38.4;21.9
0.258;7.149;39.6;21.9
0.266;7.005;40.7;21.9
0.274;6.946;41.8;21.9
0.281;6.914;43.0;21.9
0.289;6.922;44.1;21.9
0.296;6.947;45.3;21.9
0.304;7.073;46.4;21.9
0.312;7.076;47.6;21.9
0.319;7.039;48.7;21.9
0.327;7.032;49.8;21.9
0.335;6.938;51.0;21.9
0.342;6.813;52.1;21.9
0.350;6.780;53.3;21.9
0.357;6.818;54.4;21.9
0.365;6.816;55.5;21.9
0.373;6.886;56.7;21.9
0.380;6.901;57.8;21.9
0.388;6.936;59.0;21.9
0.395;6.901;60.1;21.9
0.403;6.834;61.3;21.9
0.411;6.817;62.4;21.9
0.418;6.702;63.5;21.9
0.426;6.688;64.7;21.9
0.434;6.613;65.8;21.9
0.441;6.582;67.0;21.9
0.449;6.581;68.1;21.9
0.456;6.498;69.2;21.9
0.464;6.609;70.4;21.9
0.472;6.661;71.5;21.9
0.479;6.685;72.7;21.9
0.487;6.680;73.8;21.9
0.494;6.599;74.9;21.9
0.502;6.553;76.1;21.9
0.510;6.500;77.2;21.9
0.517;6.472;78.4;21.9
0.525;6.439;79.5;21.9
0.532;6.425;80.7;21.9
0.540;6.550;81.8;21.9
0.548;6.613;82.9;21.9
0.555;6.623;84.1;21.9
0.563;6.582;85.2;21.9
0.571;6.498;86.4;21.9
0.578;6.386;87.5;21.9
0.586;6.363;88.6;21.9
0.593;6.340;89.8;21.9
0.601;6.288;90.9;21.9
0.609;6.276;92.1;21.9
0.616;6.215;93.2;21.9
0.624;6.187;94.3;21.9
0.631;6.183;95.5;21.9
0.639;6.244;96.6;21.9
0.647;6.223;97.8;21.9
0.654;6.208;98.9;21.9
0.662;6.240;100.0;21.9
0.670;6.305;101.2;21.9
0.677;6.323;102.3;21.9
0.685;6.301;103.5;21.9
0.692;6.245;104.6;21.9
0.700;6.199;105.8;21.9
0.708;6.146;106.9;21.9
0.715;6.056;108.0;21.9
0.723;6.054;109.2;21.9
0.730;6.050;110.3;21.9
0.738;6.084;111.5;21.9
0.746;6.089;112.6;21.9
0.753;6.141;113.7;21.9
0.761;6.152;114.9;21.9
0.768;6.002;116.0;21.9
0.776;6.032;117.2;21.9
