ml;pH;sec;°C
0.000;8.550;0.0;21.3
0.000;8.543;0.4;21.3
0.000;8.538;0.8;21.3
0.007;8.457;1.9;21.3
0.015;8.335;3.0;21.3
0.022;8.295;4.2;21.3
0.030;8.299;5.3;21.3
0.037;8.399;6.5;21.3
0.045;8.390;7.6;21.3
0.053;8.418;8.8;21.3
0.060;8.295;9.9;21.3
0.068;8.231;11.0;21.3
0.076;8.127;12.2;21.3
0.083;8.153;13.3;21.3
0.091;8.197;14.5;21.3
0.098;8.235;15.6;21.3
0.106;8.201;16.7;21.3
0.114;8.143;17.9;21.3
0.121;8.025;19.0;21.3
0.129;7.882;20.2;21.3
0.136;7.830;21.3;21.3
0.144;7.875;22.4;21.3
0.152;7.942;23.6;21.3
0.159;7.917;24.7;21.3
0.167;7.728;25.9;21.3
0.175;7.655;27.0;21.3
0.182;7.574;28.2;21.3
0.190;7.607;29.3;21.3
0.197;7.657;30.4;21.3
0.205;7.635;31.6;21.3
0.213;7.564;32.7;21.3
0.220;7.487;33.9;21.3
0.228;7.360;35.0;21.3
0.235;7.300;36.1;21.3
0.243;7.233;37.3;21.3
0.251;7.290;38.4;21.3
0.258;7.333;39.6;21.3
0.266;7.359;40.7;21.3
0.274;7.330;41.8;21.3
0.281;7.220;43.0;21.3
0.289;7.106;44.1;21.3
0.296;7.031;45.3;21.3
0.304;7.036;46.4;21.3
0.312;7.049;47.6;21.3
0.319;7.138;48.7;21.3
0.327;7.168;49.8;21.3
0.334;7.130;51.0;21.3
0.342;7.029;52.1;21.3
0.350;6.951;53.3;21.3
0.357;6.872;54.4;21.3
0.365;6.890;55.5;21.3
0.373;6.949;56.7;21.3
0.380;7.023;57.8;21.3
0.388;7.005;59.0;21.3
0.395;6.916;60.1;21.3
0.403;6.850;61.2;21.3
0.411;6.764;62.4;21.3
0.418;6.752;63.5;21.3
0.426;6.791;64.7;21.3
0.433;6.895;65.8;21.3
0.441;6.885;67.0;21.3
0.449;6.853;68.1;21.3
0.456;6.747;69.2;21.3
0.464;6.656;70.4;21.3
0.471;6.620;71.5;21.3
0.479;6.699;72.7;21.3
0.487;6.811;73.8;21.3
0.494;6.781;74.9;21.3
0.502;6.651;76.1;21.3
0.510;6.579;77.2;21.3
0.517;6.537;78.4;21.3
0.525;6.580;79.5;21.3
0.532;6.687;80.7;21.3
0.540;6.695;81.8;21.3
0.548;6.608;82.9;21.3
0.555;6.489;84.1;21.3
0.563;6.439;85.2;21.3
0.571;6.483;86.4;21.3
0.578;6.510;87.5;21.3
0.586;6.584;88.6;21.3
0.593;6.619;89.8;21.3
0.601;6.573;90.9;21.3
0.609;6.540;92.1;21.3
0.616;6.484;93.2;21.3
0.624;6.440;94.3;21.3
0.631;6.347;95.5;21.3
0.639;6.314;96.6;21.3
0.647;6.298;97.8;21.3
0.654;6.304;98.9;21.3
0.662;6.420;100.0;21.3
0.669;6.474;101.2;21.3
0.677;6.472;102.3;21.3
0.685;6.439;103.5;21.3
0.692;6.405;104.6;21.3
0.700;6.309;105.7;21.3
0.707;6.226;106.9;21.3
0.715;6.201;108.0;21.3
0.723;6.255;109.2;21.3
0.730;6.344;110.3;21.3
0.738;6.353;111.5;21.3
0.746;6.318;112.6;21.3
0.753;6.216;113.7;21.3
0.761;6.139;114.9;21.3
0.768;6.094;116.0;21.3
0.776;6.149;117.2;21.3
0.784;6.185;118.3;21.3
0.791;6.250;119.4;21.3
0.799;6.261;120.6;21.3
0.806;6.265;121.7;21.3
0.814;6.206;122.9;21.3
0.822;6.107;124.0;21.3
0.829;6.039;125.1;21.3
0.837;6.006;126.3;21.3
0.845;6.000;127.4;21.3
0.852;6.101;128.6;21.3
0.860;6.174;129.7;21.3
0.867;6.163;130.8;21.3
0.875;6.082;132.0;21.3
0.883;6.003;133.1;21.3
0.890;5.922;134.3;21.3
0.898;5.938;135.4;21.3
0.905;6.001;136.6;21.3
0.913;6.075;137.7;21.3
0.921;6.081;138.8;21.3
0.928;6.041;140.0;21.3
0.936;5.961;141.1;21.3
0.943;5.887;142.3;21.3
