ml;pH;sec;°C
0.000;8.304;0.0;19.9
0.000;8.252;0.4;19.9
0.000;8.223;0.8;19.9
0.007;8.139;1.9;19.9
0.015;7.993;3.0;19.9
0.022;7.984;4.2;19.9
0.030;8.090;5.3;19.9
0.038;8.180;6.5;19.9
0.045;8.243;7.6;19.9
0.053;8.256;8.7;19.9
0.060;8.184;9.9;19.9
0.068;8.114;11.0;19.9
0.076;7.919;12.2;19.9
0.083;7.812;13.3;19.9
0.091;7.941;14.4;19.9
0.098;8.045;15.6;19.9
0.106;8.090;16.7;19.9
0.114;7.890;17.9;19.9
0.121;7.768;19.0;19.9
0.129;7.688;20.1;19.9
0.136;7.715;21.3;19.9
0.144;7.905;22.4;19.9
0.152;7.917;23.6;19.9
0.159;7.838;24.7;19.9
0.167;7.702;25.9;19.9
0.175;7.449;27.0;19.9
0.182;7.450;28.1;19.9
0.190;7.535;29.3;19.9
0.197;7.624;30.4;19.9
0.205;7.614;31.6;19.9
0.213;7.545;32.7;19.9
0.220;7.384;33.8;19.9
0.228;7.237;35.0;19.9
0.235;7.141;36.1;19.9
0.243;7.112;37.3;19.9
0.251;7.176;38.4;19.9
0.258;7.301;39.5;19.9
0.266;7.333;40.7;19.9
0.273;7.326;41.8;19.9
0.281;7.176;43.0;19.9
0.289;7.018;44.1;19.9
0.296;6.915;45.2;19.9
0.304;6.934;46.4;19.9
0.312;7.104;47.5;19.9
0.319;7.192;48.7;19.9
0.327;7.140;49.8;19.9
0.334;7.043;51.0;19.9
0.342;6.846;52.1;19.9
0.350;6.794;53.2;19.9
0.357;6.773;54.4;19.9
0.365;6.867;55.5;19.9
0.372;7.029;56.7;19.9
0.380;6.974;57.8;19.9
0.388;6.862;58.9;19.9
0.395;6.721;60.1;19.9
0.403;6.671;61.2;19.9
0.411;6.745;62.4;19.9
0.418;6.907;63.5;19.9
0.426;6.937;64.6;19.9
0.433;6.850;65.8;19.9
0.441;6.682;66.9;19.9
0.449;6.591;68.1;19.9
0.456;6.574;69.2;19.9
0.464;6.776;70.4;19.9
0.471;6.849;71.5;19.9
0.479;6.824;72.6;19.9
0.487;6.631;73.8;19.9
0.494;6.489;74.9;19.9
0.502;6.509;76.1;19.9
0.509;6.633;77.2;19.9
0.517;6.760;78.3;19.9
0.525;6.742;79.5;19.9
0.532;6.543;80.6;19.9
0.540;6.455;81.8;19.9
0.548;6.399;82.9;19.9
0.555;6.432;84.0;19.9
0.563;6.546;85.2;19.9
0.570;6.606;86.3;19.9
0.578;6.667;87.5;19.9
0.586;6.649;88.6;19.9
0.593;6.534;89.7;19.9
0.601;6.430;90.9;19.9
0.608;6.300;92.0;19.9
0.616;6.446;93.2;19.9
0.624;6.517;94.3;19.9
0.631;6.574;95.5;19.9
0.639;6.461;96.6;19.9
0.647;6.385;97.7;19.9
0.654;6.271;98.9;19.9
0.662;6.235;100.0;19.9
0.669;6.264;101.2;19.9
0.677;6.416;102.3;19.9
0.685;6.494;103.4;19.9
0.692;6.463;104.6;19.9
0.700;6.327;105.7;19.9
0.707;6.237;106.9;19.9
0.715;6.147;108.0;19.9
0.723;6.176;109.2;19.9
0.730;6.323;110.3;19.9
0.738;6.376;111.4;19.9
0.745;6.401;112.6;19.9
0.753;6.339;113.7;19.9
0.761;6.224;114.9;19.9
0.768;6.136;116.0;19.9
0.776;6.061;117.1;19.9
0.784;6.072;118.3;19.9
0.791;6.117;119.4;19.9
0.799;6.213;120.6;19.9
0.806;6.309;121.7;19.9
0.814;6.252;122.8;19.9
0.822;6.077;124.0;19.9
0.829;5.974;125.1;19.9
0.837;6.057;126.3;19.9
0.844;6.167;127.4;19.9
0.852;6.230;128.5;19.9
0.860;6.239;129.7;19.9
0.867;6.183;130.8;19.9
