ml;pH;sec;°C
0.000;8.046;0.0;20.4
0.000;8.059;0.4;20.4
0.000;8.072;0.8;20.4
0.007;8.104;1.9;20.4
0.015;8.156;3.0;20.4
0.022;8.193;4.2;20.4
0.030;8.226;5.3;20.4
0.038;8.261;6.5;20.4
0.045;8.225;7.6;20.4
0.053;8.176;8.7;20.4
0.060;8.113;9.9;20.4
0.068;7.997;11.0;20.4
0.076;7.916;12.2;20.4
0.083;7.870;13.3;20.4
0.091;7.871;14.4;20.4
0.098;7.905;15.6;20.4
0.106;7.961;16.7;20.4
0.114;7.961;17.9;20.4
0.121;7.941;19.0;20.4
0.129;7.877;20.2;20.4
0.136;7.727;21.3;20.4
0.144;7.604;22.4;20.4
0.152;7.594;23.6;20.4
0.159;7.406;24.7;20.4
0.167;7.403;25.9;20.4
0.175;7.348;27.0;20.4
0.182;7.401;28.1;20.4
0.190;7.370;29.3;20.4
0.197;7.313;30.4;20.4
0.205;7.214;31.6;20.4
0.213;7.148;32.7;20.4
0.220;7.029;33.8;20.4
0.228;6.990;35.0;20.4
0.235;7.026;36.1;20.4
0.243;7.066;37.3;20.4
0.251;7.108;38.4;20.4
0.258;7.077;39.5;20.4
0.266;7.003;40.7;20.4
0.273;6.920;41.8;20.4
0.281;6.864;43.0;20.4
0.289;6.784;44.1;20.4
0.296;6.760;45.3;20.4
0.304;6.745;46.4;20.4
0.312;6.743;47.5;20.4
0.319;6.781;48.7;20.4
0.327;6.828;49.8;20.4
0.334;6.849;51.0;20.4
0.342;6.833;52.1;20.4
0.350;6.802;53.2;20.4
0.357;6.750;54.4;20.4
0.365;6.654;55.5;20.4
0.372;6.577;56.7;20.4
0.380;6.569;57.8;20.4
0.388;6.602;58.9;20.4
0.395;6.678;60.1;20.4
0.403;6.681;61.2;20.4
0.410;6.659;62.4;20.4
0.418;6.584;63.5;20.4
0.426;6.529;64.6;20.4
0.433;6.450;65.8;20.4
0.441;6.475;66.9;20.4
0.449;6.412;68.1;20.4
0.456;6.485;69.2;20.4
