ml;pH;sec;°C
0.000;8.187;0.0;22.1
0.000;8.173;0.4;22.1
0.000;8.149;0.8;22.1
0.007;8.119;1.9;22.1
0.015;8.144;3.0;22.1
0.022;8.640;4.2;22.1
0.030;8.377;5.3;22.1
0.038;8.601;6.5;22.1
0.045;7.897;7.6;22.1
0.053;7.942;8.8;22.1
0.060;8.057;9.9;22.1
0.068;8.095;11.0;22.1
0.076;8.168;12.2;22.1
0.083;8.171;13.3;22.1
0.091;8.029;14.5;22.1
0.098;7.910;15.6;22.1
0.106;7.812;16.7;22.1
0.114;7.925;17.9;22.1
0.121;8.043;19.0;22.1
0.129;8.015;20.2;22.1
0.137;7.901;21.3;22.1
0.144;7.696;22.4;22.1
0.152;7.642;23.6;22.1
0.159;7.673;24.7;22.1
0.167;7.790;25.9;22.1
0.175;7.803;27.0;22.1
0.182;7.701;28.1;22.1
0.190;7.522;29.3;22.1
0.197;7.413;30.4;22.1
0.205;7.388;31.6;22.1
0.213;7.345;32.7;22.1
0.220;7.473;33.9;22.1
0.228;7.501;35.0;22.1
0.235;7.408;36.1;22.1
0.243;7.179;37.3;22.1
0.251;7.179;38.4;22.1
0.258;7.281;39.6;22.1
0.266;7.342;40.7;22.1
0.274;7.286;41.8;22.1
0.281;7.224;43.0;22.1
0.289;7.025;44.1;22.1
0.296;6.949;45.3;22.1
0.304;7.010;46.4;22.1
0.312;7.189;47.5;22.1
0.319;7.039;48.7;22.1
0.327;6.912;49.8;22.1
0.334;6.896;51.0;22.1
0.342;6.993;52.1;22.1
0.350;7.066;53.3;22.1
0.357;7.021;54.4;22.1
0.365;6.880;55.5;22.1
0.373;6.801;56.7;22.1
0.380;6.816;57.8;22.1
0.388;6.919;59.0;22.1
0.395;6.956;60.1;22.1
0.403;6.878;61.2;22.1
0.411;6.768;62.4;22.1
0.418;6.685;63.5;22.1
0.426;6.764;64.7;22.1
0.433;6.887;65.8;22.1
0.441;6.855;66.9;22.1
0.449;6.712;68.1;22.1
0.456;6.595;69.2;22.1
0.464;6.590;70.4;22.1
0.471;6.648;71.5;22.1
0.479;6.737;72.6;22.1
0.487;6.771;73.8;22.1
0.494;6.652;74.9;22.1
0.502;6.560;76.1;22.1
0.510;6.500;77.2;22.1
0.517;6.528;78.4;22.1
0.525;6.627;79.5;22.1
0.532;6.674;80.6;22.1
0.540;6.634;81.8;22.1
0.548;6.557;82.9;22.1
0.555;6.457;84.1;22.1
0.563;6.431;85.2;22.1
0.570;6.540;86.3;22.1
0.578;6.594;87.5;22.1
0.586;6.580;88.6;22.1
0.593;6.462;89.8;22.1
0.601;6.365;90.9;22.1
0.608;6.385;92.0;22.1
0.616;6.491;93.2;22.1
0.624;6.522;94.3;22.1
0.631;6.476;95.5;22.1
0.639;6.387;96.6;22.1
0.647;6.293;97.7;22.1
0.654;6.366;98.9;22.1
0.662;6.465;100.0;22.1
0.669;6.438;101.2;22.1
0.677;6.328;102.3;22.1
0.685;6.249;103.5;22.1
0.692;6.251;104.6;22.1
0.700;6.345;105.7;22.1
0.707;6.408;106.9;22.1
0.715;6.336;108.0;22.1
0.723;6.219;109.2;22.1
0.730;6.169;110.3;22.1
0.738;6.260;111.4;22.1
0.746;6.366;112.6;22.1
0.753;6.343;113.7;22.1
0.761;6.246;114.9;22.1
0.768;6.149;116.0;22.1
