ml;pH;sec;°C
0.000;8.337;0.0;21.9
0.000;8.330;0.4;21.9
0.000;8.328;0.8;21.9
0.007;8.422;1.9;21.9
0.015;8.319;3.0;21.9
0.022;8.254;4.2;21.9
0.030;8.210;5.3;21.9
0.037;8.151;6.5;21.9
0.045;8.205;7.6;21.9
0.053;8.189;8.7;21.9
0.060;8.242;9.9;21.9
0.068;8.220;11.0;21.9
0.076;8.175;12.2;21.9
0.083;8.100;13.3;21.9
0.091;8.076;14.5;21.9
0.098;8.044;15.6;21.9
0.106;8.107;16.7;21.9
0.114;7.998;17.9;21.9
0.121;8.033;19.0;21.9
0.129;8.027;20.2;21.9
0.136;7.947;21.3;21.9
0.144;7.877;22.4;21.9
0.152;7.835;23.6;21.9
0.159;7.775;24.7;21.9
0.167;7.727;25.9;21.9
0.174;7.725;27.0;21.9
0.182;7.720;28.1;21.9
0.190;7.800;29.3;21.9
0.197;7.635;30.4;21.9
0.205;7.601;31.6;21.9
0.213;7.529;32.7;21.9
0.220;7.447;33.8;21.9
0.228;7.379;35.0;21.9
0.235;7.352;36.1;21.9
0.243;7.344;37.3;21.9
0.251;7.318;38.4;21.9
0.258;7.325;39.5;21.9
0.266;7.325;40.7;21.9
0.273;7.271;41.8;21.9
0.281;7.207;43.0;21.9
0.289;7.180;44.1;21.9
0.296;7.122;45.3;21.9
0.304;7.094;46.4;21.9
0.311;7.070;47.5;21.9
0.319;7.083;48.7;21.9
0.327;7.086;49.8;21.9
0.334;7.128;51.0;21.9
0.342;6.996;52.1;21.9
0.350;7.108;53.2;21.9
0.357;7.026;54.4;21.9
0.365;6.970;55.5;21.9
0.372;6.942;56.7;21.9
0.380;6.904;57.8;21.9
0.388;6.884;58.9;21.9
0.395;6.856;60.1;21.9
0.403;6.868;61.2;21.9
0.410;6.878;62.4;21.9
0.418;6.846;63.5;21.9
0.426;6.929;64.6;21.9
0.433;6.849;65.8;21.9
0.441;6.815;66.9;21.9
0.448;6.755;68.1;21.9
0.456;6.738;69.2;21.9
0.464;6.733;70.3;21.9
0.471;6.731;71.5;21.9
0.479;6.744;72.6;21.9
0.486;6.764;73.8;21.9
0.494;6.749;74.9;21.9
0.502;6.779;76.0;21.9
0.509;6.663;77.2;21.9
0.517;6.648;78.3;21.9
0.525;6.619;79.5;21.9
0.532;6.601;80.6;21.9
0.540;6.608;81.8;21.9
0.547;6.609;82.9;21.9
0.555;6.675;84.0;21.9
0.563;6.597;85.2;21.9
0.570;6.612;86.3;21.9
0.578;6.637;87.5;21.9
0.585;6.571;88.6;21.9
0.593;6.526;89.7;21.9
0.601;6.490;90.9;21.9
0.608;6.472;92.0;21.9
0.616;6.476;93.2;21.9
0.623;6.473;94.3;21.9
0.631;6.477;95.4;21.9
0.639;6.495;96.6;21.9
0.646;6.488;97.7;21.9
0.654;6.509;98.9;21.9
0.662;6.478;100.0;21.9
0.669;6.444;101.1;21.9
0.677;6.443;102.3;21.9
0.684;6.360;103.4;21.9
0.692;6.353;104.6;21.9
0.700;6.338;105.7;21.9
0.707;6.318;106.8;21.9
0.715;6.304;108.0;21.9
0.722;6.327;109.1;21.9
0.730;6.399;110.3;21.9
0.738;6.396;111.4;21.9
0.745;6.349;112.6;21.9
0.753;6.316;113.7;21.9
0.760;6.267;114.8;21.9
0.768;6.223;116.0;21.9
0.776;6.212;117.1;21.9
0.783;6.194;118.3;21.9
0.791;6.182;119.4;21.9
0.799;6.165;120.5;21.9
0.806;6.199;121.7;21.9
0.814;6.187;122.8;21.9
0.821;6.217;124.0;21.9
0.829;6.214;125.1;21.9
0.837;6.211;126.2;21.9
0.844;6.191;127.4;21.9
0.852;6.154;128.5;21.9
0.859;6.118;129.7;21.9
0.867;6.099;130.8;21.9
0.875;6.099;131.9;21.9
0.882;6.068;133.1;21.9
0.890;6.066;134.2;21.9
0.897;6.169;135.4;21.9
0.905;6.117;136.5;21.9
0.913;6.121;137.6;21.9
0.920;6.099;138.8;21.9
0.928;6.067;139.9;21.9
0.936;6.029;141.1;21.9
0.943;5.913;142.2;21.9
0.951;5.953;143.3;21.9
0.958;5.957;144.5;21.9
0.966;5.912;145.6;21.9
0.974;6.019;146.8;21.9
0.981;5.999;147.9;21.9
0.989;5.999;149.1;21.9
0.996;5.967;150.2;21.9
1.004;5.947;151.3;21.9
1.012;5.896;152.5;21.9
1.019;5.861;153.6;21.9
1.027;5.857;154.8;21.9
1.034;5.866;155.9;21.9
1.042;5.905;157.0;21.9
1.050;5.883;158.2;21.9
1.057;5.882;159.3;21.9
1.065;5.871;160.5;21.9
1.072;5.818;161.6;21.9
1.080;5.790;162.7;21.9
1.088;5.760;163.9;21.9
1.095;5.749;165.0;21.9
1.103;5.766;166.2;21.9
1.111;5.763;167.3;21.9
1.118;5.795;168.4;21.9
1.126;5.822;169.6;21.9
1.133;5.772;170.7;21.9
1.141;5.737;171.9;21.9
1.149;5.666;173.0;21.9
1.156;5.661;174.1;21.9
1.164;5.653;175.3;21.9
1.171;5.660;176.4;21.9
1.179;5.657;177.6;21.9
1.187;5.682;178.7;21.9
1.194;5.665;179.9;21.9
1.202;5.646;181.0;21.9
1.209;5.596;182.1;21.9
1.217;5.570;183.3;21.9
1.225;5.535;184.4;21.9
1.232;5.505;185.6;21.9
1.240;5.506;186.7;21.9
1.248;5.507;187.8;21.9
1.255;5.518;189.0;21.9
1.263;5.524;190.1;21.9
1.270;5.511;191.3;21.9
1.278;5.475;192.4;21.9
1.286;5.455;193.5;21.9
1.293;5.407;194.7;21.9
1.301;5.371;195.8;21.9
1.308;5.356;197.0;21.9
1.316;5.352;198.1;21.9
1.324;5.363;199.2;21.9
1.331;5.370;200.4;21.9
1.339;5.346;201.5;21.9
1.346;5.323;202.7;21.9
1.354;5.277;203.8;21.9
1.362;5.182;204.9;21.9
1.369;5.175;206.1;21.9
1.377;5.153;207.2;21.9
1.385;5.161;208.4;21.9
1.392;5.139;209.5;21.9
1.400;5.137;210.6;21.9
1.407;5.125;211.8;21.9
1.415;5.085;212.9;21.9
1.424;4.990;214.3;21.9
1.424;4.990;214.3;21.9
1.426;5.011;214.6;21.9
1.428;5.013;215.0;21.9
1.430;4.961;215.4;21.9
1.430;4.961;215.4;21.9
1.432;4.994;215.8;21.9
1.434;5.045;216.2;21.9
1.436;4.972;216.5;21.9
1.436;4.972;216.6;21.9
1.438;4.965;216.9;21.9
1.440;4.928;217.3;21.9
1.450;4.728;239.0;22.1
1.460;4.750;250.6;22.1
1.470;4.602;262.2;22.1
1.480;4.623;273.8;22.1
1.490;4.471;285.3;22.1
1.500;4.485;296.9;22.1
1.510;4.302;308.5;22.1
1.520;4.313;320.1;22.1
1.530;4.158;331.7;22.1
1.540;4.131;343.3;22.1
1.550;4.071;354.9;22.1
1.560;3.948;366.5;22.1
1.570;3.969;378.1;22.1
1.580;3.834;389.7;22.1
1.590;3.862;401.3;22.1
1.600;3.731;412.9;22.1
1.610;3.787;424.5;22.1
1.620;3.677;436.1;22.2
1.630;3.652;447.7;22.1
1.640;3.662;459.2;22.1
1.650;3.558;470.8;22.1
1.660;3.623;482.4;22.1
1.670;3.524;494.0;22.1
1.680;3.505;505.6;22.1
1.690;3.543;517.2;22.1
1.700;3.420;528.8;22.2
1.700;3.526;529.0;22.2
1.710;3.399;540.6;22.2
1.710;3.502;544.0;22.2
1.720;3.382;555.6;22.1
1.720;3.469;565.7;22.1
