ml;pH;sec;°C
0.000;8.240;0.0;22.5
0.000;8.236;0.4;22.5
0.000;8.234;0.8;22.5
0.007;8.264;1.9;22.5
0.015;8.255;3.0;22.5
0.022;8.225;4.2;22.5
0.030;8.139;5.3;22.5
0.038;8.132;6.5;22.5
0.045;8.130;7.6;22.5
0.053;8.156;8.7;22.5
0.060;8.179;9.9;22.5
0.068;8.141;11.0;22.5
0.076;8.075;12.2;22.5
0.083;8.011;13.3;22.5
0.091;7.993;14.5;22.5
0.098;7.990;15.6;22.5
0.106;8.026;16.7;22.5
0.114;8.072;17.9;22.5
0.121;7.945;19.0;22.5
0.129;7.882;20.2;22.5
0.136;7.781;21.3;22.5
0.144;7.742;22.4;22.5
0.152;7.750;23.6;22.5
0.159;7.749;24.7;22.5
0.167;7.723;25.9;22.5
0.175;7.656;27.0;22.5
0.182;7.570;28.1;22.5
0.190;7.413;29.3;22.5
0.197;7.441;30.4;22.5
0.205;7.435;31.6;22.5
0.213;7.424;32.7;22.5
0.220;7.387;33.8;22.5
0.228;7.320;35.0;22.5
0.235;7.249;36.1;22.5
0.243;7.184;37.3;22.5
0.251;7.143;38.4;22.5
0.258;7.133;39.5;22.5
0.266;7.136;40.7;22.5
0.273;7.186;41.8;22.5
0.281;7.163;43.0;22.5
0.289;7.109;44.1;22.5
0.296;7.063;45.3;22.5
0.304;7.012;46.4;22.5
0.312;7.007;47.5;22.5
0.319;7.014;48.7;22.5
0.327;7.021;49.8;22.5
0.334;7.030;51.0;22.5
0.342;6.992;52.1;22.5
0.350;6.907;53.2;22.5
0.357;6.876;54.4;22.5
0.365;6.864;55.5;22.5
0.372;6.899;56.7;22.5
0.380;6.923;57.8;22.5
0.388;6.897;58.9;22.5
0.395;6.832;60.1;22.5
0.403;6.796;61.2;22.5
0.410;6.764;62.4;22.5
0.418;6.821;63.5;22.5
0.426;6.902;64.6;22.5
0.433;6.802;65.8;22.5
0.441;6.744;66.9;22.5
0.449;6.694;68.1;22.5
0.456;6.677;69.2;22.5
0.464;6.686;70.4;22.5
0.471;6.709;71.5;22.5
0.479;6.740;72.6;22.5
0.487;6.719;73.8;22.5
0.494;6.679;74.9;22.5
0.502;6.607;76.1;22.5
0.509;6.577;77.2;22.5
0.517;6.595;78.3;22.5
0.525;6.610;79.5;22.5
0.532;6.633;80.6;22.5
0.540;6.623;81.8;22.5
0.547;6.601;82.9;22.5
0.555;6.529;84.0;22.5
0.563;6.497;85.2;22.5
0.570;6.476;86.3;22.5
0.578;6.435;87.5;22.5
0.586;6.532;88.6;22.5
0.593;6.545;89.7;22.5
0.601;6.518;90.9;22.5
0.608;6.467;92.0;22.5
0.616;6.427;93.2;22.5
0.624;6.403;94.3;22.5
0.631;6.383;95.4;22.5
0.639;6.415;96.6;22.5
0.646;6.436;97.7;22.5
0.654;6.432;98.9;22.5
0.662;6.435;100.0;22.5
0.669;6.339;101.2;22.5
