ml;pH;sec;°C
0.000;8.259;0.0;22.4
0.000;8.269;0.4;22.4
0.000;8.271;0.8;22.4
0.007;7.995;1.9;22.4
0.015;8.142;3.0;22.4
0.022;8.205;4.2;22.4
0.030;8.150;5.3;22.4
0.038;8.179;6.5;22.4
0.045;8.137;7.6;22.4
0.053;8.083;8.8;22.4
0.060;8.078;9.9;22.4
0.068;8.096;11.0;22.4
0.076;8.096;12.2;22.4
0.083;8.103;13.3;22.4
0.091;8.076;14.5;22.4
0.099;7.935;15.6;22.4
0.106;7.870;16.7;22.4
0.114;7.795;17.9;22.4
0.121;7.897;19.0;22.4
0.129;7.889;20.2;22.4
0.137;7.843;21.3;22.4
0.144;7.788;22.5;22.4
0.152;7.730;23.6;22.4
0.159;7.658;24.7;22.4
0.167;7.542;25.9;22.4
0.175;7.522;27.0;22.4
0.182;7.517;28.2;22.4
0.190;7.492;29.3;22.4
0.197;7.476;30.4;22.4
0.205;7.386;31.6;22.4
0.213;7.332;32.7;22.4
0.220;7.253;33.9;22.4
0.228;7.221;35.0;22.4
0.236;7.207;36.1;22.4
0.243;7.215;37.3;22.4
0.251;7.123;38.4;22.4
0.258;7.111;39.6;22.4
0.266;7.004;40.7;22.4
0.274;6.919;41.9;22.4
0.281;6.969;43.0;22.4
0.289;7.033;44.1;22.4
0.296;7.024;45.3;22.4
0.304;7.030;46.4;22.4
0.312;6.958;47.6;22.4
0.319;6.882;48.7;22.4
0.327;6.834;49.8;22.4
0.335;6.828;51.0;22.4
0.342;6.838;52.1;22.4
0.350;6.720;53.3;22.4
0.357;6.768;54.4;22.4
0.365;6.781;55.5;22.4
0.373;6.744;56.7;22.4
0.380;6.701;57.8;22.4
0.388;6.663;59.0;22.4
0.395;6.634;60.1;22.4
0.403;6.629;61.2;22.4
0.411;6.641;62.4;22.4
0.418;6.655;63.5;22.4
0.426;6.666;64.7;22.4
0.433;6.640;65.8;22.4
0.441;6.589;67.0;22.4
0.449;6.562;68.1;22.4
0.456;6.541;69.2;22.4
0.464;6.561;70.4;22.4
0.472;6.581;71.5;22.4
0.479;6.612;72.7;22.4
0.487;6.586;73.8;22.4
0.494;6.524;74.9;22.4
0.502;6.492;76.1;22.4
0.510;6.399;77.2;22.4
0.517;6.445;78.4;22.4
0.525;6.442;79.5;22.4
0.532;6.456;80.7;22.4
0.540;6.475;81.8;22.4
0.548;6.446;82.9;22.4
0.555;6.365;84.1;22.4
0.563;6.302;85.2;22.4
0.571;6.329;86.4;22.4
0.578;6.356;87.5;22.4
0.586;6.321;88.6;22.4
0.593;6.302;89.8;22.4
0.601;6.277;90.9;22.4
0.609;6.250;92.1;22.4
0.616;6.228;93.2;22.4
0.624;6.208;94.3;22.4
0.631;6.262;95.5;22.4
0.639;6.304;96.6;22.4
0.647;6.301;97.8;22.4
0.654;6.219;98.9;22.4
0.662;6.035;100.1;22.4
0.670;6.033;101.2;22.4
0.677;6.135;102.3;22.4
0.685;6.171;103.5;22.4
0.692;6.224;104.6;22.4
0.700;6.243;105.8;22.4
0.708;6.171;106.9;22.4
0.715;6.091;108.0;22.4
0.723;6.102;109.2;22.4
0.730;6.089;110.3;22.4
0.738;6.122;111.5;22.4
0.746;6.065;112.6;22.4
0.753;6.159;113.7;22.4
0.761;6.169;114.9;22.4
0.768;6.152;116.0;22.4
0.776;5.876;117.2;22.4
0.784;5.881;118.3;22.4
0.791;5.921;119.4;22.4
0.799;5.899;120.6;22.4
0.807;5.975;121.7;22.4
0.814;6.029;122.9;22.4
0.822;6.074;124.0;22.4
0.829;5.990;125.1;22.4
0.837;5.983;126.3;22.4
0.845;5.972;127.4;22.4
0.852;5.956;128.6;22.4
0.860;5.964;129.7;22.4
0.867;6.001;130.9;22.4
0.875;6.003;132.0;22.4
0.883;5.945;133.1;22.4
0.890;5.930;134.3;22.4
0.898;5.896;135.4;22.4
0.905;5.895;136.6;22.4
0.913;5.887;137.7;22.4
0.921;5.894;138.8;22.4
0.928;5.931;140.0;22.4
0.936;5.944;141.1;22.4
0.944;5.898;142.3;22.4
0.951;5.836;143.4;22.4
0.959;5.825;144.5;22.4
0.966;5.762;145.7;22.4
0.974;5.731;146.8;22.4
0.982;5.747;148.0;22.4
0.989;5.768;149.1;22.4
0.997;5.805;150.2;22.4
1.004;5.797;151.4;22.4
1.012;5.815;152.5;22.4
1.020;5.781;153.7;22.4
1.027;5.748;154.8;22.4
1.035;5.709;156.0;22.4
1.042;5.736;157.1;22.4
1.050;5.713;158.2;22.4
1.058;5.727;159.4;22.4
1.065;5.749;160.5;22.4
1.073;5.755;161.7;22.4
1.081;5.704;162.8;22.4
