ml;pH;sec;°C
0.000;8.077;0.0;21.3
0.000;8.081;0.4;21.3
0.000;8.088;0.8;21.3
0.007;8.187;1.9;21.3
0.015;8.292;3.0;21.3
0.022;8.325;4.2;21.3
0.030;8.266;5.3;21.3
0.038;8.144;6.5;21.3
0.045;8.045;7.6;21.3
0.053;8.058;8.7;21.3
0.060;8.151;9.9;21.3
0.068;8.209;11.0;21.3
0.076;8.182;12.2;21.3
0.083;8.040;13.3;21.3
0.091;7.934;14.5;21.3
0.098;7.893;15.6;21.3
0.106;7.916;16.7;21.3
0.114;7.935;17.9;21.3
0.121;8.028;19.0;21.3
0.129;7.994;20.2;21.3
0.137;7.892;21.3;21.3
0.144;7.721;22.4;21.3
0.152;7.681;23.6;21.3
0.159;7.684;24.7;21.3
0.167;7.722;25.9;21.3
0.175;7.705;27.0;21.3
0.182;7.720;28.1;21.3
0.190;7.656;29.3;21.3
0.197;7.497;30.4;21.3
0.205;7.360;31.6;21.3
0.213;7.341;32.7;21.3
0.220;7.400;33.9;21.3
0.228;7.407;35.0;21.3
0.236;7.133;36.1;21.3
0.243;7.138;37.3;21.3
0.251;7.070;38.4;21.3
0.258;6.962;39.6;21.3
0.266;6.932;40.7;21.3
0.274;6.952;41.8;21.3
0.281;6.991;43.0;21.3
0.289;7.063;44.1;21.3
0.296;7.081;45.3;21.3
0.304;7.091;46.4;21.3
0.312;7.075;47.5;21.3
0.319;7.007;48.7;21.3
0.327;6.913;49.8;21.3
0.334;6.877;51.0;21.3
0.342;6.823;52.1;21.3
0.350;6.808;53.2;21.3
0.357;6.857;54.4;21.3
0.365;6.953;55.5;21.3
0.373;6.972;56.7;21.3
0.380;6.955;57.8;21.3
0.388;6.870;59.0;21.3
0.395;6.799;60.1;21.3
0.403;6.710;61.2;21.3
0.411;6.709;62.4;21.3
0.418;6.759;63.5;21.3
0.426;6.817;64.7;21.3
0.433;6.835;65.8;21.3
0.441;6.778;66.9;21.3
0.449;6.726;68.1;21.3
0.456;6.643;69.2;21.3
0.464;6.595;70.4;21.3
0.472;6.601;71.5;21.3
0.479;6.711;72.7;21.3
0.487;6.765;73.8;21.3
0.494;6.697;74.9;21.3
0.502;6.616;76.1;21.3
0.510;6.561;77.2;21.3
0.517;6.518;78.4;21.3
0.525;6.511;79.5;21.3
0.532;6.608;80.6;21.3
0.540;6.637;81.8;21.3
0.548;6.666;82.9;21.3
0.555;6.646;84.1;21.3
0.563;6.599;85.2;21.3
0.571;6.518;86.4;21.3
0.578;6.457;87.5;21.3
0.586;6.413;88.6;21.3
0.593;6.401;89.8;21.3
0.601;6.415;90.9;21.3
0.609;6.433;92.1;21.3
0.616;6.502;93.2;21.3
0.624;6.524;94.3;21.3
0.631;6.510;95.5;21.3
0.639;6.485;96.6;21.3
0.647;6.390;97.8;21.3
0.654;6.338;98.9;21.3
0.662;6.298;100.0;21.3
0.669;6.307;101.2;21.3
0.677;6.350;102.3;21.3
0.685;6.394;103.5;21.3
0.692;6.429;104.6;21.3
0.700;6.423;105.7;21.3
0.708;6.362;106.9;21.3
0.715;6.222;108.0;21.3
0.723;6.225;109.2;21.3
0.730;6.341;110.3;21.3
0.738;6.354;111.5;21.3
0.746;6.331;112.6;21.3
0.753;6.279;113.7;21.3
0.761;6.236;114.9;21.3
0.769;6.153;116.0;21.3
0.776;6.115;117.2;21.3
0.784;6.150;118.3;21.3
0.791;6.168;119.4;21.3
0.799;6.195;120.6;21.3
0.807;6.259;121.7;21.3
0.814;6.214;122.9;21.3
0.822;6.093;124.0;21.3
0.829;6.060;125.2;21.3
0.837;6.042;126.3;21.3
0.845;6.075;127.4;21.3
0.852;6.095;128.6;21.3
0.860;6.124;129.7;21.3
0.867;6.139;130.9;21.3
0.875;6.159;132.0;21.3
0.883;6.145;133.1;21.3
0.890;5.969;134.3;21.3
0.898;5.940;135.4;21.3
0.906;5.967;136.6;21.3
0.913;6.040;137.7;21.3
0.921;6.101;138.8;21.3
0.928;6.098;140.0;21.3
0.936;5.997;141.1;21.3
0.944;5.933;142.3;21.3
0.951;5.904;143.4;21.3
0.959;5.881;144.6;21.3
0.966;5.905;145.7;21.3
0.974;5.954;146.8;21.3
0.982;6.009;148.0;21.3
0.989;5.966;149.1;21.3
0.997;5.899;150.3;21.3
1.005;5.843;151.4;21.3
1.012;5.800;152.5;21.3
1.020;5.800;153.7;21.3
1.027;5.833;154.8;21.3
1.035;5.879;156.0;21.3
1.043;5.901;157.1;21.3
1.050;5.865;158.2;21.3
1.058;5.896;159.4;21.3
1.065;5.788;160.5;21.3
1.073;5.770;161.7;21.3
1.081;5.736;162.8;21.3
1.088;5.695;163.9;21.3
1.096;5.640;165.1;21.3
1.103;5.688;166.2;21.3
1.111;5.738;167.4;21.3
1.119;5.755;168.5;21.3
1.126;5.735;169.7;21.3
1.134;5.721;170.8;21.3
1.142;5.687;171.9;21.3
1.149;5.640;173.1;21.3
1.157;5.584;174.2;21.3
1.164;5.591;175.4;21.3
1.172;5.583;176.5;21.3
1.180;5.626;177.6;21.3
1.187;5.617;178.8;21.3
1.195;5.666;179.9;21.3
1.202;5.637;181.1;21.3
1.210;5.604;182.2;21.3
1.218;5.497;183.3;21.3
1.225;5.432;184.5;21.3
1.233;5.415;185.6;21.3
1.241;5.424;186.8;21.3
1.248;5.466;187.9;21.3
1.256;5.478;189.1;21.3
1.263;5.514;190.2;21.3
1.271;5.508;191.3;21.3
1.279;5.490;192.5;21.3
1.286;5.459;193.6;21.3
1.294;5.422;194.8;21.3
1.301;5.334;195.9;21.3
1.309;5.270;197.0;21.3
1.317;5.246;198.2;21.3
1.324;5.245;199.3;21.3
1.332;5.265;200.5;21.3
1.339;5.319;201.6;21.3
1.347;5.325;202.7;21.3
1.355;5.278;203.9;21.3
1.362;5.199;205.0;21.3
1.370;5.095;206.2;21.3
1.378;5.082;207.3;21.3
1.385;5.109;208.4;21.3
1.393;5.136;209.6;21.3
1.400;5.127;210.7;21.3
1.408;5.075;211.9;21.3
1.410;5.012;212.3;21.3
1.412;5.004;212.6;21.3
1.414;4.978;213.0;21.3
1.414;4.978;213.0;21.3
1.417;5.001;213.6;21.3
1.419;5.015;214.0;21.3
1.421;5.018;214.3;21.3
1.421;5.018;214.3;21.3
1.423;5.016;214.7;21.3
1.425;5.008;215.1;21.3
1.427;5.003;215.5;21.3
1.427;5.003;215.5;21.3
1.429;4.989;215.9;21.3
1.431;4.975;216.2;21.3
1.433;4.970;216.6;21.3
1.433;4.970;216.6;21.3
1.435;4.942;217.0;21.3
1.445;4.767;238.7;21.6
1.455;4.777;250.3;21.6
1.465;4.732;261.9;21.6
1.475;4.647;273.5;21.6
1.485;4.507;285.1;21.6
1.495;4.388;296.7;21.6
1.505;4.266;308.3;21.6
1.515;4.354;319.9;21.6
1.525;4.341;331.5;21.6
1.535;4.052;343.0;21.7
1.545;3.959;354.6;21.7
1.555;4.072;366.2;21.6
1.565;3.951;377.8;21.7
1.575;3.781;389.4;21.7
1.585;3.747;401.0;21.6
1.595;3.804;412.6;21.6
1.605;3.685;424.2;21.6
1.615;3.806;435.8;21.6
1.625;3.791;447.4;21.6
1.635;3.750;459.0;21.6
1.645;3.732;470.6;21.7
1.655;3.702;482.2;21.6
1.665;3.539;493.8;21.7
1.675;3.520;505.4;21.7
1.685;3.576;517.0;21.7
1.695;3.505;528.6;21.7
1.705;3.332;540.2;21.7
1.705;3.592;540.4;21.7
1.715;3.563;552.0;21.6
1.725;3.404;563.6;21.7
1.725;3.515;565.7;21.7
1.735;3.340;577.3;21.7
1.735;3.497;578.6;21.7
1.745;3.452;590.2;21.7
1.745;3.497;596.8;21.7
1.755;3.413;608.4;21.7
1.755;3.435;618.5;21.7
