ml;pH;sec;°C
0.000;8.288;0.0;21.9
0.000;8.297;0.4;21.9
0.000;8.309;0.8;21.9
0.007;8.342;1.9;21.9
0.015;8.375;3.0;21.9
0.022;8.360;4.2;21.9
0.030;8.323;5.3;21.9
0.038;8.248;6.5;21.9
0.045;8.185;7.6;21.9
0.053;8.164;8.7;21.9
0.060;8.182;9.9;21.9
0.068;8.206;11.0;21.9
0.076;8.248;12.2;21.9
0.083;8.183;13.3;21.9
0.091;8.127;14.5;21.9
0.098;8.028;15.6;21.9
0.106;7.998;16.7;21.9
0.114;8.050;17.9;21.9
0.121;8.030;19.0;21.9
0.129;8.021;20.2;21.9
0.137;7.977;21.3;21.9
0.144;7.898;22.4;21.9
0.152;7.804;23.6;21.9
0.159;7.737;24.7;21.9
0.167;7.690;25.9;21.9
0.175;7.693;27.0;21.9
0.182;7.680;28.2;21.9
0.190;7.655;29.3;21.9
0.197;7.602;30.4;21.9
0.205;7.518;31.6;21.9
0.213;7.447;32.7;21.9
0.220;7.385;33.9;21.9
0.228;7.328;35.0;21.9
0.236;7.320;36.1;21.9
0.243;7.362;37.3;21.9
0.251;7.312;38.4;21.9
0.258;7.204;39.6;21.9
0.266;7.137;40.7;21.9
0.274;7.125;41.9;21.9
0.281;7.108;43.0;21.9
0.289;7.129;44.1;21.9
0.296;7.112;45.3;21.9
0.304;7.097;46.4;21.9
0.312;7.060;47.6;21.9
0.319;6.988;48.7;21.9
0.327;6.939;49.8;21.9
0.335;6.896;51.0;21.9
0.342;6.911;52.1;21.9
0.350;6.930;53.3;21.9
0.357;6.924;54.4;21.9
0.365;6.941;55.5;21.9
0.373;6.932;56.7;21.9
0.380;6.926;57.8;21.9
0.388;6.841;59.0;21.9
0.395;6.814;60.1;21.9
0.403;6.768;61.2;21.9
0.411;6.746;62.4;21.9
0.418;6.771;63.5;21.9
0.426;6.785;64.7;21.9
0.433;6.815;65.8;21.9
0.441;6.712;67.0;21.9
0.449;6.699;68.1;21.9
0.456;6.662;69.2;21.9
0.464;6.651;70.4;21.9
0.472;6.612;71.5;21.9
0.479;6.588;72.7;21.9
0.487;6.600;73.8;21.9
0.494;6.634;74.9;21.9
0.502;6.656;76.1;21.9
0.510;6.641;77.2;21.9
0.517;6.614;78.4;21.9
0.525;6.565;79.5;21.9
0.532;6.459;80.6;21.9
0.540;6.441;81.8;21.9
0.548;6.442;82.9;21.9
0.555;6.473;84.1;21.9
0.563;6.494;85.2;21.9
0.570;6.505;86.3;21.9
0.578;6.523;87.5;21.9
0.586;6.485;88.6;21.9
0.593;6.424;89.8;21.9
0.601;6.425;90.9;21.9
0.609;6.395;92.1;21.9
0.616;6.383;93.2;21.9
