ml;pH;sec;°C
0.000;8.157;0.0;21.6
0.000;8.170;0.4;21.6
0.000;8.187;0.8;21.6
0.007;8.184;1.9;21.6
0.015;8.235;3.0;21.6
0.022;8.214;4.2;21.6
0.030;8.159;5.3;21.6
0.037;8.124;6.5;21.6
0.045;8.074;7.6;21.6
0.053;8.030;8.8;21.6
0.060;8.060;9.9;21.6
0.068;8.075;11.0;21.6
0.076;8.062;12.2;21.6
0.083;8.044;13.3;21.6
0.091;8.045;14.5;21.6
0.098;7.950;15.6;21.6
0.106;7.936;16.7;21.6
0.114;7.837;17.9;21.6
0.121;7.749;19.0;21.6
0.129;7.701;20.2;21.6
0.136;7.583;21.3;21.6
0.144;7.588;22.4;21.6
0.152;7.593;23.6;21.6
0.159;7.590;24.7;21.6
0.167;7.528;25.9;21.6
0.175;7.499;27.0;21.6
0.182;7.425;28.1;21.6
0.190;7.106;29.3;21.6
0.197;6.863;30.4;21.6
0.205;6.876;31.6;21.6
0.213;6.918;32.7;21.6
0.220;6.916;33.9;21.6
0.228;6.720;35.0;21.6
0.235;6.667;36.1;21.6
0.243;6.637;37.3;21.6
0.251;6.598;38.4;21.6
0.258;6.636;39.6;21.6
0.266;6.661;40.7;21.6
0.274;6.687;41.8;21.6
0.281;6.703;43.0;21.6
0.289;6.717;44.1;21.6
0.296;6.667;45.3;21.6
0.304;6.611;46.4;21.6
0.312;6.606;47.5;21.6
0.319;6.632;48.7;21.6
0.327;6.604;49.8;21.6
0.334;6.481;51.0;21.6
0.342;6.566;52.1;21.6
0.350;6.556;53.3;21.6
0.357;6.510;54.4;21.6
0.365;6.486;55.5;21.6
0.372;6.502;56.7;21.6
0.380;6.455;57.8;21.6
0.388;6.484;59.0;21.6
0.395;6.518;60.1;21.6
0.403;6.547;61.2;21.6
0.411;6.536;62.4;21.6
0.418;6.506;63.5;21.6
0.426;6.508;64.7;21.6
0.433;6.461;65.8;21.6
0.441;6.324;66.9;21.6
0.449;6.317;68.1;21.6
0.456;6.333;69.2;21.6
0.464;6.367;70.4;21.6
0.471;6.260;71.5;21.6
0.479;6.328;72.6;21.6
0.487;6.330;73.8;21.6
0.494;6.335;74.9;21.6
0.502;6.333;76.1;21.6
0.509;6.262;77.2;21.6
0.517;6.088;78.4;21.6
0.525;6.126;79.5;21.6
0.532;6.073;80.6;21.6
0.540;6.150;81.8;21.6
0.548;6.139;82.9;21.6
0.555;6.160;84.1;21.6
0.563;6.157;85.2;21.6
0.570;6.184;86.3;21.6
0.578;6.227;87.5;21.6
0.586;6.213;88.6;21.6
0.593;6.196;89.8;21.6
0.601;6.244;90.9;21.6
0.608;6.203;92.0;21.6
0.616;6.165;93.2;21.6
0.624;6.156;94.3;21.6
0.631;6.067;95.5;21.6
0.639;6.091;96.6;21.6
0.647;6.041;97.7;21.6
0.654;6.096;98.9;21.6
0.662;6.084;100.0;21.6
0.669;6.135;101.2;21.6
0.677;6.147;102.3;21.6
0.685;6.130;103.5;21.6
0.692;6.088;104.6;21.6
0.700;6.042;105.7;21.6
0.707;6.055;106.9;21.6
0.715;6.066;108.0;21.6
0.723;6.063;109.2;21.6
0.730;6.056;110.3;21.6
0.738;5.989;111.4;21.6
0.745;5.989;112.6;21.6
0.753;5.939;113.7;21.6
0.761;5.881;114.9;21.6
0.768;5.869;116.0;21.6
0.776;5.846;117.1;21.6
0.784;5.931;118.3;21.6
0.791;5.968;119.4;21.6
0.799;5.956;120.6;21.6
0.806;5.951;121.7;21.6
0.814;5.889;122.8;21.6
0.822;5.820;124.0;21.6
0.829;5.929;125.1;21.6
0.837;5.867;126.3;21.6
0.844;5.910;127.4;21.6
0.852;5.942;128.6;21.6
0.860;5.940;129.7;21.6
0.867;5.954;130.8;21.6
0.875;5.869;132.0;21.6
0.882;5.849;133.1;21.6
0.890;5.701;134.3;21.6
0.898;5.711;135.4;21.6
0.905;5.814;136.5;21.6
0.913;5.874;137.7;21.6
0.921;5.910;138.8;21.6
0.928;5.890;140.0;21.6
0.936;5.845;141.1;21.6
0.943;5.840;142.2;21.6
0.951;5.642;143.4;21.6
0.959;5.677;144.5;21.6
0.966;5.686;145.7;21.6
0.974;5.678;146.8;21.6
0.981;5.706;147.9;21.6
0.989;5.731;149.1;21.6
0.997;5.790;150.2;21.6
1.004;5.779;151.4;21.6
1.012;5.762;152.5;21.6
1.019;5.693;153.7;21.6
1.027;5.632;154.8;21.6
1.035;5.634;155.9;21.6
1.042;5.610;157.1;21.6
1.050;5.591;158.2;21.6
1.058;5.627;159.4;21.6
1.065;5.594;160.5;21.6
1.073;5.630;161.6;21.6
1.080;5.520;162.8;21.6
1.088;5.509;163.9;21.6
1.096;5.555;165.1;21.6
1.103;5.544;166.2;21.6
1.111;5.580;167.3;21.6
1.118;5.597;168.5;21.6
1.126;5.529;169.6;21.6
1.134;5.614;170.8;21.6
1.141;5.594;171.9;21.6
1.149;5.564;173.0;21.6
1.157;5.485;174.2;21.6
1.164;5.464;175.3;21.6
1.172;5.382;176.5;21.6
1.179;5.349;177.6;21.6
1.187;5.382;178.8;21.6
1.195;5.344;179.9;21.6
1.202;5.380;181.0;21.6
1.210;5.380;182.2;21.6
1.217;5.395;183.3;21.6
1.225;5.377;184.5;21.6
1.233;5.390;185.6;21.6
1.240;5.376;186.7;21.6
1.248;5.090;187.9;21.6
1.255;5.240;189.0;21.6
1.263;5.049;190.2;21.6
1.271;5.194;191.3;21.6
1.278;5.175;192.4;21.6
1.286;5.099;193.6;21.6
1.294;5.101;194.7;21.6
1.301;5.207;195.9;21.6
1.309;5.230;197.0;21.6
1.316;5.224;198.2;21.6
1.324;5.121;199.3;21.6
1.332;5.112;200.4;21.6
1.339;5.049;201.6;21.6
1.347;5.047;202.7;21.6
1.354;5.022;203.9;21.6
1.362;5.078;205.0;21.6
1.370;5.185;206.1;21.6
1.377;5.149;207.3;21.6
1.385;5.100;208.4;21.6
1.393;5.040;209.6;21.6
1.400;5.034;210.7;21.6
1.406;4.962;211.7;21.6
1.408;4.962;212.0;21.6
1.408;4.962;212.0;21.6
1.410;4.998;212.4;21.6
1.412;4.999;212.8;21.6
1.414;4.991;213.2;21.6
1.414;4.991;213.2;21.6
1.416;5.004;213.6;21.6
1.418;5.026;213.9;21.6
1.420;4.995;214.3;21.6
1.420;4.995;214.3;21.6
1.422;4.934;214.7;21.6
1.432;4.844;236.4;21.9
1.442;4.856;248.0;21.9
1.452;4.741;259.6;21.9
1.462;4.650;271.1;22.0
1.472;4.647;282.7;22.0
1.482;4.538;294.3;22.0
1.492;4.509;305.9;22.0
1.502;4.454;317.5;22.0
1.512;4.296;329.1;22.0
1.522;4.326;340.7;22.0
1.532;4.142;352.3;22.0
1.542;4.152;363.9;22.0
1.552;3.998;375.5;22.0
1.562;3.992;387.1;22.0
1.572;3.935;398.7;22.0
1.582;3.857;410.3;22.0
1.592;3.854;421.9;22.0
1.602;3.778;433.5;22.0
1.612;3.696;445.1;22.0
1.622;3.668;456.7;22.0
1.632;3.686;468.3;22.0
1.642;3.621;479.9;22.0
1.652;3.552;491.5;22.0
1.662;3.597;503.1;22.0
1.672;3.562;514.7;22.0
1.682;3.480;526.3;22.0
1.682;3.544;526.5;22.0
1.692;3.479;538.1;22.1
1.692;3.499;538.2;22.1
1.702;3.484;549.8;22.0
1.702;3.495;551.0;22.0
1.712;3.402;562.6;22.1
1.712;3.495;562.8;22.1
1.722;3.457;574.4;22.0
1.722;3.386;584.4;22.0
