"","fragment_ID","position","date","day","Species","Category","salinity","time_start_L","O2_start_L","temp_start_L","time_end_L","O2_end_L","temp_end_L","notes_L","time_start_D","O2_start_D","temp_start_D","time_end_D","O2_end_D","temp_end_D","notes_D","time_L_min","time_D_min","oxy_L_diff","oxy_D_diff","vol_jar_L","base_O2produced_ug_min","base_O2produced_ug_h","base_O2respiration_ug_min","base_O2respiration_ug_h","mean(base_O2produced_ug_h)","mean(base_O2respiration_ug_h)","net_photo_ug_h","respiration_ug_h","gross_photo_ug_h","surface_cm2","volume_cm3","net_photo_ug_h_cm2","respiration_ug_h_cm2","gross_photo_ug_h_cm2"
"26","Mdi_C1_P","B5",2022-01-28,"4","Mdi","P",36.9,10H 18M 0S,6.71,25.5,11H 57M 0S,7.31,26.3,NA,12H 54M 0S,7.23,25.8,14H 23M 0S,6.92,26,NA,99,89,600,310.000000000001,0.99915,6.05545454545454,363.327272727272,3.48018539325843,208.811123595506,64.8344780769233,60.8820000000002,298.492794650349,147.929123595506,446.421918245855,13.16583008,1.882159058,22.6717793588864,11.2358372162362,33.9076165751225
"27","Mdi_C2_M","B4",2022-01-25,"1","Mdi","M",36.1,10H 23M 0S,6.8,25.7,11H 59M 0S,7.92,26.3,NA,12H 50M 0S,7.44,24.1,14H 22M 0S,6.95,26,NA,96,92,1120,490,0.99954,11.6613,699.678,5.32363695652174,319.418217391304,58.4551302211303,114.595532608696,641.22286977887,204.822684782609,846.045554561479,21.33462158,3.642118164,30.0555070721282,9.6004836089813,39.6559906811095
"28","Mdi_C2_P","B1",2022-01-27,"3","Mdi","P",36.8,10H 10M 0S,6.71,25.6,11H 43M 0S,7.42,26.2,NA,12H 55M 0S,7.6,26.1,14H 24M 0S,7.08,26.1,NA,93,89,710,520,1.00006,7.63486666666667,458.092,5.84304719101123,350.582831460674,56.6006340659341,13.3834945054942,401.491365934066,337.19933695518,738.690702889245,20.6139819,3.344127441,19.4766526856253,16.3577972752164,35.8344499608417
"29","Mdi_D1_M","A2",2022-01-31,"5","Mdi","M",37,9H 55M 0S,6.6,25.7,11H 26M 0S,7.46,26.1,"Algen im Glas (sehr klein)",12H 24M 0S,7.58,25.9,13H 55M 0S,7.19,25.8,NA,91,91,860,390,0.99804,9.43202637362638,565.921582417583,4.27731428571428,256.638857142857,71.2196818181816,66.8557949129523,494.701900599401,189.783062229905,684.484962829306,19.23098145,1.976272583,25.7242149541672,9.86861033189259,35.5928252860597
"30","Mdi_D1_P","A3",2022-01-26,"2","Mdi","P",36.7,10H 10M 0S,6.79,25.7,11H 42M 0S,7.84,25.9,NA,12H 45M 0S,8.23,26,14H 14M 0S,7.62,25.9,NA,92,89,1050,610,0.99707,11.3796032608696,682.776195652174,6.83385056179776,410.031033707865,40.7925514705883,103.074171014493,641.983644181586,306.956862693372,948.940506874958,30.7446118,3.439832764,20.8811758092059,9.98408646985657,30.8652622790624
"31","Mdi_D2_M","C7",2022-01-28,"4","Mdi","M",36.9,10H 34M 0S,6.7,25.7,12H 19M 0S,8.1,26.5,"neues Wasser, kein Gestell",13H 11M 0S,7.46,25.9,14H 40M 0S,6.91,26.3,"Kein Gestell",105,89,1400,550,1.00471,13.3961333333333,803.768,6.20888202247191,372.532921348314,64.8344780769233,60.8820000000002,738.933521923077,311.650921348314,1050.58444327139,24.98795166,2.943500244,29.5715924209162,12.472047552709,42.0436399736252
"32","Mdi_D2_P","C7",2022-01-25,"1","Mdi","P",36.1,10H 34M 0S,6.7,25.7,12H 24M 0S,7.94,26.5,"Neuer Eimer, Kein Gestell",13H 6M 0S,7.56,24.7,14H 39M 0S,7.12,26.1,"Kein Gestell",110,93,1240,439.999999999999,1.00471,11.3258218181818,679.549309090909,4.75346666666666,285.208,58.4551302211303,114.595532608696,621.094178869779,170.612467391304,791.706646261083,16.60695679,1.931024414,37.3996383999611,10.2735540020216,47.6731924019827
"33","Pru_A1_M","A6",2022-01-26,"2","Pru","M",36.7,10H 19M 0S,6.75,25.7,12H 1M 0S,7.47,26.2,NA,13H 2M 0S,7.3,25.9,14H 33M 0S,6.75,26,NA,102,91,720,550,0.99752,7.04131764705882,422.479058823529,6.02896703296703,361.738021978022,40.7925514705883,103.074171014493,381.686507352941,258.663850963529,640.35035831647,21.5047485,7.813199219,17.7489407678002,12.0282202306867,29.7771609984869
"34","Pru_A1_P","B2",2022-01-28,"4","Pru","P",36.9,10H 9M 0S,6.71,25.6,11H 41M 0S,7.73,26.2,"Algen an der Koralle",12H 38M 0S,7.74,26,14H 6M 0S,7.14,25.9,"Algen an der Koralle",92,88,1020,600.000000000001,0.99615,11.0442717391304,662.656304347826,6.79193181818182,407.515909090909,64.8344780769233,60.8820000000002,597.821826270903,346.633909090909,944.455735361812,23.61443115,8.667922852,25.3159528795553,14.6789015110749,39.9948543906302
"35","Pru_A2_M","A3",2022-01-25,"1","Pru","M",36.1,10H 12M 0S,6.77,25.8,11H 43M 0S,7.49,26.2,NA,12H 36M 0S,7.2,24.1,14H 7M 0S,6.66,26,NA,91,91,720.000000000001,540,0.99707,7.8889054945055,473.33432967033,5.91667912087912,355.000747252747,58.4551302211303,114.595532608696,414.8791994492,240.405214644051,655.284414093251,20.85361328,7.307933594,19.8948351961191,11.5282282938763,31.4230634899954
"36","Pru_A2_P","B5",2022-01-27,"3","Pru","P",36.8,10H 21M 0S,6.72,25.6,12H 8M 0S,8.07,26.3,NA,13H 14M 0S,7.69,25.9,14H 44M 0S,7.14,26.1,NA,107,90,1350,550.000000000001,0.99915,12.6060981308411,756.365887850467,6.10591666666667,366.355,56.6006340659341,13.3834945054942,699.765253784533,352.971505494506,1052.73675927904,28.3961572,11.82905957,24.6429560470433,12.430256073329,37.0732121203724
"37","Pru_B1_M","C6",2022-01-31,"5","Pru","M",37,10H 11M 0S,6.6,25.6,11H 56M 0S,7.52,26.4,NA,12H 54M 0S,7.07,26,14H 24M 0S,6.56,26.1,NA,105,90,920,510.000000000001,0.9989,8.75226666666667,525.136,5.66043333333334,339.626,71.2196818181816,66.8557949129523,453.916318181818,272.770205087048,726.686523268866,18.48661133,6.120105469,24.5537870667084,14.7550137890549,39.3088008557632
"38","Pru_B1_P","A9",2022-01-26,"2","Pru","P",36.7,10H 27M 0S,6.79,25.7,12H 16M 0S,7.54,26.1,"Neues Wasser",13H 14M 0S,7.37,26,14H 45M 0S,6.96,26,NA,109,91,750,410,1.00209,6.89511467889908,413.706880733945,4.51491098901099,270.894659340659,40.7925514705883,103.074171014493,372.914329263357,167.820488326166,540.734817589523,17.6787354,5.480253418,21.0939482279573,9.49278806029115,30.5867362882485
"39","Pru_B2_M","A3",2022-01-28,"4","Pru","M",36.9,10H 7M 0S,6.68,25.9,11H 37M 0S,7.12,26.2,NA,12H 33M 0S,7.21,26,14H 3M 0S,6.83,25.9,NA,90,90,440,380,0.99707,4.87456444444445,292.473866666667,4.20985111111111,252.591066666667,64.8344780769233,60.8820000000002,227.639388589744,191.709066666666,419.34845525641,18.2333618,6.091055176,12.4847733010894,10.5141919942962,22.9989652953856
"40","Pru_B2_P","C6",2022-01-25,"1","Pru","P",36.1,10H 25M 0S,6.78,25.5,12H 6M 0S,7.57,26.4,NA,12H 54M 0S,7.24,24.2,14H 26M 0S,6.89,26,NA,101,92,790,350.000000000001,0.9989,7.81317821782178,468.790693069307,3.80016304347827,228.009782608696,58.4551302211303,114.595532608696,410.335562848177,113.41425,523.749812848177,19.35344116,6.533208984,21.2022016888792,5.86015939296659,27.0623610818458
"41","Pru_C1_M","A6",2022-01-27,"3","Pru","M",36.8,10H 18M 0S,6.71,25.6,12H 0M 0S,7.59,26.2,NA,13H 9M 0S,7.54,25.9,14H 39M 0S,6.92,26,NA,102,90,880,620,0.99752,8.60605490196078,516.363294117647,6.87180444444445,412.308266666667,56.6006340659341,13.3834945054942,459.762660051713,398.924772161172,858.687432212885,28.3171265,11.384498047,16.2362046181385,14.0877561203526,30.3239607384911
"42","Pru_C1_P","A6",2022-01-31,"5","Pru","P",37,10H 4M 0S,6.62,25.6,11H 47M 0S,7.59,26.1,NA,12H 47M 0S,7.3,25.8,14H 17M 0S,6.77,25.8,NA,103,90,970,530,0.99752,9.39412038834951,563.647223300971,5.87428444444445,352.457066666667,71.2196818181816,66.8557949129523,492.427541482789,285.601271753715,778.028813236504,21.67427734,7.620044922,22.7194445174885,13.1769685915496,35.8964131090381
"43","Pru_C2_M","B2",2022-01-26,"2","Pru","M",36.7,10H 13M 0S,6.79,25.6,11H 49M 0S,7.87,26.3,NA,12H 50M 0S,7.72,25.9,14H 20M 0S,6.96,26,NA,96,90,1080,760,0.99615,11.2066875,672.40125,8.41193333333333,504.716,40.7925514705883,103.074171014493,631.608698529412,401.641828985507,1033.25052751492,28.4735864,11.933040039,22.182267089804,14.1057688814889,36.288035971293
"44","Pru_C2_P","C6",2022-01-28,"4","Pru","P",36.9,10H 20M 0S,6.69,25.5,12H 0M 0S,7.61,26.5,"Algen an der Koralle",12H 56M 0S,7.38,26,14H 25M 0S,6.95,26.3,"Algen an der Koralle",100,89,920,430,0.9989,9.18988,551.3928,4.82614606741573,289.568764044944,64.8344780769233,60.8820000000002,486.558321923077,228.686764044943,715.24508596802,18.38773682,6.328630371,26.4610227286838,12.4369174022659,38.8979401309497
"45","Pru_D1_M","B7",2022-01-25,"1","Pru","M",36.1,10H 31M 0S,6.79,25.6,12H 16M 0S,7.67,26.4,"viel Luft kontakt",13H 2M 0S,7.27,24.5,14H 33M 0S,6.57,26,NA,105,91,880,699.999999999999,0.99421,8.33242666666667,499.9456,7.64776923076922,458.866153846153,58.4551302211303,114.595532608696,441.49046977887,344.270621237458,785.761091016327,28.83695313,12.106424805,15.3098861654553,11.9385227588175,27.2484089242728
"46","Pru_D1_P","B2",2022-01-27,"3","Pru","P",36.8,10H 12M 0S,6.71,25.6,11H 46M 0S,7.85,26,"Faden hat Algen",12H 56M 0S,7.84,26,14H 26M 0S,7.24,26,"Faden hat Algen",94,90,1140,600,0.99615,12.0809680851064,724.858085106383,6.641,398.46,56.6006340659341,13.3834945054942,668.257451040449,385.076505494506,1053.33395653495,27.6124927,11.467124023,24.2012721669438,13.9457349859075,38.1470071528513
"47","Pru_D2_M","A3",2022-01-31,"5","Pru","M",37,9H 57M 0S,6.61,25.6,11H 29M 0S,7.21,26.2,NA,12H 26M 0S,7.24,26,13H 58M 0S,6.76,25.9,NA,92,92,600,480,0.99707,6.5026304347826,390.157826086956,5.20210434782609,312.126260869565,71.2196818181816,66.8557949129523,318.938144268775,245.270465956613,564.208610225388,24.37818848,8.546782227,13.0829304454034,10.0610620086818,23.1439924540853
"48","Pru_D2_P","B1",2022-01-26,"2","Pru","P",36.7,10H 12M 0S,6.8,25.6,11H 46M 0S,7.98,26.1,"Algen am Faden",12H 48M 0S,8.08,25.9,14H 18M 0S,7.42,26.1,NA,94,90,1180,660,1.00006,12.5539446808511,753.236680851064,7.33377333333333,440.0264,40.7925514705883,103.074171014493,712.444129380476,336.952228985507,1049.39635836598,28.9640137,11.864457031,24.5975622287624,11.6334784424407,36.2310406712031
"49","Pve_A1_M","A8",2022-01-27,"3","Pve","M",36.8,10H 24M 0S,6.72,25.4,12H 15M 0S,7.72,26.1,NA,13H 19M 0S,7.35,25.9,14H 49M 0S,7.09,26.1,NA,111,90,1000,260,0.99888,8.99891891891892,539.935135135135,2.88565333333333,173.1392,56.6006340659341,13.3834945054942,483.334501069201,159.755705494506,643.090206563707,16.4665112,5.047875977,29.3525747621148,9.70185508965042,39.0544298517652
"50","Pve_A1_P","B1",2022-01-31,"5","Pve","P",37,9H 58M 0S,6.6,25.6,11H 31M 0S,7.59,26.2,NA,12H 29M 0S,7.71,25.8,14H 0M 0S,7.32,25.7,NA,93,91,990,390,1.00006,10.6458,638.748,4.28597142857142,257.158285714285,71.2196818181816,66.8557949129523,567.528318181819,190.302490801333,757.830808983152,14.50404663,3.777924561,39.1289639822275,13.1206480271315,52.2496120093591
"51","Pve_A2_M","B4",2022-01-26,"2","Pve","M",36.7,10H 20M 0S,6.77,25.7,12H 4M 0S,7.47,26.2,NA,13H 4M 0S,7.31,25.8,14H 36M 0S,6.99,26,NA,104,92,700,319.999999999999,0.99954,6.72767307692308,403.660384615385,3.47666086956521,208.599652173913,40.7925514705883,103.074171014493,362.867833144797,105.52548115942,468.393314304216,17.1237244,5.02349707,21.190940981554,6.16253092460538,27.3534719061594
"52","Pve_A2_P","C1",2022-01-28,"4","Pve","P",36.9,10H 11M 0S,6.72,25.6,11H 44M 0S,7.43,26.5,NA,12H 40M 0S,7.3,25.9,14H 9M 0S,6.95,26.2,NA,93,89,710,350,0.9973,7.61379569892473,456.827741935484,3.92196629213483,235.31797752809,64.8344780769233,60.8820000000002,391.993263858561,174.435977528089,566.42924138665,8.51540405,1.701903442,46.0334308926375,20.4847563901668,66.5181872828043
"53","Pve_B1_M","B1",2022-01-25,"1","Pve","M",36.1,10H 14M 0S,6.75,25.8,11H 45M 0S,7.46,26.2,NA,12H 38M 0S,7.22,24.1,14H 9M 0S,6.8,26,NA,91,91,710,420,1.00006,7.80266593406593,468.159956043956,4.61566153846154,276.939692307692,58.4551302211303,114.595532608696,409.704825822826,162.344159698996,572.048985521822,11.6387561,3.000502197,35.2017709025474,13.9485833627011,49.1503542652485
"54","Pve_B1_P","C6",2022-01-27,"3","Pve","P",36.8,10H 23M 0S,6.72,25.5,12H 11M 0S,8.57,26.4,NA,13H 17M 0S,8.02,25.9,14H 46M 0S,7.44,26.2,NA,108,89,1850,579.999999999999,0.9989,17.110787037037,1026.64722222222,6.50968539325842,390.581123595505,56.6006340659341,13.3834945054942,970.046588156288,377.197629090011,1347.2442172463,18.7371912,4.907985352,51.7711847950982,20.1309590676542,71.9021438627525
"55","Pve_B2_M","A8",2022-01-31,"5","Pve","M",37,10H 12M 0S,6.6,25.7,11H 58M 0S,7.18,26.3,NA,12H 56M 0S,6.91,26.1,14H 26M 0S,6.55,26,NA,106,90,580,360,0.99888,5.46556981132076,327.934188679245,3.99552,239.7312,71.2196818181816,66.8557949129523,256.714506861064,172.875405087048,429.589911948112,10.40866577,2.340372803,24.6635363776373,16.6087958732724,41.2723322509098
"56","Pve_B2_P","B9",2022-01-26,"2","Pve","P",36.7,10H 30M 0S,6.77,25.7,12H 25M 0S,8.94,26.2,"Neues Wasser",13H 22M 0S,8.19,25.7,14H 52M 0S,7.64,25.9,NA,115,90,2170,550,1.00041,18.8773017391304,1132.63810434783,6.11361666666666,366.817,40.7925514705883,103.074171014493,1091.84555287724,263.742828985507,1355.58838186275,24.5209937,8.185887207,44.5269700826699,10.7557969392369,55.2827670219068
"57","Pve_C1_M","B1",2022-01-28,"4","Pve","M",36.9,10H 8M 0S,6.68,25.9,11H 39M 0S,7.69,26.2,NA,12H 35M 0S,7.55,26,14H 4M 0S,7.01,25.9,NA,91,89,1010,540,1.00006,11.099567032967,665.974021978022,6.0677797752809,364.066786516854,64.8344780769233,60.8820000000002,601.139543901099,303.184786516854,904.324330417953,18.1272693,4.881297363,33.162167668635,16.7253424384694,49.8875101071044
